Software Version            : FRANz 1.2.3
Dataset                     : TESTTREES
Time of Data Analysis       : Fri Mar 10 14:45:34 2023


*** MCMC Parameters ***

Seed                         : 1678488332
Update Allele Frequencies    : No
Gibbs sample missing data    : No
Check for Pedigree cycles    : Yes


*** Simulated Annealing specific Parameters ***

Initial acceptance rate chi  : 0.950
Neighborhood Size Factor beta: 3.000
Increment delta              : 0.100000
Converge event number        : 3
Converge tolerance epsilon   : 0.001

Calculated Parameters     
  Neighboorhood Size         : 899
  Initial temperature c0     : 69.000000


*** Metropolis Hastings specific Parameters ***

Burnin Iterations            : 500000
Iterations                   : 3000000
Sample frequency             : 10
MCMCMC Swap frequency        : 25
MCMCMC Number of swaps       : -1 (-1 == number threads)
MCMCMC Temperature           : 0.500


*** Data Parameters ***

  Nfmax                      : 170
  Nmmax                      : 170

 +------------+------------+------------+------------+----------+----------+-------+---------+---------+--------+
 |      Stage |  Iteration | Best Score |    Average |    Sigma |     Temp | Ratio |     x_f |     x_m | Thread |
 |        191 |     512241 |   -180.639 |   -218.133 |   13.642 |    2.522 |  0.46 |   3.661 |   3.661 |      0 |
 |        192 |     514937 |   -180.639 |   -209.983 |   10.450 |    2.507 |  0.45 |   1.825 |   1.825 |      0 |
 |        193 |     517633 |   -180.639 |   -220.586 |   11.032 |    2.488 |  0.46 |   1.466 |   1.466 |      0 |
 |        194 |     520329 |   -180.639 |   -225.628 |   12.777 |    2.470 |  0.45 |   1.848 |   1.848 |      0 |
 |        195 |     523025 |   -180.639 |   -217.190 |   11.308 |    2.455 |  0.46 |   1.814 |   1.814 |      0 |
 |        196 |     525721 |   -180.639 |   -211.121 |   11.184 |    2.438 |  0.46 |   0.662 |   0.662 |      0 |
 |        197 |     528417 |   -180.409 |   -214.784 |   12.013 |    2.422 |  0.45 |   2.987 |   2.987 |      0 |
 |        198 |     531113 |   -180.409 |   -214.900 |   13.937 |    2.406 |  0.44 |   3.534 |   3.534 |      0 |
 |        199 |     533809 |   -179.450 |   -218.540 |   12.767 |    2.393 |  0.45 |   0.883 |   0.883 |      0 |
 |        200 |     536505 |   -179.450 |   -214.698 |   11.494 |    2.379 |  0.45 |   3.041 |   3.041 |      0 |
 |        201 |     539201 |   -179.450 |   -220.626 |   11.462 |    2.363 |  0.45 |   1.612 |   1.612 |      0 |
 |        202 |     541897 |   -179.450 |   -215.428 |   11.038 |    2.348 |  0.45 |   3.539 |   3.539 |      0 |
 |        203 |     544593 |   -179.450 |   -219.958 |   11.997 |    2.332 |  0.47 |   1.708 |   1.708 |      0 |
 |        204 |     547289 |   -178.856 |   -209.813 |   14.423 |    2.318 |  0.43 |   1.115 |   1.115 |      0 |
 |        205 |     549985 |   -178.856 |   -207.339 |   10.107 |    2.306 |  0.44 |   1.981 |   1.981 |      0 |
 |        206 |     552681 |   -178.856 |   -222.387 |   17.246 |    2.290 |  0.44 |   3.688 |   3.688 |      0 |
 |        207 |     555377 |   -178.856 |   -211.795 |   11.309 |    2.280 |  0.45 |   3.437 |   3.437 |      0 |
 |        208 |     558073 |   -178.856 |   -212.312 |   13.701 |    2.265 |  0.43 |   0.370 |   0.370 |      0 |
 |        209 |     560769 |   -178.856 |   -212.714 |   11.202 |    2.253 |  0.43 |   3.961 |   3.961 |      0 |
 |        210 |     563465 |   -178.856 |   -212.775 |   13.474 |    2.239 |  0.44 |   3.365 |   3.365 |      0 |
 |        211 |     566161 |   -178.856 |   -213.450 |   13.400 |    2.227 |  0.44 |   2.923 |   2.923 |      0 |
 |        212 |     568857 |   -178.856 |   -214.133 |   11.045 |    2.215 |  0.45 |   2.190 |   2.190 |      0 |
 |        213 |     571553 |   -178.856 |   -217.092 |   11.394 |    2.201 |  0.44 |   3.418 |   3.418 |      0 |
 |        214 |     574249 |   -178.856 |   -210.688 |   11.505 |    2.188 |  0.44 |   3.391 |   3.391 |      0 |
 |        215 |     576945 |   -177.172 |   -210.348 |   12.154 |    2.175 |  0.43 |   1.656 |   1.656 |      0 |
 |        216 |     579641 |   -177.172 |   -218.578 |   11.950 |    2.163 |  0.43 |   1.525 |   1.525 |      0 |
 |        217 |     582337 |   -177.172 |   -209.952 |    9.795 |    2.150 |  0.43 |   1.003 |   1.003 |      0 |
 |        218 |     585033 |   -177.172 |   -209.120 |   11.691 |    2.135 |  0.42 |   3.233 |   3.233 |      0 |
 |        219 |     587729 |   -177.172 |   -214.426 |   17.466 |    2.123 |  0.42 |   2.618 |   2.618 |      0 |
 |        220 |     590425 |   -177.172 |   -207.972 |   10.011 |    2.113 |  0.42 |   1.249 |   1.249 |      0 |
 |        221 |     593121 |   -177.172 |   -211.486 |   10.864 |    2.099 |  0.43 |   1.966 |   1.966 |      0 |
 |        222 |     595817 |   -177.172 |   -207.899 |   11.229 |    2.086 |  0.42 |   2.427 |   2.427 |      0 |
 |        223 |     598513 |   -170.932 |   -194.612 |    9.625 |    2.074 |  0.40 |   1.747 |   1.747 |      0 |
 |        224 |     601209 |   -170.932 |   -213.303 |   13.199 |    2.060 |  0.43 |   3.282 |   3.282 |      0 |
 |        225 |     603905 |   -170.932 |   -209.111 |   10.473 |    2.050 |  0.45 |   2.401 |   2.401 |      0 |
 |        226 |     606601 |   -170.932 |   -203.136 |    9.766 |    2.037 |  0.43 |   0.834 |   0.834 |      0 |
 |        227 |     609297 |   -170.932 |   -217.909 |   10.993 |    2.024 |  0.45 |   1.898 |   1.898 |      0 |
 |        228 |     611993 |   -170.932 |   -208.509 |    7.243 |    2.012 |  0.41 |   2.247 |   2.247 |      0 |
 |        229 |     614689 |   -170.932 |   -207.125 |    8.131 |    1.994 |  0.43 |   2.927 |   2.927 |      0 |
 |        230 |     617385 |   -170.932 |   -207.760 |   12.272 |    1.979 |  0.42 |   3.054 |   3.054 |      0 |
 |        231 |     620081 |   -170.932 |   -208.872 |   10.246 |    1.969 |  0.42 |   0.793 |   0.793 |      0 |
 |        232 |     622777 |   -170.932 |   -206.375 |   11.555 |    1.957 |  0.41 |   3.345 |   3.345 |      0 |
 |        233 |     625473 |   -170.932 |   -212.570 |    9.799 |    1.946 |  0.41 |   0.804 |   0.804 |      0 |
 |        234 |     628169 |   -170.932 |   -212.386 |   10.032 |    1.934 |  0.41 |   2.285 |   2.285 |      0 |
 |        235 |     630865 |   -170.932 |   -205.748 |   14.497 |    1.922 |  0.40 |   0.578 |   0.578 |      0 |
 |        236 |     633561 |   -170.932 |   -209.751 |   10.778 |    1.912 |  0.42 |   3.510 |   3.510 |      0 |
 |        237 |     636257 |   -170.932 |   -213.575 |   13.475 |    1.902 |  0.40 |   3.136 |   3.136 |      0 |
 |        238 |     638953 |   -170.932 |   -201.876 |   12.491 |    1.892 |  0.41 |   1.407 |   1.407 |      0 |
 |        239 |     641649 |   -170.932 |   -209.812 |    9.881 |    1.882 |  0.42 |   1.404 |   1.404 |      0 |
 |        240 |     644345 |   -170.932 |   -197.715 |    8.299 |    1.870 |  0.39 |   2.749 |   2.749 |      0 |
 |        241 |     647041 |   -168.037 |   -200.101 |   12.565 |    1.857 |  0.38 |   0.755 |   0.755 |      0 |
 |        242 |     649737 |   -168.037 |   -202.231 |   10.014 |    1.847 |  0.38 |   0.999 |   0.999 |      0 |
 |        243 |     652433 |   -168.037 |   -218.203 |    8.810 |    1.836 |  0.39 |   1.233 |   1.233 |      0 |
 |        244 |     655129 |   -168.037 |   -203.787 |   12.518 |    1.824 |  0.41 |   1.350 |   1.350 |      0 |
 |        245 |     657825 |   -168.037 |   -195.658 |    9.911 |    1.814 |  0.39 |   1.937 |   1.937 |      0 |
 |        246 |     660521 |   -168.037 |   -199.320 |    9.438 |    1.804 |  0.41 |   3.329 |   3.329 |      0 |
 |        247 |     663217 |   -168.037 |   -202.105 |    9.014 |    1.793 |  0.40 |   2.941 |   2.941 |      0 |
 |        248 |     665913 |   -168.037 |   -198.906 |   10.169 |    1.781 |  0.40 |   0.389 |   0.389 |      0 |
 |        249 |     668609 |   -168.037 |   -196.821 |   10.756 |    1.771 |  0.40 |   3.105 |   3.105 |      0 |
 |        250 |     671305 |   -168.037 |   -203.176 |   11.044 |    1.761 |  0.39 |   3.065 |   3.065 |      0 |
 |        251 |     674001 |   -168.037 |   -203.249 |   11.643 |    1.751 |  0.40 |   3.864 |   3.864 |      0 |
 |        252 |     676697 |   -164.524 |   -195.456 |   11.099 |    1.741 |  0.41 |   0.604 |   0.604 |      0 |
 |        253 |     679393 |   -164.524 |   -198.409 |   11.316 |    1.731 |  0.37 |   1.454 |   1.454 |      0 |
 |        254 |     682089 |   -164.524 |   -202.876 |   10.788 |    1.721 |  0.39 |   3.340 |   3.340 |      0 |
 |        255 |     684785 |   -164.524 |   -201.181 |    9.522 |    1.711 |  0.39 |   3.797 |   3.797 |      0 |
 |        256 |     687481 |   -164.524 |   -196.581 |   11.456 |    1.701 |  0.41 |   3.346 |   3.346 |      0 |
 |        257 |     690177 |   -164.524 |   -195.622 |    8.688 |    1.691 |  0.39 |   0.672 |   0.672 |      0 |
 |        258 |     692873 |   -164.524 |   -194.522 |   12.418 |    1.681 |  0.38 |   2.586 |   2.586 |      0 |
 |        259 |     695569 |   -164.524 |   -197.091 |    7.957 |    1.671 |  0.39 |   3.105 |   3.105 |      0 |
 |        260 |     698265 |   -164.524 |   -200.068 |   12.832 |    1.660 |  0.38 |   1.971 |   1.971 |      0 |
 |        261 |     700961 |   -164.524 |   -196.039 |    9.816 |    1.650 |  0.37 |   1.333 |   1.333 |      0 |
 |        262 |     703657 |   -164.524 |   -196.194 |    7.447 |    1.640 |  0.37 |   2.837 |   2.837 |      0 |
 |        263 |     706353 |   -164.524 |   -192.675 |   11.877 |    1.629 |  0.39 |   2.159 |   2.159 |      0 |
 |        264 |     709049 |   -164.524 |   -197.524 |   10.319 |    1.619 |  0.38 |   1.763 |   1.763 |      0 |
 |        265 |     711745 |   -164.524 |   -188.992 |    7.198 |    1.609 |  0.36 |   1.657 |   1.657 |      0 |
 |        266 |     714441 |   -164.524 |   -192.752 |    8.726 |    1.597 |  0.38 |   3.944 |   3.944 |      0 |
 |        267 |     717137 |   -164.524 |   -196.554 |   11.060 |    1.587 |  0.36 |   1.841 |   1.841 |      0 |
 |        268 |     719833 |   -164.524 |   -195.441 |    8.769 |    1.577 |  0.36 |   2.897 |   2.897 |      0 |
 |        269 |     722529 |   -164.524 |   -198.188 |    9.809 |    1.567 |  0.38 |   0.592 |   0.592 |      0 |
 |        270 |     725225 |   -164.524 |   -192.751 |    8.996 |    1.557 |  0.38 |   3.471 |   3.471 |      0 |
 |        271 |     727921 |   -164.524 |   -194.641 |    8.955 |    1.547 |  0.36 |   1.625 |   1.625 |      0 |
 |        272 |     730617 |   -164.524 |   -190.457 |    8.663 |    1.537 |  0.40 |   2.937 |   2.937 |      0 |
 |        273 |     733313 |   -164.524 |   -194.783 |    6.527 |    1.527 |  0.35 |   0.859 |   0.859 |      0 |
 |        274 |     736009 |   -164.524 |   -188.734 |    9.386 |    1.516 |  0.36 |   1.999 |   1.999 |      0 |
 |        275 |     738705 |   -164.524 |   -186.343 |   11.347 |    1.506 |  0.37 |   2.940 |   2.940 |      0 |
 |        276 |     741401 |   -164.524 |   -190.773 |   11.487 |    1.496 |  0.36 |   0.684 |   0.684 |      0 |
 |        277 |     744097 |   -164.524 |   -187.157 |    9.807 |    1.486 |  0.36 |   3.093 |   3.093 |      0 |
 |        278 |     746793 |   -164.524 |   -192.259 |    8.538 |    1.476 |  0.37 |   2.363 |   2.363 |      0 |
 |        279 |     749489 |   -164.524 |   -189.714 |    9.538 |    1.466 |  0.37 |   2.480 |   2.480 |      0 |
 |        280 |     752185 |   -164.524 |   -185.149 |    8.461 |    1.456 |  0.36 |   0.827 |   0.827 |      0 |
 |        281 |     754881 |   -158.348 |   -181.541 |    8.244 |    1.446 |  0.35 |   3.945 |   3.945 |      0 |
 |        282 |     757577 |   -158.348 |   -184.588 |    8.437 |    1.436 |  0.36 |   1.546 |   1.546 |      0 |
 |        283 |     760273 |   -158.348 |   -184.685 |    8.036 |    1.426 |  0.36 |   2.028 |   2.028 |      0 |
 |        284 |     762969 |   -158.348 |   -190.045 |    7.754 |    1.416 |  0.37 |   1.161 |   1.161 |      0 |
 |        285 |     765665 |   -158.348 |   -186.809 |    8.386 |    1.406 |  0.36 |   3.210 |   3.210 |      0 |
 |        286 |     768361 |   -158.348 |   -184.123 |    7.889 |    1.396 |  0.36 |   2.846 |   2.846 |      0 |
 |        287 |     771057 |   -158.348 |   -184.826 |    8.092 |    1.386 |  0.33 |   1.766 |   1.766 |      0 |
 |        288 |     773753 |   -158.348 |   -188.966 |    9.969 |    1.376 |  0.38 |   0.557 |   0.557 |      0 |
 |        289 |     776449 |   -158.348 |   -191.574 |    9.110 |    1.366 |  0.37 |   1.106 |   1.106 |      0 |
 |        290 |     779145 |   -158.348 |   -186.598 |   10.203 |    1.356 |  0.34 |   2.259 |   2.259 |      0 |
 |        291 |     781841 |   -158.348 |   -194.183 |    9.914 |    1.346 |  0.35 |   2.054 |   2.054 |      0 |
 |        292 |     784537 |   -158.348 |   -185.888 |    6.756 |    1.336 |  0.35 |   1.258 |   1.258 |      0 |
 |        293 |     787233 |   -158.348 |   -180.649 |    7.890 |    1.326 |  0.32 |   3.399 |   3.399 |      0 |
 |        294 |     789929 |   -158.348 |   -180.274 |    6.380 |    1.316 |  0.33 |   1.180 |   1.180 |      0 |
 |        295 |     792625 |   -158.348 |   -181.017 |    7.648 |    1.306 |  0.34 |   1.806 |   1.806 |      0 |
 |        296 |     795321 |   -158.348 |   -178.709 |    8.545 |    1.296 |  0.33 |   3.756 |   3.756 |      0 |
 |        297 |     798017 |   -158.348 |   -178.723 |    7.124 |    1.286 |  0.33 |   2.156 |   2.156 |      0 |
 |        298 |     800713 |   -158.348 |   -180.818 |    7.441 |    1.276 |  0.34 |   2.260 |   2.260 |      0 |
 |        299 |     803409 |   -158.348 |   -182.925 |    7.211 |    1.266 |  0.34 |   0.509 |   0.509 |      0 |
 |        300 |     806105 |   -158.348 |   -181.013 |    8.888 |    1.256 |  0.33 |   0.637 |   0.637 |      0 |
 |        301 |     808801 |   -158.348 |   -185.096 |    8.693 |    1.246 |  0.34 |   0.781 |   0.781 |      0 |
 |        302 |     811497 |   -158.348 |   -180.073 |    6.653 |    1.236 |  0.34 |   2.138 |   2.138 |      0 |
 |        303 |     814193 |   -158.348 |   -180.880 |    6.926 |    1.226 |  0.30 |   3.036 |   3.036 |      0 |
 |        304 |     816889 |   -158.348 |   -179.959 |    6.877 |    1.216 |  0.31 |   1.930 |   1.930 |      0 |
 |        305 |     819585 |   -158.348 |   -183.194 |    7.229 |    1.206 |  0.33 |   3.243 |   3.243 |      0 |
 |        306 |     822281 |   -158.348 |   -184.060 |    5.550 |    1.196 |  0.32 |   3.588 |   3.588 |      0 |
 |        307 |     824977 |   -158.348 |   -182.466 |    7.442 |    1.186 |  0.30 |   2.370 |   2.370 |      0 |
 |        308 |     827673 |   -158.348 |   -181.801 |    8.396 |    1.176 |  0.33 |   2.389 |   2.389 |      0 |
 |        309 |     830369 |   -158.348 |   -185.022 |    9.526 |    1.166 |  0.34 |   3.889 |   3.889 |      0 |
 |        310 |     833065 |   -158.348 |   -185.359 |    7.784 |    1.156 |  0.31 |   3.944 |   3.944 |      0 |
 |        311 |     835761 |   -158.348 |   -177.169 |    7.864 |    1.146 |  0.32 |   2.347 |   2.347 |      0 |
 |        312 |     838457 |   -155.852 |   -174.573 |    9.401 |    1.136 |  0.31 |   1.725 |   1.725 |      0 |
 |        313 |     841153 |   -155.852 |   -176.852 |    7.618 |    1.126 |  0.31 |   2.140 |   2.140 |      0 |
 |        314 |     843849 |   -155.852 |   -177.498 |    6.971 |    1.116 |  0.31 |   3.543 |   3.543 |      0 |
 |        315 |     846545 |   -155.852 |   -176.337 |    5.477 |    1.106 |  0.32 |   2.005 |   2.005 |      0 |
 |        316 |     849241 |   -155.852 |   -174.423 |    7.097 |    1.096 |  0.34 |   2.865 |   2.865 |      0 |
 |        317 |     851937 |   -155.852 |   -177.970 |    6.490 |    1.086 |  0.30 |   1.400 |   1.400 |      0 |
 |        318 |     854633 |   -155.852 |   -175.588 |    6.018 |    1.076 |  0.29 |   2.223 |   2.223 |      0 |
 |        319 |     857329 |   -155.852 |   -176.364 |    6.581 |    1.066 |  0.28 |   1.497 |   1.497 |      0 |
 |        320 |     860025 |   -155.852 |   -177.627 |    6.356 |    1.056 |  0.31 |   1.645 |   1.645 |      0 |
 |        321 |     862721 |   -155.852 |   -172.685 |    6.983 |    1.046 |  0.30 |   2.297 |   2.297 |      0 |
 |        322 |     865417 |   -155.852 |   -173.624 |    5.268 |    1.036 |  0.28 |   2.832 |   2.832 |      0 |
 |        323 |     868113 |   -155.852 |   -173.991 |    6.975 |    1.026 |  0.31 |   0.671 |   0.671 |      0 |
 |        324 |     870809 |   -155.852 |   -178.702 |    5.526 |    1.016 |  0.30 |   3.139 |   3.139 |      0 |
 |        325 |     873505 |   -155.852 |   -173.321 |    4.853 |    1.006 |  0.29 |   1.173 |   1.173 |      0 |
 |        326 |     876201 |   -155.852 |   -171.404 |    7.961 |    0.996 |  0.27 |   1.089 |   1.089 |      0 |
 |        327 |     878897 |   -155.852 |   -167.295 |    6.687 |    0.986 |  0.28 |   1.432 |   1.432 |      0 |
 |        328 |     881593 |   -155.852 |   -177.334 |    8.105 |    0.976 |  0.30 |   1.671 |   1.671 |      0 |
 |        329 |     884289 |   -155.852 |   -173.037 |    6.282 |    0.966 |  0.30 |   2.577 |   2.577 |      0 |
 |        330 |     886985 |   -155.852 |   -179.990 |    5.555 |    0.956 |  0.32 |   2.230 |   2.230 |      0 |
 |        331 |     889681 |   -155.852 |   -172.570 |    6.818 |    0.946 |  0.28 |   3.304 |   3.304 |      0 |
 |        332 |     892377 |   -155.364 |   -169.027 |    5.051 |    0.936 |  0.26 |   2.435 |   2.435 |      0 |
 |        333 |     895073 |   -155.364 |   -171.615 |    6.988 |    0.926 |  0.28 |   0.803 |   0.803 |      0 |
 |        334 |     897769 |   -155.364 |   -171.566 |    6.141 |    0.916 |  0.28 |   1.215 |   1.215 |      0 |
 |        335 |     900465 |   -155.364 |   -172.315 |    5.277 |    0.906 |  0.29 |   0.901 |   0.901 |      0 |
 |        336 |     903161 |   -155.364 |   -174.232 |    7.201 |    0.896 |  0.27 |   2.999 |   2.999 |      0 |
 |        337 |     905857 |   -155.364 |   -172.371 |    6.110 |    0.886 |  0.27 |   3.364 |   3.364 |      0 |
 |        338 |     908553 |   -152.590 |   -167.218 |    6.211 |    0.876 |  0.26 |   3.850 |   3.850 |      0 |
 |        339 |     911249 |   -152.590 |   -168.506 |    5.228 |    0.866 |  0.26 |   1.197 |   1.197 |      0 |
 |        340 |     913945 |   -152.590 |   -169.129 |    4.853 |    0.856 |  0.25 |   3.838 |   3.838 |      0 |
 |        341 |     916641 |   -152.590 |   -166.753 |    4.070 |    0.846 |  0.26 |   2.377 |   2.377 |      0 |
 |        342 |     919337 |   -152.590 |   -171.635 |    6.490 |    0.836 |  0.25 |   3.493 |   3.493 |      0 |
 |        343 |     922033 |   -152.590 |   -170.138 |    6.133 |    0.826 |  0.25 |   3.048 |   3.048 |      0 |
 |        344 |     924729 |   -152.590 |   -169.002 |    4.879 |    0.816 |  0.27 |   1.172 |   1.172 |      0 |
 |        345 |     927425 |   -152.590 |   -168.617 |    5.720 |    0.806 |  0.28 |   1.472 |   1.472 |      0 |
 |        346 |     930121 |   -152.590 |   -164.530 |    4.943 |    0.796 |  0.25 |   3.782 |   3.782 |      0 |
 |        347 |     932817 |   -151.314 |   -165.162 |    6.418 |    0.786 |  0.26 |   2.886 |   2.886 |      0 |
 |        348 |     935513 |   -151.314 |   -165.855 |    4.684 |    0.776 |  0.27 |   3.640 |   3.640 |      0 |
 |        349 |     938209 |   -150.750 |   -167.104 |    5.796 |    0.766 |  0.25 |   3.343 |   3.343 |      0 |
 |        350 |     940905 |   -150.750 |   -168.368 |    3.929 |    0.756 |  0.25 |   3.285 |   3.285 |      0 |
 |        351 |     943601 |   -150.750 |   -165.535 |    3.955 |    0.746 |  0.26 |   1.410 |   1.410 |      0 |
 |        352 |     946297 |   -150.750 |   -167.602 |    4.655 |    0.736 |  0.26 |   1.590 |   1.590 |      0 |
 |        353 |     948993 |   -150.750 |   -167.325 |    5.615 |    0.726 |  0.27 |   2.628 |   2.628 |      0 |
 |        354 |     951689 |   -150.750 |   -164.002 |    5.496 |    0.716 |  0.25 |   2.126 |   2.126 |      0 |
 |        355 |     954385 |   -150.750 |   -164.186 |    4.401 |    0.706 |  0.25 |   1.465 |   1.465 |      0 |
 |        356 |     957081 |   -150.750 |   -167.269 |    5.392 |    0.696 |  0.24 |   3.889 |   3.889 |      0 |
 |        357 |     959777 |   -150.750 |   -165.383 |    5.141 |    0.686 |  0.24 |   1.602 |   1.602 |      0 |
 |        358 |     962473 |   -150.750 |   -164.863 |    4.221 |    0.676 |  0.25 |   1.344 |   1.344 |      0 |
 |        359 |     965169 |   -150.750 |   -167.378 |    4.406 |    0.666 |  0.23 |   1.924 |   1.924 |      0 |
 |        360 |     967865 |   -150.750 |   -164.041 |    5.060 |    0.656 |  0.23 |   1.816 |   1.816 |      0 |
 |        361 |     970561 |   -150.750 |   -164.243 |    3.970 |    0.646 |  0.24 |   2.797 |   2.797 |      0 |
 |        362 |     973257 |   -150.750 |   -162.945 |    4.589 |    0.636 |  0.23 |   2.837 |   2.837 |      0 |
 |        363 |     975953 |   -150.750 |   -162.066 |    4.267 |    0.626 |  0.23 |   1.562 |   1.562 |      0 |
 |        364 |     978649 |   -150.750 |   -160.086 |    3.973 |    0.616 |  0.22 |   3.442 |   3.442 |      0 |
 |        365 |     981345 |   -150.750 |   -161.891 |    4.275 |    0.606 |  0.21 |   1.179 |   1.179 |      0 |
 |        366 |     984041 |   -150.750 |   -166.784 |    4.291 |    0.596 |  0.23 |   3.589 |   3.589 |      0 |
 |        367 |     986737 |   -150.750 |   -162.620 |    4.609 |    0.586 |  0.21 |   2.466 |   2.466 |      0 |
 |        368 |     989433 |   -150.750 |   -166.980 |    4.129 |    0.576 |  0.21 |   2.141 |   2.141 |      0 |
 |        369 |     992129 |   -150.750 |   -162.271 |    3.293 |    0.566 |  0.22 |   1.111 |   1.111 |      0 |
 |        370 |     994825 |   -150.750 |   -160.944 |    3.432 |    0.556 |  0.21 |   3.227 |   3.227 |      0 |
 |        371 |     997521 |   -150.750 |   -160.957 |    4.638 |    0.546 |  0.20 |   2.517 |   2.517 |      0 |
 |        372 |    1000217 |   -150.750 |   -161.762 |    3.184 |    0.536 |  0.21 |   1.350 |   1.350 |      0 |
 |        373 |    1002913 |   -150.750 |   -158.957 |    3.383 |    0.526 |  0.20 |   2.917 |   2.917 |      0 |
 |        374 |    1005609 |   -150.750 |   -159.865 |    4.053 |    0.516 |  0.19 |   3.742 |   3.742 |      0 |
 |        375 |    1008305 |   -150.750 |   -158.332 |    3.171 |    0.506 |  0.21 |   2.704 |   2.704 |      0 |
 |        376 |    1011001 |   -150.750 |   -157.230 |    2.298 |    0.496 |  0.20 |   1.672 |   1.672 |      0 |
 |        377 |    1013697 |   -150.750 |   -157.467 |    3.560 |    0.486 |  0.20 |   1.824 |   1.824 |      0 |
 |        378 |    1016393 |   -150.750 |   -156.140 |    2.436 |    0.476 |  0.20 |   3.730 |   3.730 |      0 |
 |        379 |    1019089 |   -149.155 |   -154.405 |    2.412 |    0.466 |  0.18 |   0.844 |   0.844 |      0 |
 |        380 |    1021785 |   -149.155 |   -155.866 |    2.815 |    0.456 |  0.19 |   2.722 |   2.722 |      0 |
 |        381 |    1024481 |   -149.155 |   -155.019 |    3.211 |    0.446 |  0.18 |   1.297 |   1.297 |      0 |
 |        382 |    1027177 |   -149.155 |   -157.147 |    3.139 |    0.436 |  0.19 |   3.271 |   3.271 |      0 |
 |        383 |    1029873 |   -149.155 |   -154.715 |    2.713 |    0.426 |  0.20 |   1.214 |   1.214 |      0 |
 |        384 |    1032569 |   -149.155 |   -157.312 |    3.312 |    0.416 |  0.19 |   1.261 |   1.261 |      0 |
 |        385 |    1035265 |   -149.155 |   -157.515 |    2.792 |    0.406 |  0.18 |   1.182 |   1.182 |      0 |
 |        386 |    1037961 |   -149.155 |   -159.118 |    3.845 |    0.396 |  0.19 |   1.774 |   1.774 |      0 |
 |        387 |    1040657 |   -149.040 |   -153.481 |    2.239 |    0.386 |  0.18 |   1.126 |   1.126 |      0 |
 |        388 |    1043353 |   -149.040 |   -154.860 |    2.078 |    0.376 |  0.17 |   3.835 |   3.835 |      0 |
 |        389 |    1046049 |   -149.040 |   -155.156 |    2.243 |    0.366 |  0.17 |   0.832 |   0.832 |      0 |
 |        390 |    1048745 |   -149.040 |   -155.805 |    2.324 |    0.356 |  0.17 |   2.258 |   2.258 |      0 |
 |        391 |    1051441 |   -149.040 |   -154.244 |    1.845 |    0.346 |  0.17 |   1.293 |   1.293 |      0 |
 |        392 |    1054137 |   -149.040 |   -157.011 |    2.262 |    0.336 |  0.17 |   3.017 |   3.017 |      0 |
 |        393 |    1056833 |   -149.040 |   -155.248 |    3.038 |    0.326 |  0.16 |   1.552 |   1.552 |      0 |
 |        394 |    1059529 |   -149.040 |   -153.351 |    2.479 |    0.316 |  0.15 |   2.779 |   2.779 |      0 |
 |        395 |    1062225 |   -149.040 |   -153.241 |    1.865 |    0.306 |  0.16 |   1.509 |   1.509 |      0 |
 |        396 |    1064921 |   -149.040 |   -153.289 |    1.697 |    0.296 |  0.16 |   3.199 |   3.199 |      0 |
 |        397 |    1067617 |   -149.040 |   -151.569 |    1.614 |    0.286 |  0.16 |   2.863 |   2.863 |      0 |
 |        398 |    1070313 |   -149.040 |   -151.716 |    1.222 |    0.276 |  0.15 |   1.982 |   1.982 |      0 |
 |        399 |    1073009 |   -149.040 |   -152.502 |    1.395 |    0.266 |  0.16 |   2.487 |   2.487 |      0 |
 |        400 |    1075705 |   -148.670 |   -152.008 |    2.338 |    0.256 |  0.15 |   1.452 |   1.452 |      0 |
 |        401 |    1078401 |   -148.670 |   -153.721 |    2.206 |    0.246 |  0.15 |   0.848 |   0.848 |      0 |
 |        402 |    1081097 |   -148.670 |   -152.929 |    1.987 |    0.236 |  0.16 |   3.837 |   3.837 |      0 |
 |        403 |    1083793 |   -148.670 |   -153.042 |    1.781 |    0.226 |  0.15 |   1.840 |   1.840 |      0 |
 |        404 |    1086489 |   -148.670 |   -150.225 |    0.745 |    0.216 |  0.13 |   1.900 |   1.900 |      0 |
 |        405 |    1089185 |   -148.670 |   -150.717 |    1.074 |    0.206 |  0.13 |   3.160 |   3.160 |      0 |
 |        406 |    1091881 |   -148.670 |   -153.092 |    1.715 |    0.196 |  0.13 |   2.303 |   2.303 |      0 |
 |        407 |    1094577 |   -148.670 |   -152.655 |    1.135 |    0.186 |  0.14 |   1.993 |   1.993 |      0 |
 |        408 |    1097273 |   -148.670 |   -153.540 |    1.154 |    0.176 |  0.12 |   2.024 |   2.024 |      0 |
 |        409 |    1099969 |   -148.670 |   -153.017 |    1.779 |    0.166 |  0.12 |   1.262 |   1.262 |      0 |
 |        410 |    1102665 |   -148.670 |   -152.181 |    1.410 |    0.156 |  0.13 |   2.071 |   2.071 |      0 |
 |        411 |    1105361 |   -148.670 |   -152.506 |    1.043 |    0.146 |  0.12 |   1.010 |   1.010 |      0 |
 |        412 |    1108057 |   -148.670 |   -151.392 |    0.460 |    0.136 |  0.11 |   1.311 |   1.311 |      0 |
 |        413 |    1110753 |   -148.670 |   -151.367 |    0.469 |    0.126 |  0.10 |   3.820 |   3.820 |      0 |
 |        414 |    1113449 |   -148.670 |   -151.342 |    0.228 |    0.116 |  0.11 |   1.869 |   1.869 |      0 |
