Software Version            : FRANz 1.2.3
Dataset                     : cluster_1
Time of Data Analysis       : Wed Apr  5 13:51:38 2023


*** MCMC Parameters ***

Seed                         : 1680727897
Update Allele Frequencies    : No
Gibbs sample missing data    : No
Check for Pedigree cycles    : Yes


*** Simulated Annealing specific Parameters ***

Initial acceptance rate chi  : 0.950
Neighborhood Size Factor beta: 3.000
Increment delta              : 0.100000
Converge event number        : 3
Converge tolerance epsilon   : 0.001

Calculated Parameters     
  Neighboorhood Size         : 1557
  Initial temperature c0     : 70.000000


*** Metropolis Hastings specific Parameters ***

Burnin Iterations            : 500000
Iterations                   : 3000000
Sample frequency             : 10
MCMCMC Swap frequency        : 25
MCMCMC Number of swaps       : -1 (-1 == number threads)
MCMCMC Temperature           : 0.500


*** Data Parameters ***

  Nfmax                      : 269
  Nmmax                      : 269

 +------------+------------+------------+------------+----------+----------+-------+---------+---------+--------+
 |      Stage |  Iteration | Best Score |    Average |    Sigma |     Temp | Ratio |     x_f |     x_m | Thread |
 |        412 |    1919371 |   -229.222 |   -244.221 |    6.315 |    0.759 |  0.23 |   3.200 |   3.200 |      0 |
 |        413 |    1924041 |   -229.222 |   -246.824 |    5.720 |    0.749 |  0.25 |   2.050 |   2.050 |      0 |
 |        414 |    1928711 |   -229.222 |   -247.759 |    5.500 |    0.739 |  0.25 |   2.625 |   2.625 |      0 |
 |        415 |    1933381 |   -229.222 |   -247.539 |    6.667 |    0.729 |  0.24 |   1.216 |   1.216 |      0 |
 |        416 |    1938051 |   -229.222 |   -241.865 |    4.324 |    0.719 |  0.24 |   1.156 |   1.156 |      0 |
 |        417 |    1942721 |   -229.222 |   -242.561 |    5.471 |    0.709 |  0.25 |   1.467 |   1.467 |      0 |
 |        418 |    1947391 |   -229.222 |   -241.562 |    4.833 |    0.699 |  0.24 |   2.693 |   2.693 |      0 |
 |        419 |    1952061 |   -229.222 |   -245.084 |    7.196 |    0.689 |  0.24 |   3.304 |   3.304 |      0 |
 |        420 |    1956731 |   -229.222 |   -245.626 |    5.719 |    0.679 |  0.24 |   0.638 |   0.638 |      0 |
 |        421 |    1961401 |   -229.222 |   -242.590 |    5.695 |    0.669 |  0.23 |   2.877 |   2.877 |      0 |
 |        422 |    1966071 |   -228.443 |   -243.099 |    7.332 |    0.659 |  0.24 |   1.345 |   1.345 |      0 |
 |        423 |    1970741 |   -228.443 |   -245.174 |    6.321 |    0.649 |  0.26 |   3.422 |   3.422 |      0 |
 |        424 |    1975411 |   -228.443 |   -248.028 |    8.022 |    0.639 |  0.21 |   3.218 |   3.218 |      0 |
 |        425 |    1980081 |   -228.443 |   -248.113 |    4.218 |    0.629 |  0.23 |   3.309 |   3.309 |      0 |
 |        426 |    1984751 |   -228.443 |   -242.395 |    4.944 |    0.619 |  0.25 |   0.949 |   0.949 |      0 |
 |        427 |    1989421 |   -228.443 |   -244.417 |    5.059 |    0.609 |  0.23 |   1.320 |   1.320 |      0 |
 |        428 |    1994091 |   -228.322 |   -241.963 |    5.430 |    0.599 |  0.22 |   0.710 |   0.710 |      0 |
 |        429 |    1998761 |   -228.322 |   -243.709 |    6.614 |    0.589 |  0.22 |   1.661 |   1.661 |      0 |
 |        430 |    2003431 |   -228.322 |   -240.068 |    4.004 |    0.579 |  0.23 |   0.685 |   0.685 |      0 |
 |        431 |    2008101 |   -228.322 |   -239.425 |    4.877 |    0.569 |  0.23 |   0.940 |   0.940 |      0 |
 |        432 |    2012771 |   -226.692 |   -235.704 |    4.987 |    0.559 |  0.21 |   0.600 |   0.600 |      0 |
 |        433 |    2017441 |   -226.692 |   -236.932 |    3.556 |    0.549 |  0.21 |   1.322 |   1.322 |      0 |
 |        434 |    2022111 |   -226.692 |   -236.797 |    3.458 |    0.539 |  0.23 |   1.306 |   1.306 |      0 |
 |        435 |    2026781 |   -226.692 |   -238.904 |    3.918 |    0.529 |  0.22 |   2.513 |   2.513 |      0 |
 |        436 |    2031451 |   -226.692 |   -239.527 |    5.115 |    0.519 |  0.21 |   1.862 |   1.862 |      0 |
 |        437 |    2036121 |   -226.692 |   -238.794 |    3.809 |    0.509 |  0.20 |   2.248 |   2.248 |      0 |
 |        438 |    2040791 |   -226.692 |   -241.925 |    6.206 |    0.499 |  0.22 |   1.066 |   1.066 |      0 |
 |        439 |    2045461 |   -226.692 |   -241.779 |    5.992 |    0.489 |  0.21 |   2.386 |   2.386 |      0 |
 |        440 |    2050131 |   -226.692 |   -239.672 |    5.428 |    0.479 |  0.20 |   0.713 |   0.713 |      0 |
 |        441 |    2054801 |   -226.692 |   -241.284 |    3.135 |    0.469 |  0.18 |   2.029 |   2.029 |      0 |
 |        442 |    2059471 |   -226.692 |   -243.026 |    3.109 |    0.459 |  0.19 |   2.736 |   2.736 |      0 |
 |        443 |    2064141 |   -226.692 |   -241.630 |    4.022 |    0.449 |  0.20 |   0.531 |   0.531 |      0 |
 |        444 |    2068811 |   -226.692 |   -240.824 |    3.136 |    0.439 |  0.19 |   0.541 |   0.541 |      0 |
 |        445 |    2073481 |   -226.692 |   -244.839 |    3.333 |    0.429 |  0.20 |   2.906 |   2.906 |      0 |
 |        446 |    2078151 |   -226.692 |   -235.779 |    3.794 |    0.419 |  0.18 |   2.444 |   2.444 |      0 |
 |        447 |    2082821 |   -226.692 |   -238.963 |    2.864 |    0.409 |  0.20 |   3.095 |   3.095 |      0 |
 |        448 |    2087491 |   -226.692 |   -237.736 |    4.693 |    0.399 |  0.19 |   2.398 |   2.398 |      0 |
 |        449 |    2092161 |   -226.692 |   -241.063 |    3.902 |    0.389 |  0.18 |   2.063 |   2.063 |      0 |
 |        450 |    2096831 |   -226.692 |   -237.749 |    4.027 |    0.379 |  0.19 |   3.126 |   3.126 |      0 |
 |        451 |    2101501 |   -226.692 |   -233.838 |    2.887 |    0.369 |  0.17 |   3.099 |   3.099 |      0 |
 |        452 |    2106171 |   -226.692 |   -234.203 |    2.187 |    0.359 |  0.17 |   3.798 |   3.798 |      0 |
 |        453 |    2110841 |   -226.692 |   -237.215 |    3.139 |    0.349 |  0.17 |   2.193 |   2.193 |      0 |
 |        454 |    2115511 |   -226.692 |   -233.726 |    3.440 |    0.339 |  0.17 |   1.320 |   1.320 |      0 |
 |        455 |    2120181 |   -225.568 |   -229.590 |    1.838 |    0.329 |  0.18 |   2.023 |   2.023 |      0 |
 |        456 |    2124851 |   -225.568 |   -233.841 |    3.306 |    0.319 |  0.18 |   1.103 |   1.103 |      0 |
 |        457 |    2129521 |   -225.568 |   -232.897 |    3.750 |    0.309 |  0.17 |   0.855 |   0.855 |      0 |
 |        458 |    2134191 |   -225.568 |   -231.851 |    2.459 |    0.299 |  0.18 |   3.870 |   3.870 |      0 |
 |        459 |    2138861 |   -225.568 |   -232.363 |    3.832 |    0.289 |  0.17 |   1.441 |   1.441 |      0 |
 |        460 |    2143531 |   -225.568 |   -231.380 |    2.688 |    0.279 |  0.16 |   2.017 |   2.017 |      0 |
 |        461 |    2148201 |   -225.568 |   -232.047 |    2.639 |    0.269 |  0.18 |   2.619 |   2.619 |      0 |
 |        462 |    2152871 |   -225.381 |   -229.112 |    2.280 |    0.259 |  0.15 |   0.884 |   0.884 |      0 |
 |        463 |    2157541 |   -225.381 |   -228.802 |    1.174 |    0.249 |  0.15 |   1.278 |   1.278 |      0 |
 |        464 |    2162211 |   -225.381 |   -228.195 |    1.512 |    0.239 |  0.15 |   2.391 |   2.391 |      0 |
 |        465 |    2166881 |   -225.145 |   -227.081 |    1.613 |    0.229 |  0.14 |   2.161 |   2.161 |      0 |
 |        466 |    2171551 |   -225.145 |   -228.230 |    2.213 |    0.219 |  0.15 |   2.709 |   2.709 |      0 |
 |        467 |    2176221 |   -225.145 |   -228.129 |    1.938 |    0.209 |  0.16 |   1.549 |   1.549 |      0 |
 |        468 |    2180891 |   -225.145 |   -227.734 |    1.261 |    0.199 |  0.15 |   1.939 |   1.939 |      0 |
 |        469 |    2185561 |   -225.145 |   -227.968 |    0.672 |    0.189 |  0.14 |   1.251 |   1.251 |      0 |
 |        470 |    2190231 |   -225.003 |   -228.099 |    2.109 |    0.179 |  0.14 |   0.901 |   0.901 |      0 |
 |        471 |    2194901 |   -224.784 |   -227.902 |    1.759 |    0.169 |  0.14 |   1.137 |   1.137 |      0 |
 |        472 |    2199571 |   -224.784 |   -226.424 |    0.768 |    0.159 |  0.13 |   2.136 |   2.136 |      0 |
 |        473 |    2204241 |   -224.759 |   -227.331 |    1.390 |    0.149 |  0.13 |   1.766 |   1.766 |      0 |
 |        474 |    2208911 |   -224.759 |   -227.034 |    0.691 |    0.139 |  0.12 |   0.670 |   0.670 |      0 |
 |        475 |    2213581 |   -224.759 |   -226.731 |    0.496 |    0.129 |  0.12 |   0.948 |   0.948 |      0 |
 |        476 |    2218251 |   -224.759 |   -226.990 |    0.597 |    0.119 |  0.12 |   2.561 |   2.561 |      0 |
 |        477 |    2222921 |   -224.759 |   -226.947 |    1.188 |    0.109 |  0.12 |   2.322 |   2.322 |      0 |
 |        478 |    2227591 |   -224.759 |   -226.711 |    0.613 |    0.099 |  0.11 |   0.721 |   0.721 |      0 |
 |        479 |    2232261 |   -224.759 |   -226.121 |    0.460 |    0.089 |  0.11 |   3.665 |   3.665 |      0 |
 |        480 |    2236931 |   -224.759 |   -227.506 |    1.531 |    0.079 |  0.11 |   2.140 |   2.140 |      0 |
 |        481 |    2241601 |   -224.759 |   -225.852 |    0.388 |    0.069 |  0.11 |   0.882 |   0.882 |      0 |
 |        482 |    2246271 |   -224.759 |   -226.167 |    0.749 |    0.059 |  0.10 |   2.303 |   2.303 |      0 |
 |        483 |    2250941 |   -224.759 |   -225.752 |    0.216 |    0.049 |  0.10 |   2.605 |   2.605 |      0 |
 |        484 |    2255611 |   -224.759 |   -226.213 |    0.217 |    0.039 |  0.10 |   0.676 |   0.676 |      0 |
 |        485 |    2260281 |   -224.759 |   -226.006 |    0.192 |    0.029 |  0.09 |   0.744 |   0.744 |      0 |
 |        486 |    2264951 |   -224.759 |   -225.685 |    0.248 |    0.019 |  0.08 |   2.782 |   2.782 |      0 |
 |        487 |    2269621 |   -224.759 |   -225.443 |    0.010 |    0.009 |  0.07 |   1.495 |   1.495 |      0 |
 |        488 |    2274291 |   -224.759 |   -225.410 |    0.013 |    0.000 |  0.00 |   1.495 |   1.495 |      0 |
 |          1 |          0 |   -224.759 |   -460.060 |   37.799 |   70.000 |  0.72 |   2.647 |   2.647 |      0 |
 |          2 |       4671 |   -224.759 |   -484.987 |   25.930 |   66.110 |  0.67 |   0.237 |   0.237 |      0 |
 |          3 |       9341 |   -224.759 |   -483.303 |   28.388 |   61.157 |  0.69 |   0.358 |   0.358 |      0 |
 |          4 |      14011 |   -224.759 |   -481.663 |   23.372 |   57.239 |  0.69 |   2.399 |   2.399 |      0 |
 |          5 |      18681 |   -224.759 |   -494.544 |   28.676 |   53.107 |  0.67 |   3.207 |   3.207 |      0 |
 |          6 |      23351 |   -224.759 |   -491.430 |   22.779 |   50.156 |  0.68 |   1.704 |   1.704 |      0 |
 |          7 |      28021 |   -224.759 |   -482.624 |   26.334 |   46.877 |  0.68 |   2.019 |   2.019 |      0 |
 |          8 |      32691 |   -224.759 |   -466.526 |   17.919 |   44.368 |  0.68 |   3.308 |   3.308 |      0 |
 |          9 |      37361 |   -224.759 |   -473.995 |   29.067 |   41.132 |  0.68 |   0.457 |   0.457 |      0 |
 |         10 |      42031 |   -224.759 |   -481.907 |   23.287 |   39.363 |  0.67 |   2.118 |   2.118 |      0 |
 |         11 |      46701 |   -224.759 |   -476.827 |   24.165 |   37.356 |  0.67 |   1.338 |   1.338 |      0 |
 |         12 |      51371 |   -224.759 |   -466.807 |   26.976 |   35.608 |  0.68 |   3.323 |   3.323 |      0 |
 |         13 |      56041 |   -224.759 |   -473.354 |   21.297 |   34.175 |  0.68 |   1.925 |   1.925 |      0 |
 |         14 |      60711 |   -224.759 |   -486.922 |   27.026 |   32.517 |  0.68 |   0.697 |   0.697 |      0 |
 |         15 |      65381 |   -224.759 |   -473.483 |   28.878 |   31.320 |  0.66 |   2.526 |   2.526 |      0 |
 |         16 |      70051 |   -224.759 |   -474.032 |   28.669 |   30.276 |  0.67 |   2.961 |   2.961 |      0 |
 |         17 |      74721 |   -224.759 |   -478.079 |   25.442 |   29.294 |  0.69 |   3.815 |   3.815 |      0 |
 |         18 |      79391 |   -224.759 |   -472.952 |   20.606 |   28.260 |  0.69 |   2.483 |   2.483 |      0 |
 |         19 |      84061 |   -224.759 |   -452.728 |   21.502 |   27.080 |  0.67 |   1.511 |   1.511 |      0 |
 |         20 |      88731 |   -224.759 |   -463.361 |   22.610 |   26.038 |  0.67 |   1.658 |   1.658 |      0 |
 |         21 |      93401 |   -224.759 |   -471.998 |   23.436 |   25.119 |  0.68 |   1.286 |   1.286 |      0 |
 |         22 |      98071 |   -224.759 |   -479.329 |   19.617 |   24.292 |  0.67 |   3.551 |   3.551 |      0 |
 |         23 |     102741 |   -224.759 |   -459.190 |   25.917 |   23.372 |  0.68 |   2.164 |   2.164 |      0 |
 |         24 |     107411 |   -224.759 |   -460.536 |   22.146 |   22.721 |  0.67 |   2.345 |   2.345 |      0 |
 |         25 |     112081 |   -224.759 |   -454.475 |   24.742 |   22.004 |  0.66 |   3.541 |   3.541 |      0 |
 |         26 |     116751 |   -224.759 |   -460.651 |   22.477 |   21.400 |  0.66 |   2.609 |   2.609 |      0 |
 |         27 |     121421 |   -224.759 |   -480.239 |   21.739 |   20.771 |  0.67 |   2.990 |   2.990 |      0 |
 |         28 |     126091 |   -224.759 |   -459.483 |   26.899 |   20.159 |  0.65 |   1.445 |   1.445 |      0 |
 |         29 |     130761 |   -224.759 |   -450.309 |   25.955 |   19.690 |  0.68 |   1.417 |   1.417 |      0 |
 |         30 |     135431 |   -224.759 |   -466.419 |   26.655 |   19.227 |  0.66 |   3.255 |   3.255 |      0 |
 |         31 |     140101 |   -224.759 |   -460.357 |   25.055 |   18.796 |  0.65 |   3.962 |   3.962 |      0 |
 |         32 |     144771 |   -224.759 |   -455.222 |   22.011 |   18.359 |  0.67 |   0.500 |   0.500 |      0 |
 |         33 |     149441 |   -224.759 |   -458.962 |   28.747 |   17.885 |  0.65 |   3.119 |   3.119 |      0 |
 |         34 |     154111 |   -224.759 |   -465.897 |   24.278 |   17.538 |  0.66 |   2.121 |   2.121 |      0 |
 |         35 |     158781 |   -224.759 |   -456.650 |   21.429 |   17.145 |  0.68 |   3.208 |   3.208 |      0 |
 |         36 |     163451 |   -224.759 |   -456.608 |   27.132 |   16.720 |  0.66 |   3.963 |   3.963 |      0 |
 |         37 |     168121 |   -224.759 |   -469.504 |   24.658 |   16.399 |  0.66 |   3.963 |   3.963 |      0 |
 |         38 |     172791 |   -224.759 |   -456.244 |   29.798 |   16.059 |  0.64 |   3.586 |   3.586 |      0 |
 |         39 |     177461 |   -224.759 |   -463.078 |   23.263 |   15.789 |  0.65 |   1.668 |   1.668 |      0 |
 |         40 |     182131 |   -224.759 |   -456.635 |   21.504 |   15.456 |  0.66 |   2.012 |   2.012 |      0 |
 |         41 |     186801 |   -224.759 |   -463.399 |   22.486 |   15.111 |  0.64 |   3.432 |   3.432 |      0 |
 |         42 |     191471 |   -224.759 |   -461.662 |   26.640 |   14.795 |  0.66 |   1.020 |   1.020 |      0 |
 |         43 |     196141 |   -224.759 |   -454.359 |   26.259 |   14.538 |  0.66 |   1.598 |   1.598 |      0 |
 |         44 |     200811 |   -224.759 |   -459.733 |   26.183 |   14.287 |  0.65 |   3.126 |   3.126 |      0 |
 |         45 |     205481 |   -224.759 |   -446.442 |   22.915 |   14.044 |  0.65 |   2.274 |   2.274 |      0 |
 |         46 |     210151 |   -224.759 |   -444.287 |   20.662 |   13.775 |  0.65 |   3.506 |   3.506 |      0 |
 |         47 |     214821 |   -224.759 |   -449.408 |   26.337 |   13.490 |  0.65 |   0.808 |   0.808 |      0 |
 |         48 |     219491 |   -224.759 |   -444.535 |   24.803 |   13.274 |  0.65 |   1.388 |   1.388 |      0 |
 |         49 |     224161 |   -224.759 |   -451.361 |   17.736 |   13.052 |  0.66 |   3.069 |   3.069 |      0 |
 |         50 |     228831 |   -224.759 |   -453.370 |   21.784 |   12.754 |  0.66 |   0.602 |   0.602 |      0 |
 |         51 |     233501 |   -224.759 |   -444.755 |   23.639 |   12.521 |  0.64 |   0.951 |   0.951 |      0 |
 |         52 |     238171 |   -224.759 |   -453.089 |   20.195 |   12.313 |  0.62 |   0.354 |   0.354 |      0 |
 |         53 |     242841 |   -224.759 |   -445.379 |   21.173 |   12.079 |  0.64 |   3.334 |   3.334 |      0 |
 |         54 |     247511 |   -224.759 |   -442.994 |   27.221 |   11.864 |  0.65 |   2.827 |   2.827 |      0 |
 |         55 |     252181 |   -224.759 |   -439.012 |   21.892 |   11.702 |  0.63 |   1.493 |   1.493 |      0 |
 |         56 |     256851 |   -224.759 |   -450.521 |   26.806 |   11.507 |  0.65 |   2.704 |   2.704 |      0 |
 |         57 |     261521 |   -224.759 |   -443.930 |   23.381 |   11.352 |  0.65 |   3.370 |   3.370 |      0 |
 |         58 |     266191 |   -224.759 |   -443.429 |   22.433 |   11.180 |  0.64 |   3.530 |   3.530 |      0 |
 |         59 |     270861 |   -224.759 |   -446.041 |   22.810 |   11.005 |  0.63 |   1.114 |   1.114 |      0 |
 |         60 |     275531 |   -224.759 |   -439.752 |   25.686 |   10.839 |  0.65 |   1.071 |   1.071 |      0 |
 |         61 |     280201 |   -224.759 |   -433.019 |   27.065 |   10.696 |  0.64 |   3.444 |   3.444 |      0 |
 |         62 |     284871 |   -224.759 |   -453.388 |   27.483 |   10.563 |  0.63 |   3.024 |   3.024 |      0 |
 |         63 |     289541 |   -224.759 |   -439.518 |   23.582 |   10.436 |  0.62 |   2.406 |   2.406 |      0 |
 |         64 |     294211 |   -224.759 |   -434.095 |   27.122 |   10.291 |  0.62 |   0.945 |   0.945 |      0 |
 |         65 |     298881 |   -224.759 |   -435.825 |   23.317 |   10.169 |  0.64 |   3.400 |   3.400 |      0 |
 |         66 |     303551 |   -224.759 |   -443.895 |   31.104 |   10.030 |  0.64 |   3.051 |   3.051 |      0 |
 |         67 |     308221 |   -224.759 |   -437.583 |   23.931 |    9.928 |  0.63 |   3.150 |   3.150 |      0 |
 |         68 |     312891 |   -224.759 |   -435.544 |   27.165 |    9.799 |  0.63 |   2.221 |   2.221 |      0 |
 |         69 |     317561 |   -224.759 |   -441.789 |   23.936 |    9.688 |  0.63 |   0.991 |   0.991 |      0 |
 |         70 |     322231 |   -224.759 |   -438.679 |   25.513 |    9.565 |  0.63 |   3.735 |   3.735 |      0 |
 |         71 |     326901 |   -224.759 |   -435.022 |   22.630 |    9.452 |  0.64 |   0.492 |   0.492 |      0 |
 |         72 |     331571 |   -224.759 |   -432.869 |   32.707 |    9.328 |  0.63 |   1.244 |   1.244 |      0 |
 |         73 |     336241 |   -224.759 |   -426.926 |   21.258 |    9.245 |  0.64 |   2.073 |   2.073 |      0 |
 |         74 |     340911 |   -224.759 |   -420.898 |   17.850 |    9.119 |  0.62 |   0.449 |   0.449 |      0 |
 |         75 |     345581 |   -224.759 |   -425.478 |   23.723 |    8.973 |  0.63 |   1.550 |   1.550 |      0 |
 |         76 |     350251 |   -224.759 |   -433.736 |   25.717 |    8.866 |  0.60 |   0.443 |   0.443 |      0 |
 |         77 |     354921 |   -224.759 |   -430.713 |   23.291 |    8.770 |  0.63 |   2.441 |   2.441 |      0 |
 |         78 |     359591 |   -224.759 |   -426.025 |   20.312 |    8.667 |  0.61 |   1.489 |   1.489 |      0 |
 |         79 |     364261 |   -224.759 |   -416.605 |   20.184 |    8.551 |  0.63 |   0.554 |   0.554 |      0 |
 |         80 |     368931 |   -224.759 |   -429.544 |   22.919 |    8.437 |  0.63 |   1.794 |   1.794 |      0 |
 |         81 |     373601 |   -224.759 |   -423.897 |   19.684 |    8.340 |  0.61 |   2.817 |   2.817 |      0 |
 |         82 |     378271 |   -224.759 |   -438.817 |   26.853 |    8.229 |  0.61 |   0.682 |   0.682 |      0 |
 |         83 |     382941 |   -224.759 |   -433.092 |   22.073 |    8.150 |  0.61 |   1.708 |   1.708 |      0 |
 |         84 |     387611 |   -224.759 |   -426.470 |   26.879 |    8.055 |  0.61 |   2.054 |   2.054 |      0 |
 |         85 |     392281 |   -224.759 |   -424.823 |   24.559 |    7.979 |  0.62 |   2.201 |   2.201 |      0 |
 |         86 |     396951 |   -224.759 |   -424.851 |   22.391 |    7.898 |  0.62 |   0.976 |   0.976 |      0 |
 |         87 |     401621 |   -224.759 |   -432.317 |   30.227 |    7.810 |  0.61 |   0.501 |   0.501 |      0 |
 |         88 |     406291 |   -224.759 |   -424.250 |   26.834 |    7.747 |  0.61 |   3.524 |   3.524 |      0 |
 |         89 |     410961 |   -224.759 |   -438.090 |   19.985 |    7.676 |  0.62 |   2.306 |   2.306 |      0 |
 |         90 |     415631 |   -224.759 |   -413.437 |   22.460 |    7.584 |  0.61 |   1.223 |   1.223 |      0 |
 |         91 |     420301 |   -224.759 |   -425.619 |   28.766 |    7.503 |  0.61 |   2.314 |   2.314 |      0 |
 |         92 |     424971 |   -224.759 |   -419.865 |   24.470 |    7.441 |  0.60 |   2.524 |   2.524 |      0 |
 |         93 |     429641 |   -224.759 |   -417.638 |   18.677 |    7.370 |  0.60 |   3.104 |   3.104 |      0 |
 |         94 |     434311 |   -224.759 |   -424.154 |   22.623 |    7.279 |  0.62 |   3.716 |   3.716 |      0 |
 |         95 |     438981 |   -224.759 |   -417.868 |   20.694 |    7.205 |  0.61 |   3.552 |   3.552 |      0 |
 |         96 |     443651 |   -224.759 |   -411.127 |   19.200 |    7.126 |  0.61 |   0.674 |   0.674 |      0 |
 |         97 |     448321 |   -224.759 |   -418.664 |   19.539 |    7.043 |  0.60 |   3.338 |   3.338 |      0 |
 |         98 |     452991 |   -224.759 |   -408.099 |   23.032 |    6.964 |  0.58 |   2.571 |   2.571 |      0 |
 |         99 |     457661 |   -224.759 |   -414.577 |   26.491 |    6.897 |  0.61 |   3.334 |   3.334 |      0 |
 |        100 |     462331 |   -224.759 |   -408.700 |   20.903 |    6.841 |  0.58 |   3.036 |   3.036 |      0 |
 |        101 |     467001 |   -224.759 |   -409.196 |   22.287 |    6.770 |  0.60 |   1.890 |   1.890 |      0 |
 |        102 |     471671 |   -224.759 |   -415.048 |   25.012 |    6.706 |  0.61 |   2.871 |   2.871 |      0 |
 |        103 |     476341 |   -224.759 |   -410.237 |   25.077 |    6.649 |  0.61 |   1.833 |   1.833 |      0 |
 |        104 |     481011 |   -224.759 |   -406.443 |   26.942 |    6.594 |  0.59 |   3.228 |   3.228 |      0 |
 |        105 |     485681 |   -224.759 |   -392.776 |   26.072 |    6.543 |  0.59 |   2.972 |   2.972 |      0 |
 |        106 |     490351 |   -224.759 |   -402.337 |   19.656 |    6.491 |  0.60 |   3.834 |   3.834 |      0 |
 |        107 |     495021 |   -224.759 |   -407.131 |   13.219 |    6.424 |  0.58 |   2.221 |   2.221 |      0 |
 |        108 |     499691 |   -224.759 |   -422.946 |   20.359 |    6.326 |  0.60 |   0.976 |   0.976 |      0 |
 |        109 |     504361 |   -224.759 |   -406.256 |   18.860 |    6.264 |  0.60 |   2.102 |   2.102 |      0 |
 |        110 |     509031 |   -224.759 |   -404.428 |   19.563 |    6.199 |  0.58 |   2.791 |   2.791 |      0 |
 |        111 |     513701 |   -224.759 |   -405.371 |   22.323 |    6.137 |  0.58 |   3.003 |   3.003 |      0 |
 |        112 |     518371 |   -224.759 |   -402.866 |   21.569 |    6.084 |  0.59 |   3.411 |   3.411 |      0 |
 |        113 |     523041 |   -224.759 |   -401.001 |   20.446 |    6.030 |  0.58 |   3.963 |   3.963 |      0 |
 |        114 |     527711 |   -224.759 |   -407.217 |   19.333 |    5.974 |  0.60 |   3.475 |   3.475 |      0 |
 |        115 |     532381 |   -224.759 |   -408.838 |   18.731 |    5.916 |  0.59 |   3.252 |   3.252 |      0 |
 |        116 |     537051 |   -224.759 |   -411.939 |   19.577 |    5.857 |  0.57 |   2.129 |   2.129 |      0 |
 |        117 |     541721 |   -224.759 |   -406.593 |   16.817 |    5.802 |  0.59 |   3.159 |   3.159 |      0 |
 |        118 |     546391 |   -224.759 |   -397.239 |   20.415 |    5.739 |  0.57 |   0.871 |   0.871 |      0 |
 |        119 |     551061 |   -224.759 |   -398.788 |   24.140 |    5.688 |  0.57 |   1.879 |   1.879 |      0 |
 |        120 |     555731 |   -224.759 |   -405.760 |   25.118 |    5.646 |  0.57 |   3.924 |   3.924 |      0 |
 |        121 |     560401 |   -224.759 |   -402.595 |   23.220 |    5.606 |  0.59 |   3.775 |   3.775 |      0 |
 |        122 |     565071 |   -224.759 |   -391.447 |   23.782 |    5.563 |  0.57 |   1.321 |   1.321 |      0 |
 |        123 |     569741 |   -224.759 |   -398.234 |   17.907 |    5.522 |  0.57 |   0.709 |   0.709 |      0 |
 |        124 |     574411 |   -224.759 |   -397.832 |   19.452 |    5.468 |  0.57 |   2.628 |   2.628 |      0 |
 |        125 |     579081 |   -224.759 |   -389.553 |   19.854 |    5.420 |  0.59 |   3.443 |   3.443 |      0 |
 |        126 |     583751 |   -224.759 |   -401.271 |   18.070 |    5.373 |  0.58 |   0.444 |   0.444 |      0 |
 |        127 |     588421 |   -224.759 |   -382.628 |   19.350 |    5.323 |  0.57 |   3.849 |   3.849 |      0 |
 |        128 |     593091 |   -224.759 |   -390.763 |   19.826 |    5.277 |  0.58 |   3.551 |   3.551 |      0 |
 |        129 |     597761 |   -224.759 |   -392.225 |   18.877 |    5.233 |  0.57 |   3.775 |   3.775 |      0 |
 |        130 |     602431 |   -224.759 |   -396.016 |   17.564 |    5.187 |  0.55 |   1.122 |   1.122 |      0 |
 |        131 |     607101 |   -224.759 |   -394.926 |   14.884 |    5.139 |  0.57 |   1.308 |   1.308 |      0 |
 |        132 |     611771 |   -224.759 |   -386.066 |   14.567 |    5.083 |  0.58 |   2.598 |   2.598 |      0 |
 |        133 |     616441 |   -224.759 |   -403.016 |   23.604 |    5.027 |  0.57 |   0.810 |   0.810 |      0 |
 |        134 |     621111 |   -224.759 |   -382.881 |   21.528 |    4.994 |  0.55 |   2.434 |   2.434 |      0 |
 |        135 |     625781 |   -224.759 |   -367.758 |   18.498 |    4.957 |  0.54 |   2.211 |   2.211 |      0 |
 |        136 |     630451 |   -224.759 |   -387.093 |   20.827 |    4.915 |  0.56 |   1.344 |   1.344 |      0 |
 |        137 |     635121 |   -224.759 |   -392.508 |   18.169 |    4.879 |  0.57 |   1.607 |   1.607 |      0 |
 |        138 |     639791 |   -224.759 |   -387.524 |   16.336 |    4.837 |  0.56 |   2.672 |   2.672 |      0 |
 |        139 |     644461 |   -224.759 |   -393.759 |   17.012 |    4.792 |  0.56 |   1.854 |   1.854 |      0 |
 |        140 |     649131 |   -224.759 |   -389.113 |   19.436 |    4.750 |  0.55 |   2.021 |   2.021 |      0 |
 |        141 |     653801 |   -224.759 |   -389.099 |   20.870 |    4.713 |  0.54 |   1.354 |   1.354 |      0 |
 |        142 |     658471 |   -224.759 |   -392.111 |   18.751 |    4.680 |  0.56 |   2.950 |   2.950 |      0 |
 |        143 |     663141 |   -224.759 |   -380.562 |   22.082 |    4.643 |  0.56 |   3.476 |   3.476 |      0 |
 |        144 |     667811 |   -224.759 |   -376.386 |   18.488 |    4.612 |  0.54 |   2.254 |   2.254 |      0 |
 |        145 |     672481 |   -224.759 |   -378.919 |   16.577 |    4.576 |  0.53 |   1.015 |   1.015 |      0 |
 |        146 |     677151 |   -224.759 |   -381.045 |   15.949 |    4.536 |  0.55 |   0.584 |   0.584 |      0 |
