Software Version            : FRANz 1.2.3
Dataset                     : cluster_1
Time of Data Analysis       : Wed Apr  5 13:51:38 2023


*** MCMC Parameters ***

Seed                         : 1680727897
Update Allele Frequencies    : No
Gibbs sample missing data    : No
Check for Pedigree cycles    : Yes


*** Simulated Annealing specific Parameters ***

Initial acceptance rate chi  : 0.950
Neighborhood Size Factor beta: 3.000
Increment delta              : 0.100000
Converge event number        : 3
Converge tolerance epsilon   : 0.001

Calculated Parameters     
  Neighboorhood Size         : 1557
  Initial temperature c0     : 70.000000


*** Metropolis Hastings specific Parameters ***

Burnin Iterations            : 500000
Iterations                   : 3000000
Sample frequency             : 10
MCMCMC Swap frequency        : 25
MCMCMC Number of swaps       : -1 (-1 == number threads)
MCMCMC Temperature           : 0.500


*** Data Parameters ***

  Nfmax                      : 269
  Nmmax                      : 269

 +------------+------------+------------+------------+----------+----------+-------+---------+---------+--------+
 |      Stage |  Iteration | Best Score |    Average |    Sigma |     Temp | Ratio |     x_f |     x_m | Thread |
 |        191 |     887301 |   -293.107 |   -355.008 |   19.274 |    3.328 |  0.50 |   2.060 |   2.060 |      0 |
 |        192 |     891971 |   -292.915 |   -349.106 |   19.105 |    3.309 |  0.52 |   2.411 |   2.411 |      0 |
 |        193 |     896641 |   -292.487 |   -352.463 |   17.181 |    3.291 |  0.52 |   0.915 |   0.915 |      0 |
 |        194 |     901311 |   -292.487 |   -346.187 |   13.423 |    3.271 |  0.49 |   2.329 |   2.329 |      0 |
 |        195 |     905981 |   -292.487 |   -347.497 |   15.280 |    3.246 |  0.50 |   2.711 |   2.711 |      0 |
 |        196 |     910651 |   -292.487 |   -355.830 |   17.459 |    3.224 |  0.50 |   3.194 |   3.194 |      0 |
 |        197 |     915321 |   -292.487 |   -345.267 |   21.121 |    3.206 |  0.49 |   3.134 |   3.134 |      0 |
 |        198 |     919991 |   -292.487 |   -349.881 |   18.874 |    3.190 |  0.50 |   0.989 |   0.989 |      0 |
 |        199 |     924661 |   -292.487 |   -352.383 |   18.726 |    3.173 |  0.48 |   0.876 |   0.876 |      0 |
 |        200 |     929331 |   -292.487 |   -359.024 |   21.632 |    3.156 |  0.51 |   3.002 |   3.002 |      0 |
 |        201 |     934001 |   -292.487 |   -361.553 |   19.215 |    3.142 |  0.51 |   1.980 |   1.980 |      0 |
 |        202 |     938671 |   -286.973 |   -350.079 |   22.283 |    3.125 |  0.49 |   1.887 |   1.887 |      0 |
 |        203 |     943341 |   -286.973 |   -355.175 |   18.088 |    3.112 |  0.50 |   1.133 |   1.133 |      0 |
 |        204 |     948011 |   -286.973 |   -351.038 |   16.195 |    3.095 |  0.47 |   3.090 |   3.090 |      0 |
 |        205 |     952681 |   -286.973 |   -355.404 |   18.420 |    3.076 |  0.49 |   1.500 |   1.500 |      0 |
 |        206 |     957351 |   -286.973 |   -351.030 |   21.242 |    3.060 |  0.48 |   2.900 |   2.900 |      0 |
 |        207 |     962021 |   -286.973 |   -344.987 |   17.867 |    3.046 |  0.48 |   2.403 |   2.403 |      0 |
 |        208 |     966691 |   -286.973 |   -339.185 |   17.119 |    3.029 |  0.48 |   1.829 |   1.829 |      0 |
 |        209 |     971361 |   -286.973 |   -347.231 |   15.534 |    3.012 |  0.50 |   2.866 |   2.866 |      0 |
 |        210 |     976031 |   -286.973 |   -350.696 |   18.732 |    2.994 |  0.48 |   0.906 |   0.906 |      0 |
 |        211 |     980701 |   -286.973 |   -347.215 |   19.274 |    2.979 |  0.48 |   1.174 |   1.174 |      0 |
 |        212 |     985371 |   -286.973 |   -337.983 |   18.455 |    2.964 |  0.48 |   1.202 |   1.202 |      0 |
 |        213 |     990041 |   -286.973 |   -339.304 |   15.414 |    2.949 |  0.47 |   2.876 |   2.876 |      0 |
 |        214 |     994711 |   -286.973 |   -347.618 |   25.422 |    2.931 |  0.48 |   3.718 |   3.718 |      0 |
 |        215 |     999381 |   -286.973 |   -341.146 |   17.520 |    2.921 |  0.49 |   1.599 |   1.599 |      0 |
 |        216 |    1004051 |   -286.973 |   -355.158 |   14.775 |    2.905 |  0.49 |   3.809 |   3.809 |      0 |
 |        217 |    1008721 |   -286.973 |   -348.967 |   16.936 |    2.887 |  0.46 |   1.888 |   1.888 |      0 |
 |        218 |    1013391 |   -286.973 |   -334.448 |   17.430 |    2.872 |  0.48 |   3.750 |   3.750 |      0 |
 |        219 |    1018061 |   -286.973 |   -358.419 |   14.275 |    2.857 |  0.48 |   1.572 |   1.572 |      0 |
 |        220 |    1022731 |   -286.973 |   -347.269 |   15.600 |    2.839 |  0.47 |   3.249 |   3.249 |      0 |
 |        221 |    1027401 |   -286.973 |   -339.094 |   15.550 |    2.822 |  0.47 |   3.604 |   3.604 |      0 |
 |        222 |    1032071 |   -286.973 |   -337.088 |   16.666 |    2.806 |  0.47 |   2.338 |   2.338 |      0 |
 |        223 |    1036741 |   -286.973 |   -341.646 |   14.508 |    2.791 |  0.49 |   1.481 |   1.481 |      0 |
 |        224 |    1041411 |   -281.008 |   -337.034 |   20.296 |    2.774 |  0.48 |   1.002 |   1.002 |      0 |
 |        225 |    1046081 |   -281.008 |   -336.724 |   13.904 |    2.762 |  0.47 |   2.687 |   2.687 |      0 |
 |        226 |    1050751 |   -281.008 |   -329.987 |   15.010 |    2.745 |  0.47 |   2.285 |   2.285 |      0 |
 |        227 |    1055421 |   -281.008 |   -338.422 |   17.848 |    2.729 |  0.48 |   1.720 |   1.720 |      0 |
 |        228 |    1060091 |   -281.008 |   -343.643 |   17.684 |    2.716 |  0.48 |   3.414 |   3.414 |      0 |
 |        229 |    1064761 |   -281.008 |   -331.434 |   12.639 |    2.703 |  0.45 |   2.865 |   2.865 |      0 |
 |        230 |    1069431 |   -281.008 |   -335.781 |   12.805 |    2.685 |  0.46 |   3.302 |   3.302 |      0 |
 |        231 |    1074101 |   -281.008 |   -328.532 |   14.463 |    2.667 |  0.45 |   2.065 |   2.065 |      0 |
 |        232 |    1078771 |   -281.008 |   -333.131 |   18.405 |    2.651 |  0.46 |   3.753 |   3.753 |      0 |
 |        233 |    1083441 |   -274.554 |   -334.698 |   22.107 |    2.639 |  0.47 |   0.688 |   0.688 |      0 |
 |        234 |    1088111 |   -274.554 |   -330.602 |   18.745 |    2.629 |  0.47 |   0.525 |   0.525 |      0 |
 |        235 |    1092781 |   -274.554 |   -327.177 |   14.720 |    2.618 |  0.46 |   1.310 |   1.310 |      0 |
 |        236 |    1097451 |   -274.554 |   -329.139 |   13.399 |    2.603 |  0.44 |   3.320 |   3.320 |      0 |
 |        237 |    1102121 |   -274.554 |   -326.449 |   16.266 |    2.587 |  0.46 |   3.338 |   3.338 |      0 |
 |        238 |    1106791 |   -274.554 |   -330.987 |   14.658 |    2.574 |  0.49 |   2.136 |   2.136 |      0 |
 |        239 |    1111461 |   -274.554 |   -325.671 |   20.374 |    2.560 |  0.45 |   0.901 |   0.901 |      0 |
 |        240 |    1116131 |   -274.554 |   -329.564 |   16.643 |    2.549 |  0.46 |   1.442 |   1.442 |      0 |
 |        241 |    1120801 |   -274.554 |   -332.012 |   15.961 |    2.537 |  0.47 |   1.434 |   1.434 |      0 |
 |        242 |    1125471 |   -274.554 |   -328.536 |   15.295 |    2.524 |  0.45 |   1.045 |   1.045 |      0 |
 |        243 |    1130141 |   -274.554 |   -332.415 |   14.700 |    2.511 |  0.45 |   1.882 |   1.882 |      0 |
 |        244 |    1134811 |   -274.554 |   -325.889 |   14.863 |    2.498 |  0.44 |   3.344 |   3.344 |      0 |
 |        245 |    1139481 |   -274.554 |   -334.413 |   16.715 |    2.484 |  0.46 |   1.535 |   1.535 |      0 |
 |        246 |    1144151 |   -271.353 |   -320.698 |   15.980 |    2.473 |  0.45 |   1.471 |   1.471 |      0 |
 |        247 |    1148821 |   -271.353 |   -319.450 |   13.309 |    2.461 |  0.44 |   1.985 |   1.985 |      0 |
 |        248 |    1153491 |   -271.353 |   -327.402 |   13.572 |    2.446 |  0.46 |   3.495 |   3.495 |      0 |
 |        249 |    1158161 |   -271.353 |   -326.265 |   17.345 |    2.432 |  0.44 |   1.890 |   1.890 |      0 |
 |        250 |    1162831 |   -271.353 |   -318.116 |   15.404 |    2.421 |  0.45 |   3.060 |   3.060 |      0 |
 |        251 |    1167501 |   -271.353 |   -322.543 |   18.049 |    2.409 |  0.46 |   1.784 |   1.784 |      0 |
 |        252 |    1172171 |   -271.353 |   -328.216 |   17.417 |    2.399 |  0.45 |   3.041 |   3.041 |      0 |
 |        253 |    1176841 |   -271.353 |   -316.867 |   16.178 |    2.389 |  0.45 |   2.648 |   2.648 |      0 |
 |        254 |    1181511 |   -271.353 |   -319.541 |   13.345 |    2.378 |  0.44 |   1.295 |   1.295 |      0 |
 |        255 |    1186181 |   -271.353 |   -328.799 |   22.646 |    2.364 |  0.44 |   3.403 |   3.403 |      0 |
 |        256 |    1190851 |   -271.353 |   -328.802 |   18.085 |    2.354 |  0.45 |   0.820 |   0.820 |      0 |
 |        257 |    1195521 |   -266.421 |   -315.539 |   16.665 |    2.344 |  0.44 |   0.896 |   0.896 |      0 |
 |        258 |    1200191 |   -266.421 |   -330.342 |   18.174 |    2.334 |  0.45 |   3.304 |   3.304 |      0 |
 |        259 |    1204861 |   -266.421 |   -318.583 |   13.734 |    2.324 |  0.44 |   1.324 |   1.324 |      0 |
 |        260 |    1209531 |   -266.421 |   -322.189 |   12.673 |    2.311 |  0.43 |   3.547 |   3.547 |      0 |
 |        261 |    1214201 |   -266.421 |   -323.145 |   12.771 |    2.298 |  0.44 |   1.596 |   1.596 |      0 |
 |        262 |    1218871 |   -266.421 |   -324.885 |   14.130 |    2.285 |  0.43 |   2.851 |   2.851 |      0 |
 |        263 |    1223541 |   -266.421 |   -309.992 |   16.258 |    2.273 |  0.43 |   3.737 |   3.737 |      0 |
 |        264 |    1228211 |   -266.421 |   -318.892 |   20.885 |    2.263 |  0.45 |   0.912 |   0.912 |      0 |
 |        265 |    1232881 |   -266.421 |   -315.232 |   10.767 |    2.253 |  0.44 |   2.141 |   2.141 |      0 |
 |        266 |    1237551 |   -266.421 |   -312.535 |   12.909 |    2.238 |  0.43 |   3.103 |   3.103 |      0 |
 |        267 |    1242221 |   -266.421 |   -318.824 |   14.593 |    2.226 |  0.42 |   2.287 |   2.287 |      0 |
 |        268 |    1246891 |   -266.421 |   -323.083 |   20.425 |    2.215 |  0.43 |   3.605 |   3.605 |      0 |
 |        269 |    1251561 |   -266.421 |   -318.669 |   15.466 |    2.205 |  0.44 |   1.990 |   1.990 |      0 |
 |        270 |    1256231 |   -266.421 |   -322.791 |   17.139 |    2.195 |  0.43 |   2.866 |   2.866 |      0 |
 |        271 |    1260901 |   -266.421 |   -315.324 |   17.922 |    2.185 |  0.42 |   3.691 |   3.691 |      0 |
 |        272 |    1265571 |   -266.421 |   -320.877 |   18.302 |    2.175 |  0.45 |   3.497 |   3.497 |      0 |
 |        273 |    1270241 |   -266.421 |   -310.755 |   14.435 |    2.165 |  0.43 |   2.963 |   2.963 |      0 |
 |        274 |    1274911 |   -266.421 |   -326.065 |   13.570 |    2.155 |  0.41 |   1.096 |   1.096 |      0 |
 |        275 |    1279581 |   -266.421 |   -308.389 |   10.817 |    2.144 |  0.43 |   2.043 |   2.043 |      0 |
 |        276 |    1284251 |   -266.421 |   -311.435 |   12.657 |    2.131 |  0.42 |   3.516 |   3.516 |      0 |
 |        277 |    1288921 |   -266.421 |   -314.894 |   11.119 |    2.120 |  0.43 |   1.424 |   1.424 |      0 |
 |        278 |    1293591 |   -266.421 |   -309.676 |   14.603 |    2.107 |  0.43 |   2.153 |   2.153 |      0 |
 |        279 |    1298261 |   -266.421 |   -311.558 |   17.753 |    2.097 |  0.41 |   0.668 |   0.668 |      0 |
 |        280 |    1302931 |   -266.421 |   -307.933 |   12.999 |    2.087 |  0.41 |   1.611 |   1.611 |      0 |
 |        281 |    1307601 |   -266.421 |   -307.075 |   11.106 |    2.076 |  0.42 |   2.855 |   2.855 |      0 |
 |        282 |    1312271 |   -264.775 |   -306.589 |   13.948 |    2.064 |  0.42 |   2.279 |   2.279 |      0 |
 |        283 |    1316941 |   -264.775 |   -312.170 |   15.292 |    2.054 |  0.41 |   1.980 |   1.980 |      0 |
 |        284 |    1321611 |   -264.775 |   -314.125 |   10.912 |    2.044 |  0.41 |   2.898 |   2.898 |      0 |
 |        285 |    1326281 |   -264.775 |   -303.206 |   12.039 |    2.032 |  0.41 |   2.977 |   2.977 |      0 |
 |        286 |    1330951 |   -264.775 |   -312.918 |   15.886 |    2.021 |  0.41 |   3.416 |   3.416 |      0 |
 |        287 |    1335621 |   -264.775 |   -318.692 |   16.750 |    2.011 |  0.42 |   2.320 |   2.320 |      0 |
 |        288 |    1340291 |   -264.138 |   -303.063 |   13.874 |    2.001 |  0.40 |   2.144 |   2.144 |      0 |
 |        289 |    1344961 |   -264.138 |   -312.911 |   13.348 |    1.991 |  0.44 |   1.465 |   1.465 |      0 |
 |        290 |    1349631 |   -264.138 |   -306.112 |   16.084 |    1.981 |  0.44 |   2.620 |   2.620 |      0 |
 |        291 |    1354301 |   -264.138 |   -300.618 |   16.140 |    1.971 |  0.42 |   1.467 |   1.467 |      0 |
 |        292 |    1358971 |   -264.138 |   -306.413 |   13.881 |    1.961 |  0.41 |   2.595 |   2.595 |      0 |
 |        293 |    1363641 |   -264.138 |   -306.625 |   12.242 |    1.951 |  0.42 |   3.981 |   3.981 |      0 |
 |        294 |    1368311 |   -264.138 |   -310.209 |   11.184 |    1.941 |  0.41 |   1.248 |   1.248 |      0 |
 |        295 |    1372981 |   -264.138 |   -304.097 |   13.453 |    1.930 |  0.41 |   2.214 |   2.214 |      0 |
 |        296 |    1377651 |   -259.249 |   -299.479 |   15.292 |    1.920 |  0.41 |   2.804 |   2.804 |      0 |
 |        297 |    1382321 |   -259.249 |   -310.599 |   20.080 |    1.910 |  0.41 |   2.481 |   2.481 |      0 |
 |        298 |    1386991 |   -259.249 |   -303.981 |   15.959 |    1.900 |  0.40 |   2.276 |   2.276 |      0 |
 |        299 |    1391661 |   -259.249 |   -305.021 |   11.171 |    1.890 |  0.40 |   3.887 |   3.887 |      0 |
 |        300 |    1396331 |   -259.249 |   -301.992 |   11.820 |    1.880 |  0.40 |   3.111 |   3.111 |      0 |
 |        301 |    1401001 |   -259.249 |   -299.243 |   10.114 |    1.870 |  0.40 |   1.992 |   1.992 |      0 |
 |        302 |    1405671 |   -259.249 |   -293.811 |   11.314 |    1.859 |  0.39 |   3.904 |   3.904 |      0 |
 |        303 |    1410341 |   -255.006 |   -302.146 |   16.793 |    1.849 |  0.40 |   3.720 |   3.720 |      0 |
 |        304 |    1415011 |   -255.006 |   -301.347 |   12.812 |    1.839 |  0.40 |   1.562 |   1.562 |      0 |
 |        305 |    1419681 |   -255.006 |   -303.732 |   13.431 |    1.829 |  0.39 |   2.743 |   2.743 |      0 |
 |        306 |    1424351 |   -255.006 |   -301.018 |   13.142 |    1.819 |  0.38 |   3.621 |   3.621 |      0 |
 |        307 |    1429021 |   -255.006 |   -294.037 |   14.075 |    1.809 |  0.39 |   1.653 |   1.653 |      0 |
 |        308 |    1433691 |   -255.006 |   -301.731 |   17.659 |    1.799 |  0.38 |   1.038 |   1.038 |      0 |
 |        309 |    1438361 |   -255.006 |   -301.348 |   14.701 |    1.789 |  0.38 |   2.552 |   2.552 |      0 |
 |        310 |    1443031 |   -255.006 |   -299.159 |   14.624 |    1.779 |  0.39 |   2.442 |   2.442 |      0 |
 |        311 |    1447701 |   -252.591 |   -288.897 |   13.535 |    1.769 |  0.40 |   2.925 |   2.925 |      0 |
 |        312 |    1452371 |   -252.591 |   -291.514 |   10.340 |    1.759 |  0.38 |   2.111 |   2.111 |      0 |
 |        313 |    1457041 |   -252.591 |   -300.123 |   10.890 |    1.749 |  0.40 |   1.680 |   1.680 |      0 |
 |        314 |    1461711 |   -252.591 |   -302.078 |    9.543 |    1.739 |  0.40 |   1.994 |   1.994 |      0 |
 |        315 |    1466381 |   -252.591 |   -293.539 |   13.308 |    1.729 |  0.38 |   0.806 |   0.806 |      0 |
 |        316 |    1471051 |   -252.591 |   -300.056 |   15.287 |    1.719 |  0.40 |   2.399 |   2.399 |      0 |
 |        317 |    1475721 |   -252.591 |   -294.296 |   11.119 |    1.709 |  0.38 |   2.246 |   2.246 |      0 |
 |        318 |    1480391 |   -252.591 |   -289.490 |   11.374 |    1.699 |  0.39 |   3.590 |   3.590 |      0 |
 |        319 |    1485061 |   -252.591 |   -291.032 |   12.426 |    1.689 |  0.38 |   2.173 |   2.173 |      0 |
 |        320 |    1489731 |   -252.591 |   -294.683 |   11.466 |    1.679 |  0.38 |   0.919 |   0.919 |      0 |
 |        321 |    1494401 |   -252.591 |   -285.507 |   11.287 |    1.669 |  0.38 |   0.732 |   0.732 |      0 |
 |        322 |    1499071 |   -252.591 |   -296.023 |   12.219 |    1.659 |  0.38 |   3.925 |   3.925 |      0 |
 |        323 |    1503741 |   -252.591 |   -297.044 |   14.646 |    1.649 |  0.39 |   3.811 |   3.811 |      0 |
 |        324 |    1508411 |   -252.591 |   -301.556 |   11.198 |    1.639 |  0.40 |   2.146 |   2.146 |      0 |
 |        325 |    1513081 |   -252.591 |   -290.996 |   14.435 |    1.629 |  0.37 |   2.257 |   2.257 |      0 |
 |        326 |    1517751 |   -252.591 |   -292.532 |   13.018 |    1.619 |  0.38 |   2.616 |   2.616 |      0 |
 |        327 |    1522421 |   -252.591 |   -287.735 |   11.780 |    1.609 |  0.37 |   3.256 |   3.256 |      0 |
 |        328 |    1527091 |   -252.511 |   -289.138 |   12.473 |    1.599 |  0.37 |   1.131 |   1.131 |      0 |
 |        329 |    1531761 |   -252.511 |   -292.344 |   13.123 |    1.589 |  0.38 |   3.924 |   3.924 |      0 |
 |        330 |    1536431 |   -252.511 |   -288.982 |   10.862 |    1.579 |  0.38 |   2.442 |   2.442 |      0 |
 |        331 |    1541101 |   -252.511 |   -292.097 |    9.532 |    1.569 |  0.38 |   3.467 |   3.467 |      0 |
 |        332 |    1545771 |   -252.511 |   -287.588 |   11.048 |    1.559 |  0.37 |   1.941 |   1.941 |      0 |
 |        333 |    1550441 |   -252.511 |   -284.425 |    9.946 |    1.549 |  0.36 |   1.881 |   1.881 |      0 |
 |        334 |    1555111 |   -252.511 |   -281.977 |    8.788 |    1.539 |  0.37 |   2.915 |   2.915 |      0 |
 |        335 |    1559781 |   -252.511 |   -289.713 |   11.673 |    1.529 |  0.37 |   3.551 |   3.551 |      0 |
 |        336 |    1564451 |   -252.511 |   -283.176 |   11.142 |    1.519 |  0.36 |   3.906 |   3.906 |      0 |
 |        337 |    1569121 |   -252.511 |   -285.916 |   12.145 |    1.509 |  0.37 |   2.774 |   2.774 |      0 |
 |        338 |    1573791 |   -252.511 |   -284.772 |   10.661 |    1.499 |  0.35 |   1.230 |   1.230 |      0 |
 |        339 |    1578461 |   -252.511 |   -282.539 |    8.899 |    1.489 |  0.35 |   2.502 |   2.502 |      0 |
 |        340 |    1583131 |   -252.511 |   -285.484 |    9.299 |    1.479 |  0.35 |   0.716 |   0.716 |      0 |
 |        341 |    1587801 |   -252.511 |   -287.343 |   10.279 |    1.469 |  0.36 |   1.721 |   1.721 |      0 |
 |        342 |    1592471 |   -252.511 |   -283.719 |    9.619 |    1.459 |  0.35 |   0.442 |   0.442 |      0 |
 |        343 |    1597141 |   -252.511 |   -281.235 |   10.975 |    1.449 |  0.35 |   2.399 |   2.399 |      0 |
 |        344 |    1601811 |   -252.511 |   -282.780 |   11.417 |    1.439 |  0.34 |   2.691 |   2.691 |      0 |
 |        345 |    1606481 |   -248.575 |   -278.075 |   11.913 |    1.429 |  0.36 |   1.313 |   1.313 |      0 |
 |        346 |    1611151 |   -248.575 |   -283.007 |    6.646 |    1.419 |  0.36 |   2.361 |   2.361 |      0 |
 |        347 |    1615821 |   -248.575 |   -284.753 |   10.904 |    1.409 |  0.35 |   2.897 |   2.897 |      0 |
 |        348 |    1620491 |   -248.575 |   -283.874 |    9.002 |    1.399 |  0.35 |   2.082 |   2.082 |      0 |
 |        349 |    1625161 |   -248.575 |   -285.190 |    9.281 |    1.389 |  0.34 |   3.812 |   3.812 |      0 |
 |        350 |    1629831 |   -248.575 |   -277.124 |   11.065 |    1.379 |  0.35 |   3.943 |   3.943 |      0 |
 |        351 |    1634501 |   -248.575 |   -272.939 |    8.782 |    1.369 |  0.33 |   2.474 |   2.474 |      0 |
 |        352 |    1639171 |   -248.575 |   -275.931 |   10.852 |    1.359 |  0.34 |   1.935 |   1.935 |      0 |
 |        353 |    1643841 |   -248.575 |   -284.154 |    9.849 |    1.349 |  0.34 |   1.190 |   1.190 |      0 |
 |        354 |    1648511 |   -248.575 |   -281.626 |   11.547 |    1.339 |  0.36 |   1.820 |   1.820 |      0 |
 |        355 |    1653181 |   -248.575 |   -277.391 |    9.772 |    1.329 |  0.36 |   2.970 |   2.970 |      0 |
 |        356 |    1657851 |   -248.575 |   -275.987 |   10.047 |    1.319 |  0.35 |   0.603 |   0.603 |      0 |
 |        357 |    1662521 |   -248.575 |   -274.964 |   10.370 |    1.309 |  0.32 |   2.320 |   2.320 |      0 |
 |        358 |    1667191 |   -248.575 |   -272.190 |    7.229 |    1.299 |  0.33 |   1.128 |   1.128 |      0 |
 |        359 |    1671861 |   -248.575 |   -280.675 |   11.958 |    1.289 |  0.34 |   0.749 |   0.749 |      0 |
 |        360 |    1676531 |   -248.575 |   -274.369 |   10.578 |    1.279 |  0.34 |   1.609 |   1.609 |      0 |
 |        361 |    1681201 |   -244.676 |   -274.388 |   10.618 |    1.269 |  0.34 |   3.205 |   3.205 |      0 |
 |        362 |    1685871 |   -244.676 |   -274.918 |    9.903 |    1.259 |  0.34 |   2.914 |   2.914 |      0 |
 |        363 |    1690541 |   -244.676 |   -270.521 |   10.651 |    1.249 |  0.33 |   1.020 |   1.020 |      0 |
 |        364 |    1695211 |   -244.676 |   -275.069 |    9.963 |    1.239 |  0.34 |   3.944 |   3.944 |      0 |
 |        365 |    1699881 |   -244.676 |   -273.040 |    8.651 |    1.229 |  0.32 |   3.512 |   3.512 |      0 |
 |        366 |    1704551 |   -244.676 |   -273.430 |    8.216 |    1.219 |  0.33 |   3.117 |   3.117 |      0 |
 |        367 |    1709221 |   -244.676 |   -268.330 |    9.381 |    1.209 |  0.32 |   2.275 |   2.275 |      0 |
 |        368 |    1713891 |   -244.676 |   -270.154 |    8.427 |    1.199 |  0.32 |   1.000 |   1.000 |      0 |
 |        369 |    1718561 |   -244.676 |   -267.827 |    8.521 |    1.189 |  0.32 |   3.739 |   3.739 |      0 |
 |        370 |    1723231 |   -244.676 |   -269.388 |    8.858 |    1.179 |  0.32 |   2.214 |   2.214 |      0 |
 |        371 |    1727901 |   -244.676 |   -272.505 |   10.413 |    1.169 |  0.33 |   3.792 |   3.792 |      0 |
 |        372 |    1732571 |   -244.676 |   -266.322 |    7.860 |    1.159 |  0.31 |   1.779 |   1.779 |      0 |
 |        373 |    1737241 |   -244.676 |   -269.780 |   10.777 |    1.149 |  0.31 |   2.270 |   2.270 |      0 |
 |        374 |    1741911 |   -244.676 |   -273.438 |   12.436 |    1.139 |  0.32 |   2.245 |   2.245 |      0 |
 |        375 |    1746581 |   -244.676 |   -266.699 |    8.585 |    1.129 |  0.32 |   0.615 |   0.615 |      0 |
 |        376 |    1751251 |   -244.676 |   -264.537 |    6.626 |    1.119 |  0.31 |   1.460 |   1.460 |      0 |
 |        377 |    1755921 |   -244.476 |   -264.719 |    8.917 |    1.109 |  0.30 |   0.818 |   0.818 |      0 |
 |        378 |    1760591 |   -242.487 |   -261.062 |    6.959 |    1.099 |  0.32 |   0.625 |   0.625 |      0 |
 |        379 |    1765261 |   -242.487 |   -264.248 |    7.343 |    1.089 |  0.33 |   2.627 |   2.627 |      0 |
 |        380 |    1769931 |   -242.487 |   -266.339 |    7.037 |    1.079 |  0.31 |   0.960 |   0.960 |      0 |
 |        381 |    1774601 |   -239.507 |   -268.450 |   10.176 |    1.069 |  0.32 |   0.535 |   0.535 |      0 |
 |        382 |    1779271 |   -239.507 |   -258.754 |    5.829 |    1.059 |  0.30 |   2.171 |   2.171 |      0 |
 |        383 |    1783941 |   -239.507 |   -263.970 |    9.351 |    1.049 |  0.30 |   1.016 |   1.016 |      0 |
 |        384 |    1788611 |   -239.186 |   -258.741 |    7.736 |    1.039 |  0.28 |   1.820 |   1.820 |      0 |
 |        385 |    1793281 |   -239.186 |   -262.740 |    8.188 |    1.029 |  0.30 |   1.264 |   1.264 |      0 |
 |        386 |    1797951 |   -239.186 |   -266.601 |    7.083 |    1.019 |  0.30 |   3.698 |   3.698 |      0 |
 |        387 |    1802621 |   -238.105 |   -254.977 |    7.627 |    1.009 |  0.30 |   0.636 |   0.636 |      0 |
 |        388 |    1807291 |   -238.105 |   -259.764 |    8.157 |    0.999 |  0.30 |   2.496 |   2.496 |      0 |
 |        389 |    1811961 |   -238.105 |   -264.497 |   10.035 |    0.989 |  0.29 |   3.067 |   3.067 |      0 |
 |        390 |    1816631 |   -238.105 |   -261.214 |    7.502 |    0.979 |  0.28 |   3.460 |   3.460 |      0 |
 |        391 |    1821301 |   -238.105 |   -265.956 |   10.532 |    0.969 |  0.30 |   3.381 |   3.381 |      0 |
 |        392 |    1825971 |   -238.105 |   -255.336 |    6.929 |    0.959 |  0.28 |   1.276 |   1.276 |      0 |
 |        393 |    1830641 |   -235.664 |   -258.215 |    9.027 |    0.949 |  0.28 |   2.434 |   2.434 |      0 |
 |        394 |    1835311 |   -235.664 |   -254.736 |    7.952 |    0.939 |  0.30 |   1.095 |   1.095 |      0 |
 |        395 |    1839981 |   -235.664 |   -258.021 |   11.578 |    0.929 |  0.27 |   3.376 |   3.376 |      0 |
 |        396 |    1844651 |   -233.577 |   -250.828 |    6.844 |    0.919 |  0.27 |   3.944 |   3.944 |      0 |
 |        397 |    1849321 |   -233.577 |   -255.963 |    7.406 |    0.909 |  0.26 |   2.567 |   2.567 |      0 |
 |        398 |    1853991 |   -233.577 |   -257.996 |    7.733 |    0.899 |  0.29 |   0.948 |   0.948 |      0 |
 |        399 |    1858661 |   -233.577 |   -256.839 |    7.746 |    0.889 |  0.28 |   0.914 |   0.914 |      0 |
 |        400 |    1863331 |   -233.577 |   -257.542 |    8.183 |    0.879 |  0.27 |   1.840 |   1.840 |      0 |
 |        401 |    1868001 |   -233.577 |   -254.027 |    5.489 |    0.869 |  0.27 |   1.085 |   1.085 |      0 |
 |        402 |    1872671 |   -233.577 |   -254.060 |    6.136 |    0.859 |  0.26 |   1.679 |   1.679 |      0 |
 |        403 |    1877341 |   -233.577 |   -252.277 |    6.758 |    0.849 |  0.27 |   3.251 |   3.251 |      0 |
 |        404 |    1882011 |   -233.577 |   -254.993 |    4.758 |    0.839 |  0.27 |   3.136 |   3.136 |      0 |
 |        405 |    1886681 |   -233.577 |   -254.967 |    7.348 |    0.829 |  0.28 |   1.414 |   1.414 |      0 |
 |        406 |    1891351 |   -233.577 |   -250.258 |    5.520 |    0.819 |  0.27 |   0.978 |   0.978 |      0 |
 |        407 |    1896021 |   -233.577 |   -248.124 |    6.016 |    0.809 |  0.26 |   1.249 |   1.249 |      0 |
 |        408 |    1900691 |   -233.577 |   -247.325 |    6.129 |    0.799 |  0.25 |   1.103 |   1.103 |      0 |
 |        409 |    1905361 |   -231.768 |   -248.346 |    6.884 |    0.789 |  0.26 |   1.813 |   1.813 |      0 |
 |        410 |    1910031 |   -231.768 |   -250.924 |    6.524 |    0.779 |  0.26 |   0.983 |   0.983 |      0 |
 |        411 |    1914701 |   -231.768 |   -245.019 |    5.062 |    0.769 |  0.25 |   1.779 |   1.779 |      0 |
