Offspring,Loci Typed,Parent 1,Loci Typed,Parent 2,Loci Typed,LOD,Posterior,Common Loci Typed,Mismatches,n_f,n_m,Pair LOD Parent 1,Pair LOD Parent 2
TV3005,7,,,,,0.000000E+00,0.8395,7,0,103,103,,,<
TV3006,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV3007,10,,,,,0.000000E+00,0.9910,10,0,114,114,,,<
TV3008,10,TV3010,10,,,1.192682E+01,0.7204,10,0,114,114,1.192682E+01,,<
TV3010,10,TV3008,10,,,1.192682E+01,0.2622,10,0,114,114,1.192682E+01,
TV3012,9,,,,,0.000000E+00,0.9676,9,0,110,110,,,<
TV3014,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV3015,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV3016,10,,,,,0.000000E+00,0.9924,10,0,114,114,,,<
TV3017,10,TV3010,10,TV2271,8,1.469710E+01,0.2932,10,1,114,114,5.343017E+00,7.349331E+00
TV3018,9,,,,,0.000000E+00,1.0000,10,0,110,110,,,<
TV3019,10,,,,,0.000000E+00,0.7752,10,0,114,114,,,<
TV3020,9,,,,,0.000000E+00,0.4523,9,0,110,110,,,<
TV3022,10,,,,,0.000000E+00,0.9153,10,0,114,114,,,<
TV3023,10,,,,,0.000000E+00,0.9906,10,0,114,114,,,<
TV3026,9,TV3036,10,TV3030,10,2.424222E+01,0.8916,10,0,114,114,8.138520E+00,1.267144E+01,<
TV3027,10,TV3030,10,,,8.713750E+00,0.4019,10,0,114,114,8.713750E+00,,<
TV3028,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV3029,10,TV3026,9,,,1.183289E+01,0.9439,10,0,114,114,1.183289E+01,,<
TV3030,10,,,,,0.000000E+00,0.5525,10,0,114,114,,,<
TV3031,8,,,,,0.000000E+00,0.8120,8,0,102,102,,,<
TV3033,9,TV3034,8,,,1.399226E+01,0.5755,10,0,110,110,1.399226E+01,,<
TV3034,8,,,,,0.000000E+00,0.4336,10,0,107,107,,,<
TV3035,10,,,,,0.000000E+00,0.9324,10,0,114,114,,,<
TV3036,10,,,,,0.000000E+00,0.9061,10,0,114,114,,,<
TV3037,10,TV3038,6,,,9.358238E+00,0.5647,10,0,114,114,9.358238E+00,,<
TV3038,6,,,,,0.000000E+00,0.5596,6,0,74,74,,,<
TV3041,10,,,,,0.000000E+00,0.8547,10,0,114,114,,,<
TV3043,9,,,,,0.000000E+00,0.7585,9,0,110,110,,,<
TV3044,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV3046,9,,,,,0.000000E+00,1.0000,9,0,114,114,,,<
TV3047,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV3048,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV3049,10,,,,,0.000000E+00,0.3831,10,0,114,114,,,<
TV3050,10,TV3055,10,,,9.147695E+00,0.5018,10,1,114,114,9.147695E+00,
TV3051,10,,,,,0.000000E+00,0.9357,10,0,114,114,,,<
TV3053,8,,,,,0.000000E+00,0.8548,8,0,107,107,,,<
TV3055,10,,,,,0.000000E+00,0.4965,10,0,114,114,,
TV3056,10,TV3055,10,TV3049,10,1.368925E+01,0.7327,10,2,114,114,3.431843E+00,7.227135E+00,<
TV3202,10,TV3203,10,,,1.369834E+01,0.5101,10,0,114,114,1.369834E+01,
TV3203,10,,,,,0.000000E+00,0.4964,10,0,114,114,,
TV3208,10,,,,,0.000000E+00,0.9648,10,0,114,114,,,<
TV3209,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV3211,10,TV3213,10,,,1.096381E+01,0.5047,10,1,114,114,1.096381E+01,
TV3213,10,,,,,0.000000E+00,0.4797,10,0,114,114,,
TV3215,9,,,,,0.000000E+00,0.5776,9,0,110,110,,,<
TV3216,9,,,,,0.000000E+00,0.4537,9,0,110,110,,
TV3218,10,,,,,0.000000E+00,0.9903,10,0,114,114,,,<
TV3230,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV3231,10,,,,,0.000000E+00,0.5288,10,0,114,114,,,<
TV3232,9,,,,,0.000000E+00,0.9905,10,0,114,114,,,<
TV3240,10,TV3049,10,,,1.004670E+01,0.5172,10,0,114,114,1.004670E+01,,<
TV3245,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV4271,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV4285,7,,,,,0.000000E+00,0.9576,8,0,99,99,,,<
TV4317,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV4319,10,,,,,0.000000E+00,0.9702,10,0,114,114,,,<
TV4320,9,TV5111,7,,,7.661011E+00,0.5091,10,0,110,110,7.661011E+00,,<
TV4322,7,,,,,0.000000E+00,0.8643,7,0,99,99,,,<
TV4501,9,,,,,0.000000E+00,0.5604,9,0,110,110,,
TV4523,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV4529,10,,,,,0.000000E+00,0.9588,10,0,114,114,,,<
TV4542,10,,,,,0.000000E+00,0.9927,10,0,114,114,,,<
TV4543,9,,,,,0.000000E+00,0.9793,10,0,110,110,,,<
TV4560,10,,,,,0.000000E+00,0.8328,10,0,114,114,,,<
TV4561,8,,,,,0.000000E+00,1.0000,8,0,105,105,,,<
TV4566,10,,,,,0.000000E+00,0.9083,10,0,114,114,,,<
TV4569,10,,,,,0.000000E+00,0.9547,10,0,114,114,,,<
TV4573,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV4751,10,,,,,0.000000E+00,0.9379,10,0,114,114,,,<
TV4756,9,,,,,0.000000E+00,0.9911,9,0,110,110,,,<
TV4767,10,TV4777,6,,,7.569933E+00,0.5486,10,0,114,114,7.569933E+00,,<
TV4777,6,,,,,0.000000E+00,0.5913,6,0,74,74,,,<
TV4779,9,,,,,0.000000E+00,0.7696,9,0,110,110,,,<
TV4782,10,,,,,0.000000E+00,0.9529,10,0,114,114,,,<
TV4788,10,,,,,0.000000E+00,0.9935,10,0,114,114,,,<
TV4792,9,,,,,0.000000E+00,0.9648,9,0,110,110,,,<
TV4794,10,,,,,0.000000E+00,0.9895,10,0,114,114,,,<
TV5002,10,,,,,0.000000E+00,0.8806,10,0,114,114,,,<
TV5019,9,,,,,0.000000E+00,0.4958,9,0,110,110,,,<
TV5020,7,,,,,0.000000E+00,1.0000,7,0,103,103,,,<
TV5021,7,,,,,0.000000E+00,0.9861,7,0,103,103,,,<
TV5023,9,,,,,0.000000E+00,0.8445,10,0,110,110,,,<
TV5024,9,,,,,0.000000E+00,0.4834,10,0,110,110,,
TV5028,7,,,,,0.000000E+00,0.4229,7,0,103,103,,
TV5029,7,,,,,0.000000E+00,0.4321,7,0,103,103,,,<
TV5031,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5032,10,,,,,0.000000E+00,0.5334,10,0,114,114,,,<
TV5033,8,,,,,0.000000E+00,0.8937,8,0,107,107,,,<
TV5034,9,,,,,0.000000E+00,1.0000,9,0,110,110,,,<
TV5037,10,TV5268,10,,,6.314667E+00,0.5133,10,1,114,114,6.314667E+00,
TV5039,9,TV5080,9,,,6.671656E+00,0.4782,10,0,110,110,6.671656E+00,,<
TV5041,10,TV5051,6,,,6.949163E+00,0.4923,10,0,114,114,6.949163E+00,,<
TV5042,10,,,,,0.000000E+00,0.9930,10,0,114,114,,,<
TV5043,9,,,,,0.000000E+00,0.6800,10,0,110,110,,,<
TV5045,10,TV3026,9,,,4.900212E+00,0.5063,10,1,114,114,4.900212E+00,,<
TV5046,10,,,,,0.000000E+00,0.9504,10,0,114,114,,,<
TV5047,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5048,9,,,,,0.000000E+00,0.7025,10,0,114,114,,,<
TV5049,10,,,,,0.000000E+00,0.4914,10,0,114,114,,,<
TV5050,10,,,,,0.000000E+00,0.9800,10,0,114,114,,,<
TV5051,6,,,,,0.000000E+00,0.5647,6,0,74,74,,,<
TV5052,10,TV5053,10,TV5049,10,2.989211E+01,0.5081,10,0,114,114,1.981952E+01,1.144377E+01
TV5053,10,TV5052,10,TV5049,10,2.989211E+01,0.4856,10,0,114,114,1.981952E+01,1.144377E+01,<
TV5055,7,,,,,0.000000E+00,0.9630,7,0,103,103,,,<
TV5056,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5062,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5064,9,,,,,0.000000E+00,0.7354,10,0,110,110,,,<
TV5065,10,,,,,0.000000E+00,0.7995,10,0,114,114,,,<
TV5067,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5068,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5069,7,,,,,0.000000E+00,0.9945,7,0,103,103,,,<
TV5071,10,,,,,0.000000E+00,0.7809,10,0,114,114,,,<
TV5073,10,,,,,0.000000E+00,0.9675,10,0,114,114,,,<
TV5074,7,,,,,0.000000E+00,0.9941,7,0,103,103,,,<
TV5075,10,,,,,0.000000E+00,0.6372,10,0,114,114,,,<
TV5076,7,TV5080,9,,,6.645026E+00,0.4859,8,0,99,99,6.645026E+00,
TV5078,6,,,,,0.000000E+00,0.9625,6,0,74,74,,,<
TV5079,10,,,,,0.000000E+00,0.9880,10,0,114,114,,,<
TV5080,9,TV5039,9,,,6.671656E+00,0.2826,9,0,110,110,6.671656E+00,
TV5081,10,TV5071,10,TV3049,10,1.573519E+01,0.4627,10,1,114,114,2.863884E+00,1.031973E+01,<
TV5084,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5086,9,,,,,0.000000E+00,0.9999,10,0,114,114,,,<
TV5111,7,,,,,0.000000E+00,0.5239,7,0,99,99,,,<
TV5112,7,,,,,0.000000E+00,0.7814,7,0,99,99,,,<
TV5113,10,,,,,0.000000E+00,0.5691,10,0,114,114,,
TV5116,7,,,,,0.000000E+00,0.5114,7,0,103,103,,,<
TV5120,7,,,,,0.000000E+00,0.5995,7,0,99,99,,,<
TV5121,9,,,,,0.000000E+00,1.0000,9,0,110,110,,,<
TV5140,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5154,6,,,,,0.000000E+00,0.9998,6,0,74,74,,,<
TV5156,9,,,,,0.000000E+00,0.1060,9,0,110,110,,,<
TV5157,10,,,,,0.000000E+00,0.1876,10,0,114,114,,
TV5158,10,,,,,0.000000E+00,0.1780,10,0,114,114,,
TV5159,10,,,,,0.000000E+00,0.1637,10,0,114,114,,
TV5160,10,,,,,0.000000E+00,0.1829,10,0,114,114,,
TV5161,10,,,,,0.000000E+00,0.1819,10,0,114,114,,
TV5163,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5164,7,,,,,0.000000E+00,0.9846,7,0,103,103,,,<
TV5167,10,,,,,0.000000E+00,0.9845,10,0,114,114,,,<
TV5168,9,,,,,0.000000E+00,0.7957,10,0,110,110,,,<
TV5177,9,,,,,0.000000E+00,0.8042,10,0,110,110,,,<
TV5179,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5195,9,,,,,0.000000E+00,1.0000,9,0,110,110,,,<
TV5201,10,,,,,0.000000E+00,0.6192,10,0,114,114,,,<
TV5208,10,,,,,0.000000E+00,0.9957,10,0,114,114,,,<
TV5224,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5226,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5241,10,,,,,0.000000E+00,0.8776,10,0,114,114,,,<
TV5260,10,,,,,0.000000E+00,0.9866,10,0,114,114,,,<
TV5268,10,,,,,0.000000E+00,0.4729,10,0,114,114,,
TV5272,8,,,,,0.000000E+00,1.0000,8,0,102,102,,,<
TV5275,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5284,10,,,,,0.000000E+00,1.0000,10,0,114,114,,,<
TV5295,10,,,,,0.000000E+00,0.9813,10,0,114,114,,,<
TV5302,7,,,,,0.000000E+00,0.9940,7,0,103,103,,,<
