Software Version            : FRANz 1.2.3
Dataset                     : cluster_3
Time of Data Analysis       : Thu Mar 16 03:40:03 2023


*** MCMC Parameters ***

Seed                         : 1678963201
Update Allele Frequencies    : No
Gibbs sample missing data    : No
Check for Pedigree cycles    : Yes


*** Simulated Annealing specific Parameters ***

Initial acceptance rate chi  : 0.950
Neighborhood Size Factor beta: 3.000
Increment delta              : 0.100000
Converge event number        : 3
Converge tolerance epsilon   : 0.001

Calculated Parameters     
  Neighboorhood Size         : 701
  Initial temperature c0     : 74.000000


*** Metropolis Hastings specific Parameters ***

Burnin Iterations            : 500000
Iterations                   : 3000000
Sample frequency             : 10
MCMCMC Swap frequency        : 25
MCMCMC Number of swaps       : -1 (-1 == number threads)
MCMCMC Temperature           : 0.500


*** Data Parameters ***

  Nfmax                      : 210
  Nmmax                      : 210

 +------------+------------+------------+------------+----------+----------+-------+---------+---------+--------+
 |      Stage |  Iteration | Best Score |    Average |    Sigma |     Temp | Ratio |     x_f |     x_m | Thread |
 |        216 |     451931 |   -219.661 |   -246.682 |    8.060 |    1.953 |  0.39 |   0.510 |   0.510 |      0 |
 |        217 |     454033 |   -219.661 |   -244.085 |    8.804 |    1.938 |  0.37 |   3.408 |   3.408 |      0 |
 |        218 |     456135 |   -219.661 |   -242.746 |    9.384 |    1.924 |  0.36 |   0.763 |   0.763 |      0 |
 |        219 |     458237 |   -219.661 |   -246.903 |    6.694 |    1.912 |  0.37 |   2.498 |   2.498 |      0 |
 |        220 |     460339 |   -219.661 |   -251.303 |    7.779 |    1.895 |  0.39 |   0.756 |   0.756 |      0 |
 |        221 |     462441 |   -219.661 |   -243.833 |    8.779 |    1.880 |  0.41 |   0.945 |   0.945 |      0 |
 |        222 |     464543 |   -213.174 |   -239.172 |    8.344 |    1.867 |  0.37 |   1.299 |   1.299 |      0 |
 |        223 |     466645 |   -213.174 |   -246.224 |    9.470 |    1.854 |  0.38 |   0.564 |   0.564 |      0 |
 |        224 |     468747 |   -213.174 |   -244.490 |    9.848 |    1.843 |  0.37 |   0.917 |   0.917 |      0 |
 |        225 |     470849 |   -213.174 |   -247.622 |   10.159 |    1.832 |  0.36 |   0.484 |   0.484 |      0 |
 |        226 |     472951 |   -213.174 |   -250.976 |   10.281 |    1.821 |  0.38 |   3.863 |   3.863 |      0 |
 |        227 |     475053 |   -213.174 |   -245.838 |    9.220 |    1.811 |  0.38 |   3.059 |   3.059 |      0 |
 |        228 |     477155 |   -213.174 |   -239.848 |   10.097 |    1.800 |  0.35 |   3.016 |   3.016 |      0 |
 |        229 |     479257 |   -213.174 |   -243.031 |   10.425 |    1.790 |  0.37 |   3.038 |   3.038 |      0 |
 |        230 |     481359 |   -213.174 |   -244.055 |   11.588 |    1.780 |  0.39 |   2.468 |   2.468 |      0 |
 |        231 |     483461 |   -213.174 |   -245.400 |   14.048 |    1.770 |  0.38 |   1.793 |   1.793 |      0 |
 |        232 |     485563 |   -213.174 |   -238.528 |   10.398 |    1.760 |  0.37 |   0.222 |   0.222 |      0 |
 |        233 |     487665 |   -213.174 |   -251.454 |   10.153 |    1.750 |  0.36 |   2.790 |   2.790 |      0 |
 |        234 |     489767 |   -213.174 |   -241.603 |    7.638 |    1.740 |  0.39 |   2.467 |   2.467 |      0 |
 |        235 |     491869 |   -213.174 |   -250.795 |    9.589 |    1.727 |  0.39 |   3.558 |   3.558 |      0 |
 |        236 |     493971 |   -213.174 |   -233.999 |   10.263 |    1.717 |  0.35 |   1.550 |   1.550 |      0 |
 |        237 |     496073 |   -213.174 |   -245.429 |    7.406 |    1.707 |  0.35 |   2.275 |   2.275 |      0 |
 |        238 |     498175 |   -213.174 |   -237.882 |    9.631 |    1.695 |  0.37 |   2.220 |   2.220 |      0 |
 |        239 |     500277 |   -213.174 |   -241.260 |   11.306 |    1.685 |  0.34 |   1.649 |   1.649 |      0 |
 |        240 |     502379 |   -213.174 |   -244.069 |    9.741 |    1.675 |  0.35 |   3.690 |   3.690 |      0 |
 |        241 |     504481 |   -213.174 |   -242.873 |    5.980 |    1.665 |  0.35 |   3.942 |   3.942 |      0 |
 |        242 |     506583 |   -213.174 |   -240.516 |   10.449 |    1.650 |  0.35 |   2.098 |   2.098 |      0 |
 |        243 |     508685 |   -213.174 |   -247.243 |    6.878 |    1.640 |  0.35 |   2.403 |   2.403 |      0 |
 |        244 |     510787 |   -213.174 |   -247.308 |    7.442 |    1.628 |  0.35 |   3.981 |   3.981 |      0 |
 |        245 |     512889 |   -213.174 |   -243.031 |    8.129 |    1.617 |  0.35 |   2.861 |   2.861 |      0 |
 |        246 |     514991 |   -213.174 |   -246.434 |    6.744 |    1.607 |  0.37 |   3.153 |   3.153 |      0 |
 |        247 |     517093 |   -213.174 |   -236.159 |    8.538 |    1.594 |  0.36 |   0.741 |   0.741 |      0 |
 |        248 |     519195 |   -213.174 |   -234.782 |    7.599 |    1.584 |  0.34 |   3.908 |   3.908 |      0 |
 |        249 |     521297 |   -213.174 |   -238.190 |   10.630 |    1.574 |  0.34 |   1.458 |   1.458 |      0 |
 |        250 |     523399 |   -213.174 |   -237.092 |    8.508 |    1.564 |  0.33 |   0.208 |   0.208 |      0 |
 |        251 |     525501 |   -213.174 |   -240.581 |    7.505 |    1.554 |  0.35 |   1.809 |   1.809 |      0 |
 |        252 |     527603 |   -213.174 |   -237.162 |    8.092 |    1.544 |  0.34 |   1.851 |   1.851 |      0 |
 |        253 |     529705 |   -213.174 |   -241.461 |    7.259 |    1.534 |  0.36 |   1.468 |   1.468 |      0 |
 |        254 |     531807 |   -213.174 |   -237.982 |    8.812 |    1.524 |  0.36 |   2.211 |   2.211 |      0 |
 |        255 |     533909 |   -213.174 |   -237.176 |    7.899 |    1.514 |  0.34 |   0.493 |   0.493 |      0 |
 |        256 |     536011 |   -213.174 |   -234.063 |    9.439 |    1.504 |  0.34 |   1.614 |   1.614 |      0 |
 |        257 |     538113 |   -213.174 |   -232.352 |    7.859 |    1.494 |  0.35 |   1.522 |   1.522 |      0 |
 |        258 |     540215 |   -213.174 |   -236.056 |    7.763 |    1.484 |  0.33 |   0.550 |   0.550 |      0 |
 |        259 |     542317 |   -213.174 |   -237.717 |    9.909 |    1.474 |  0.33 |   2.872 |   2.872 |      0 |
 |        260 |     544419 |   -213.174 |   -238.093 |    7.084 |    1.464 |  0.33 |   0.405 |   0.405 |      0 |
 |        261 |     546521 |   -213.174 |   -240.273 |    6.682 |    1.454 |  0.34 |   3.049 |   3.049 |      0 |
 |        262 |     548623 |   -213.174 |   -236.539 |    6.847 |    1.444 |  0.33 |   3.806 |   3.806 |      0 |
 |        263 |     550725 |   -213.174 |   -236.082 |    5.748 |    1.434 |  0.32 |   2.029 |   2.029 |      0 |
 |        264 |     552827 |   -213.174 |   -234.323 |    6.683 |    1.422 |  0.31 |   0.436 |   0.436 |      0 |
 |        265 |     554929 |   -213.174 |   -238.774 |    6.721 |    1.412 |  0.30 |   0.781 |   0.781 |      0 |
 |        266 |     557031 |   -213.174 |   -238.989 |    6.857 |    1.402 |  0.33 |   2.408 |   2.408 |      0 |
 |        267 |     559133 |   -213.174 |   -237.784 |    7.383 |    1.392 |  0.35 |   3.374 |   3.374 |      0 |
 |        268 |     561235 |   -211.817 |   -233.233 |    8.266 |    1.382 |  0.34 |   3.317 |   3.317 |      0 |
 |        269 |     563337 |   -211.817 |   -227.925 |    5.231 |    1.372 |  0.32 |   2.616 |   2.616 |      0 |
 |        270 |     565439 |   -211.817 |   -232.855 |    5.924 |    1.361 |  0.31 |   2.620 |   2.620 |      0 |
 |        271 |     567541 |   -211.817 |   -234.573 |    7.102 |    1.351 |  0.34 |   3.693 |   3.693 |      0 |
 |        272 |     569643 |   -211.817 |   -233.946 |    7.060 |    1.341 |  0.33 |   3.139 |   3.139 |      0 |
 |        273 |     571745 |   -211.817 |   -227.012 |    6.234 |    1.331 |  0.32 |   2.640 |   2.640 |      0 |
 |        274 |     573847 |   -211.817 |   -231.174 |    6.715 |    1.321 |  0.32 |   0.530 |   0.530 |      0 |
 |        275 |     575949 |   -211.688 |   -226.037 |    7.202 |    1.311 |  0.32 |   1.480 |   1.480 |      0 |
 |        276 |     578051 |   -211.688 |   -227.913 |    7.331 |    1.301 |  0.32 |   3.729 |   3.729 |      0 |
 |        277 |     580153 |   -209.694 |   -229.125 |    6.897 |    1.291 |  0.32 |   2.483 |   2.483 |      0 |
 |        278 |     582255 |   -209.694 |   -229.795 |    6.541 |    1.281 |  0.31 |   3.942 |   3.942 |      0 |
 |        279 |     584357 |   -209.694 |   -230.050 |    6.883 |    1.271 |  0.33 |   2.618 |   2.618 |      0 |
 |        280 |     586459 |   -209.694 |   -230.614 |   10.391 |    1.261 |  0.32 |   0.365 |   0.365 |      0 |
 |        281 |     588561 |   -209.694 |   -233.225 |    7.080 |    1.251 |  0.30 |   0.944 |   0.944 |      0 |
 |        282 |     590663 |   -209.694 |   -227.413 |    5.294 |    1.241 |  0.33 |   2.191 |   2.191 |      0 |
 |        283 |     592765 |   -209.694 |   -230.006 |    7.527 |    1.231 |  0.32 |   1.235 |   1.235 |      0 |
 |        284 |     594867 |   -209.694 |   -222.056 |    5.741 |    1.221 |  0.31 |   0.255 |   0.255 |      0 |
 |        285 |     596969 |   -209.694 |   -229.672 |   11.118 |    1.211 |  0.31 |   3.710 |   3.710 |      0 |
 |        286 |     599071 |   -209.694 |   -234.185 |    8.212 |    1.201 |  0.31 |   3.941 |   3.941 |      0 |
 |        287 |     601173 |   -209.694 |   -225.555 |    4.130 |    1.191 |  0.35 |   2.261 |   2.261 |      0 |
 |        288 |     603275 |   -209.694 |   -224.118 |    4.464 |    1.180 |  0.32 |   3.765 |   3.765 |      0 |
 |        289 |     605377 |   -209.694 |   -229.411 |    6.196 |    1.170 |  0.32 |   1.171 |   1.171 |      0 |
 |        290 |     607479 |   -209.694 |   -227.998 |    5.953 |    1.160 |  0.33 |   0.774 |   0.774 |      0 |
 |        291 |     609581 |   -209.694 |   -225.320 |    6.728 |    1.150 |  0.31 |   2.718 |   2.718 |      0 |
 |        292 |     611683 |   -209.694 |   -223.062 |    6.375 |    1.140 |  0.30 |   2.220 |   2.220 |      0 |
 |        293 |     613785 |   -209.694 |   -223.130 |    5.257 |    1.130 |  0.28 |   2.141 |   2.141 |      0 |
 |        294 |     615887 |   -209.694 |   -226.111 |    4.936 |    1.120 |  0.31 |   0.799 |   0.799 |      0 |
 |        295 |     617989 |   -209.160 |   -220.566 |    5.774 |    1.110 |  0.30 |   3.498 |   3.498 |      0 |
 |        296 |     620091 |   -207.128 |   -220.636 |    6.020 |    1.100 |  0.31 |   2.117 |   2.117 |      0 |
 |        297 |     622193 |   -207.128 |   -224.690 |    6.631 |    1.090 |  0.29 |   0.764 |   0.764 |      0 |
 |        298 |     624295 |   -207.128 |   -226.771 |    7.015 |    1.080 |  0.29 |   3.636 |   3.636 |      0 |
 |        299 |     626397 |   -207.128 |   -224.026 |    8.507 |    1.070 |  0.28 |   1.754 |   1.754 |      0 |
 |        300 |     628499 |   -207.128 |   -219.789 |    5.840 |    1.060 |  0.28 |   1.003 |   1.003 |      0 |
 |        301 |     630601 |   -207.128 |   -219.031 |    5.162 |    1.050 |  0.29 |   1.715 |   1.715 |      0 |
 |        302 |     632703 |   -207.128 |   -223.101 |    5.454 |    1.040 |  0.28 |   3.746 |   3.746 |      0 |
 |        303 |     634805 |   -207.128 |   -224.108 |    4.659 |    1.030 |  0.28 |   3.236 |   3.236 |      0 |
 |        304 |     636907 |   -207.128 |   -226.333 |    5.974 |    1.020 |  0.28 |   0.620 |   0.620 |      0 |
 |        305 |     639009 |   -207.128 |   -224.645 |    3.837 |    1.010 |  0.29 |   2.718 |   2.718 |      0 |
 |        306 |     641111 |   -207.128 |   -222.203 |    5.248 |    1.000 |  0.29 |   3.227 |   3.227 |      0 |
 |        307 |     643213 |   -207.128 |   -225.585 |    8.138 |    0.990 |  0.29 |   0.636 |   0.636 |      0 |
 |        308 |     645315 |   -205.645 |   -223.592 |    7.207 |    0.980 |  0.30 |   2.281 |   2.281 |      0 |
 |        309 |     647417 |   -205.645 |   -218.556 |    4.716 |    0.970 |  0.27 |   3.310 |   3.310 |      0 |
 |        310 |     649519 |   -205.645 |   -224.061 |    8.137 |    0.960 |  0.27 |   0.306 |   0.306 |      0 |
 |        311 |     651621 |   -205.645 |   -218.228 |    5.473 |    0.950 |  0.28 |   3.826 |   3.826 |      0 |
 |        312 |     653723 |   -205.645 |   -221.319 |    5.094 |    0.940 |  0.26 |   2.674 |   2.674 |      0 |
 |        313 |     655825 |   -205.645 |   -223.270 |    6.192 |    0.930 |  0.25 |   2.811 |   2.811 |      0 |
 |        314 |     657927 |   -205.645 |   -219.449 |    5.285 |    0.920 |  0.27 |   3.120 |   3.120 |      0 |
 |        315 |     660029 |   -205.645 |   -219.871 |    3.619 |    0.910 |  0.28 |   1.244 |   1.244 |      0 |
 |        316 |     662131 |   -205.645 |   -217.489 |    4.481 |    0.900 |  0.27 |   0.934 |   0.934 |      0 |
 |        317 |     664233 |   -205.645 |   -217.277 |    5.716 |    0.890 |  0.28 |   1.390 |   1.390 |      0 |
 |        318 |     666335 |   -205.645 |   -215.259 |    2.923 |    0.880 |  0.26 |   1.154 |   1.154 |      0 |
 |        319 |     668437 |   -205.645 |   -219.247 |    5.945 |    0.870 |  0.27 |   3.402 |   3.402 |      0 |
 |        320 |     670539 |   -205.645 |   -217.104 |    4.924 |    0.860 |  0.27 |   3.536 |   3.536 |      0 |
 |        321 |     672641 |   -205.645 |   -218.114 |    5.469 |    0.850 |  0.26 |   3.578 |   3.578 |      0 |
 |        322 |     674743 |   -205.645 |   -218.796 |    6.517 |    0.840 |  0.25 |   3.903 |   3.903 |      0 |
 |        323 |     676845 |   -205.645 |   -218.028 |    5.940 |    0.830 |  0.26 |   0.769 |   0.769 |      0 |
 |        324 |     678947 |   -205.645 |   -214.279 |    3.599 |    0.820 |  0.29 |   1.295 |   1.295 |      0 |
 |        325 |     681049 |   -205.645 |   -214.966 |    6.533 |    0.810 |  0.26 |   0.854 |   0.854 |      0 |
 |        326 |     683151 |   -205.645 |   -213.339 |    3.012 |    0.800 |  0.24 |   0.730 |   0.730 |      0 |
 |        327 |     685253 |   -205.213 |   -215.295 |    6.587 |    0.790 |  0.23 |   3.866 |   3.866 |      0 |
 |        328 |     687355 |   -205.213 |   -211.809 |    3.026 |    0.780 |  0.23 |   3.925 |   3.925 |      0 |
 |        329 |     689457 |   -205.213 |   -215.367 |    3.593 |    0.770 |  0.24 |   3.788 |   3.788 |      0 |
 |        330 |     691559 |   -205.213 |   -217.912 |    4.499 |    0.760 |  0.25 |   2.857 |   2.857 |      0 |
 |        331 |     693661 |   -205.213 |   -217.679 |    5.033 |    0.750 |  0.25 |   3.478 |   3.478 |      0 |
 |        332 |     695763 |   -205.213 |   -215.028 |    4.140 |    0.740 |  0.24 |   3.729 |   3.729 |      0 |
 |        333 |     697865 |   -205.096 |   -212.981 |    3.457 |    0.730 |  0.26 |   0.300 |   0.300 |      0 |
 |        334 |     699967 |   -205.096 |   -215.938 |    3.154 |    0.720 |  0.26 |   1.684 |   1.684 |      0 |
 |        335 |     702069 |   -205.096 |   -209.355 |    2.057 |    0.710 |  0.25 |   3.531 |   3.531 |      0 |
 |        336 |     704171 |   -205.096 |   -218.255 |    5.463 |    0.700 |  0.24 |   1.815 |   1.815 |      0 |
 |        337 |     706273 |   -205.096 |   -217.236 |    3.324 |    0.690 |  0.25 |   0.683 |   0.683 |      0 |
 |        338 |     708375 |   -205.096 |   -214.270 |    3.765 |    0.680 |  0.22 |   0.863 |   0.863 |      0 |
 |        339 |     710477 |   -205.096 |   -213.704 |    3.599 |    0.670 |  0.25 |   2.974 |   2.974 |      0 |
 |        340 |     712579 |   -205.096 |   -214.310 |    4.652 |    0.660 |  0.24 |   3.327 |   3.327 |      0 |
 |        341 |     714681 |   -205.096 |   -220.133 |    4.496 |    0.650 |  0.23 |   1.547 |   1.547 |      0 |
 |        342 |     716783 |   -205.096 |   -216.787 |    3.944 |    0.640 |  0.24 |   2.618 |   2.618 |      0 |
 |        343 |     718885 |   -205.096 |   -215.644 |    2.418 |    0.630 |  0.22 |   2.183 |   2.183 |      0 |
 |        344 |     720987 |   -205.096 |   -215.775 |    4.226 |    0.620 |  0.21 |   1.064 |   1.064 |      0 |
 |        345 |     723089 |   -205.096 |   -215.848 |    2.350 |    0.610 |  0.22 |   0.368 |   0.368 |      0 |
 |        346 |     725191 |   -205.096 |   -214.661 |    2.494 |    0.600 |  0.20 |   1.044 |   1.044 |      0 |
 |        347 |     727293 |   -205.096 |   -217.248 |    3.645 |    0.590 |  0.21 |   2.874 |   2.874 |      0 |
 |        348 |     729395 |   -205.096 |   -218.158 |    3.660 |    0.580 |  0.24 |   1.675 |   1.675 |      0 |
 |        349 |     731497 |   -205.096 |   -215.900 |    3.793 |    0.570 |  0.23 |   3.613 |   3.613 |      0 |
 |        350 |     733599 |   -205.096 |   -213.987 |    2.584 |    0.560 |  0.23 |   3.942 |   3.942 |      0 |
 |        351 |     735701 |   -205.096 |   -214.699 |    2.811 |    0.550 |  0.22 |   3.009 |   3.009 |      0 |
 |        352 |     737803 |   -205.096 |   -211.377 |    2.593 |    0.540 |  0.21 |   3.512 |   3.512 |      0 |
 |        353 |     739905 |   -205.096 |   -210.780 |    2.072 |    0.530 |  0.20 |   1.476 |   1.476 |      0 |
 |        354 |     742007 |   -205.096 |   -211.174 |    3.023 |    0.520 |  0.22 |   2.400 |   2.400 |      0 |
 |        355 |     744109 |   -205.096 |   -209.950 |    2.946 |    0.510 |  0.20 |   2.127 |   2.127 |      0 |
 |        356 |     746211 |   -205.096 |   -210.680 |    2.687 |    0.500 |  0.22 |   2.538 |   2.538 |      0 |
 |        357 |     748313 |   -205.096 |   -211.731 |    2.416 |    0.490 |  0.22 |   2.459 |   2.459 |      0 |
 |        358 |     750415 |   -205.096 |   -211.951 |    2.485 |    0.480 |  0.21 |   0.488 |   0.488 |      0 |
 |        359 |     752517 |   -205.096 |   -211.846 |    1.971 |    0.470 |  0.20 |   2.203 |   2.203 |      0 |
 |        360 |     754619 |   -205.096 |   -211.088 |    2.436 |    0.460 |  0.21 |   3.746 |   3.746 |      0 |
 |        361 |     756721 |   -205.096 |   -212.954 |    3.766 |    0.450 |  0.20 |   3.129 |   3.129 |      0 |
 |        362 |     758823 |   -205.096 |   -210.856 |    2.242 |    0.440 |  0.22 |   1.847 |   1.847 |      0 |
 |        363 |     760925 |   -205.096 |   -208.617 |    1.485 |    0.430 |  0.20 |   0.652 |   0.652 |      0 |
 |        364 |     763027 |   -205.096 |   -210.149 |    2.549 |    0.420 |  0.19 |   1.838 |   1.838 |      0 |
 |        365 |     765129 |   -205.096 |   -209.810 |    2.112 |    0.410 |  0.19 |   1.205 |   1.205 |      0 |
 |        366 |     767231 |   -205.096 |   -209.595 |    1.943 |    0.400 |  0.18 |   1.371 |   1.371 |      0 |
 |        367 |     769333 |   -204.551 |   -207.442 |    2.415 |    0.390 |  0.21 |   3.580 |   3.580 |      0 |
 |        368 |     771435 |   -204.436 |   -206.486 |    1.057 |    0.380 |  0.21 |   2.474 |   2.474 |      0 |
 |        369 |     773537 |   -204.436 |   -206.947 |    1.423 |    0.370 |  0.20 |   0.963 |   0.963 |      0 |
 |        370 |     775639 |   -204.436 |   -209.272 |    3.581 |    0.360 |  0.17 |   0.735 |   0.735 |      0 |
 |        371 |     777741 |   -204.436 |   -209.772 |    3.531 |    0.350 |  0.17 |   1.805 |   1.805 |      0 |
 |        372 |     779843 |   -204.436 |   -207.690 |    1.336 |    0.340 |  0.17 |   3.653 |   3.653 |      0 |
 |        373 |     781945 |   -204.436 |   -208.822 |    1.471 |    0.330 |  0.19 |   1.695 |   1.695 |      0 |
 |        374 |     784047 |   -204.436 |   -207.271 |    0.911 |    0.320 |  0.17 |   3.594 |   3.594 |      0 |
 |        375 |     786149 |   -204.436 |   -209.331 |    1.167 |    0.310 |  0.18 |   2.643 |   2.643 |      0 |
 |        376 |     788251 |   -204.436 |   -210.070 |    2.003 |    0.300 |  0.19 |   1.251 |   1.251 |      0 |
 |        377 |     790353 |   -204.436 |   -212.668 |    1.705 |    0.290 |  0.18 |   3.369 |   3.369 |      0 |
 |        378 |     792455 |   -204.436 |   -211.451 |    1.619 |    0.280 |  0.18 |   2.890 |   2.890 |      0 |
 |        379 |     794557 |   -204.436 |   -211.396 |    1.290 |    0.270 |  0.17 |   3.301 |   3.301 |      0 |
 |        380 |     796659 |   -204.436 |   -208.232 |    1.918 |    0.260 |  0.18 |   0.777 |   0.777 |      0 |
 |        381 |     798761 |   -204.436 |   -206.786 |    1.730 |    0.250 |  0.16 |   1.070 |   1.070 |      0 |
 |        382 |     800863 |   -204.436 |   -207.728 |    2.063 |    0.240 |  0.18 |   0.859 |   0.859 |      0 |
 |        383 |     802965 |   -204.436 |   -206.993 |    1.040 |    0.230 |  0.17 |   2.989 |   2.989 |      0 |
 |        384 |     805067 |   -204.436 |   -206.397 |    1.135 |    0.220 |  0.17 |   1.163 |   1.163 |      0 |
 |        385 |     807169 |   -204.436 |   -206.446 |    0.899 |    0.210 |  0.15 |   1.270 |   1.270 |      0 |
 |        386 |     809271 |   -204.436 |   -207.156 |    1.687 |    0.200 |  0.16 |   2.996 |   2.996 |      0 |
 |        387 |     811373 |   -204.436 |   -206.750 |    1.777 |    0.190 |  0.17 |   0.545 |   0.545 |      0 |
 |        388 |     813475 |   -204.436 |   -205.729 |    1.386 |    0.180 |  0.16 |   2.087 |   2.087 |      0 |
 |        389 |     815577 |   -204.436 |   -206.250 |    1.064 |    0.170 |  0.17 |   1.163 |   1.163 |      0 |
 |        390 |     817679 |   -204.436 |   -204.924 |    0.174 |    0.160 |  0.15 |   1.977 |   1.977 |      0 |
 |        391 |     819781 |   -204.436 |   -205.923 |    0.635 |    0.150 |  0.18 |   3.240 |   3.240 |      0 |
 |        392 |     821883 |   -204.436 |   -205.725 |    0.527 |    0.140 |  0.18 |   0.878 |   0.878 |      0 |
 |        393 |     823985 |   -204.436 |   -205.511 |    1.179 |    0.130 |  0.16 |   0.516 |   0.516 |      0 |
 |        394 |     826087 |   -204.436 |   -205.006 |    0.248 |    0.120 |  0.17 |   1.733 |   1.733 |      0 |
 |        395 |     828189 |   -204.435 |   -204.778 |    0.251 |    0.110 |  0.16 |   3.673 |   3.673 |      0 |
 |        396 |     830291 |   -204.382 |   -205.037 |    0.437 |    0.100 |  0.14 |   1.107 |   1.107 |      0 |
 |        397 |     832393 |   -204.382 |   -204.829 |    0.167 |    0.090 |  0.14 |   3.102 |   3.102 |      0 |
 |        398 |     834495 |   -204.374 |   -205.115 |    1.189 |    0.080 |  0.14 |   2.537 |   2.537 |      0 |
 |        399 |     836597 |   -204.374 |   -204.800 |    0.280 |    0.070 |  0.14 |   3.067 |   3.067 |      0 |
 |        400 |     838699 |   -204.374 |   -205.341 |    0.085 |    0.060 |  0.13 |   2.381 |   2.381 |      0 |
 |        401 |     840801 |   -204.374 |   -205.345 |    0.107 |    0.050 |  0.13 |   1.790 |   1.790 |      0 |
 |        402 |     842903 |   -204.374 |   -205.280 |    0.048 |    0.040 |  0.12 |   2.554 |   2.554 |      0 |
 |        403 |     845005 |   -204.374 |   -205.228 |    0.050 |    0.030 |  0.11 |   3.620 |   3.620 |      0 |
 |        404 |     847107 |   -204.374 |   -205.225 |    0.032 |    0.020 |  0.10 |   3.467 |   3.467 |      0 |
 |        405 |     849209 |   -204.374 |   -205.158 |    0.030 |    0.010 |  0.10 |   0.713 |   0.713 |      0 |
 |        406 |     851311 |   -204.374 |   -205.147 |    0.000 |    0.000 |  0.00 |   0.713 |   0.713 |      0 |
 |          1 |          0 |   -204.374 |   -343.924 |   26.447 |   74.000 |  0.67 |   0.449 |   0.449 |      0 |
 |          2 |       2103 |   -204.374 |   -349.545 |   16.144 |   67.959 |  0.68 |   0.770 |   0.770 |      0 |
 |          3 |       4205 |   -204.374 |   -345.589 |   24.367 |   59.942 |  0.66 |   3.147 |   3.147 |      0 |
 |          4 |       6307 |   -204.374 |   -353.434 |   16.878 |   55.597 |  0.68 |   0.524 |   0.524 |      0 |
 |          5 |       8409 |   -204.374 |   -346.488 |   17.786 |   50.330 |  0.69 |   2.066 |   2.066 |      0 |
 |          6 |      10511 |   -204.374 |   -343.504 |   24.190 |   46.178 |  0.68 |   0.734 |   0.734 |      0 |
 |          7 |      12613 |   -204.374 |   -345.729 |   16.461 |   43.538 |  0.69 |   3.466 |   3.466 |      0 |
 |          8 |      14715 |   -204.374 |   -349.850 |   18.771 |   40.163 |  0.66 |   1.267 |   1.267 |      0 |
 |          9 |      16817 |   -204.374 |   -347.186 |   19.321 |   37.607 |  0.64 |   0.654 |   0.654 |      0 |
 |         10 |      18919 |   -204.374 |   -357.659 |   19.458 |   35.417 |  0.67 |   2.350 |   2.350 |      0 |
 |         11 |      21021 |   -204.374 |   -353.476 |   20.751 |   33.481 |  0.66 |   1.382 |   1.382 |      0 |
 |         12 |      23123 |   -204.374 |   -349.324 |   17.366 |   31.848 |  0.67 |   0.693 |   0.693 |      0 |
 |         13 |      25225 |   -204.374 |   -351.647 |   16.824 |   30.095 |  0.66 |   2.957 |   2.957 |      0 |
 |         14 |      27327 |   -204.374 |   -351.990 |   24.392 |   28.476 |  0.65 |   0.831 |   0.831 |      0 |
 |         15 |      29429 |   -204.374 |   -353.323 |   19.036 |   27.458 |  0.67 |   3.832 |   3.832 |      0 |
 |         16 |      31531 |   -204.374 |   -349.591 |   17.540 |   26.255 |  0.63 |   1.614 |   1.614 |      0 |
 |         17 |      33633 |   -204.374 |   -340.596 |   19.587 |   25.063 |  0.65 |   3.100 |   3.100 |      0 |
 |         18 |      35735 |   -204.374 |   -342.588 |   17.319 |   24.084 |  0.64 |   1.951 |   1.951 |      0 |
 |         19 |      37837 |   -204.374 |   -336.907 |   15.649 |   23.065 |  0.65 |   2.556 |   2.556 |      0 |
 |         20 |      39939 |   -204.374 |   -331.139 |   20.122 |   22.033 |  0.65 |   3.121 |   3.121 |      0 |
 |         21 |      42041 |   -204.374 |   -354.410 |   20.208 |   21.292 |  0.64 |   0.738 |   0.738 |      0 |
 |         22 |      44143 |   -204.374 |   -336.187 |   17.948 |   20.603 |  0.66 |   1.954 |   1.954 |      0 |
 |         23 |      46245 |   -204.374 |   -336.058 |   15.348 |   19.878 |  0.64 |   2.171 |   2.171 |      0 |
 |         24 |      48347 |   -204.374 |   -353.086 |   19.469 |   19.092 |  0.65 |   1.665 |   1.665 |      0 |
 |         25 |      50449 |   -204.374 |   -333.016 |   20.452 |   18.515 |  0.64 |   2.546 |   2.546 |      0 |
 |         26 |      52551 |   -204.374 |   -341.616 |   14.303 |   17.998 |  0.65 |   3.942 |   3.942 |      0 |
 |         27 |      54653 |   -204.374 |   -341.341 |   15.966 |   17.306 |  0.65 |   2.631 |   2.631 |      0 |
 |         28 |      56755 |   -204.374 |   -331.449 |   18.431 |   16.730 |  0.63 |   2.437 |   2.437 |      0 |
 |         29 |      58857 |   -204.374 |   -337.128 |   15.717 |   16.261 |  0.63 |   2.807 |   2.807 |      0 |
 |         30 |      60959 |   -204.374 |   -343.167 |   18.869 |   15.743 |  0.62 |   2.832 |   2.832 |      0 |
 |         31 |      63061 |   -204.374 |   -337.531 |   22.982 |   15.337 |  0.63 |   1.127 |   1.127 |      0 |
 |         32 |      65163 |   -204.374 |   -326.104 |   25.485 |   15.018 |  0.62 |   3.070 |   3.070 |      0 |
 |         33 |      67265 |   -204.374 |   -338.698 |   19.779 |   14.742 |  0.63 |   1.567 |   1.567 |      0 |
