Offspring,Loci Typed,Parent 1,Loci Typed,Parent 2,Loci Typed,LOD,Posterior,Common Loci Typed,Mismatches,n_f,n_m,Pair LOD Parent 1,Pair LOD Parent 2
TV4272,10,TV4261,10,,,8.956944E+00,0.6217,10,1,101,101,8.956944E+00,
TV4273,10,TV5225,9,,,6.789482E+00,0.5329,10,0,101,101,6.789482E+00,
TV4274,10,,,,,0.000000E+00,0.9692,10,0,101,101,,,<
TV4275,9,,,,,0.000000E+00,0.9708,9,0,101,101,,,<
TV4277,9,,,,,0.000000E+00,0.6737,10,0,101,101,,,<
TV4278,8,,,,,0.000000E+00,0.9764,8,0,94,94,,,<
TV4281,10,,,,,0.000000E+00,0.9691,10,0,101,101,,,<
TV4282,10,,,,,0.000000E+00,0.5736,10,0,101,101,,,<
TV4286,10,TV4287,10,,,9.897964E+00,0.3606,10,1,101,101,9.897964E+00,,<
TV4287,10,TV4286,10,,,9.897964E+00,0.6084,10,1,101,101,9.897964E+00,
TV4289,9,TV4293,9,,,1.180196E+01,0.6882,10,0,101,101,1.180196E+01,,<
TV4292,10,TV4265,10,,,1.257826E+01,0.5607,10,0,101,101,1.257826E+01,
TV4293,9,TV4289,9,,,1.180196E+01,0.3112,10,0,101,101,1.180196E+01,
TV4294,9,TV4295,8,,,1.644119E+01,0.5042,10,0,101,101,1.644119E+01,,<
TV4295,8,,,,,0.000000E+00,0.5028,8,0,94,94,,,<
TV4296,10,,,,,0.000000E+00,0.9320,10,0,101,101,,,<
TV4298,9,,,,,0.000000E+00,0.6815,9,0,101,101,,,<
TV4301,9,,,,,0.000000E+00,0.5241,10,0,101,101,,
TV4304,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4305,9,,,,,0.000000E+00,0.5247,10,0,101,101,,,<
TV4309,9,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4312,10,,,,,0.000000E+00,0.9841,10,0,101,101,,,<
TV4315,7,,,,,0.000000E+00,1.0000,7,0,95,95,,,<
TV4316,10,TV5255,10,,,6.926517E+00,0.5072,10,1,101,101,6.926517E+00,,<
TV4321,8,,,,,0.000000E+00,1.0000,9,0,98,98,,,<
TV4504,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4506,9,,,,,0.000000E+00,0.5774,9,0,101,101,,,<
TV4507,10,,,,,0.000000E+00,0.9824,10,0,101,101,,,<
TV4509,10,,,,,0.000000E+00,0.9267,10,0,101,101,,,<
TV4510,9,,,,,0.000000E+00,0.9416,9,0,101,101,,,<
TV4511,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4512,9,,,,,0.000000E+00,0.9681,9,0,101,101,,,<
TV4514,10,,,,,0.000000E+00,0.8768,10,0,101,101,,,<
TV4519,9,,,,,0.000000E+00,0.5054,9,0,101,101,,,<
TV4521,10,TV5131,10,,,1.300129E+01,0.5074,10,1,101,101,1.300129E+01,
TV4522,9,,,,,0.000000E+00,0.7639,10,0,101,101,,,<
TV4530,10,,,,,0.000000E+00,0.5085,10,0,101,101,,,<
TV4531,10,TV5221,7,,,8.107602E+00,0.5001,10,0,101,101,8.107602E+00,,<
TV4535,6,,,,,0.000000E+00,0.8772,6,0,76,76,,,<
TV4539,10,,,,,0.000000E+00,0.9024,10,0,101,101,,,<
TV4547,10,,,,,0.000000E+00,0.9788,10,0,101,101,,,<
TV4548,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4549,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4550,10,,,,,0.000000E+00,0.5799,10,0,101,101,,,<
TV4551,9,,,,,0.000000E+00,1.0000,9,0,101,101,,,<
TV4552,10,,,,,0.000000E+00,0.5803,10,0,101,101,,
TV4553,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4556,9,,,,,0.000000E+00,0.9332,10,0,101,101,,,<
TV4558,10,,,,,0.000000E+00,0.3992,10,0,101,101,,
TV4559,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4562,10,,,,,0.000000E+00,0.9996,10,0,101,101,,,<
TV4563,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4564,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4565,10,,,,,0.000000E+00,0.9935,10,0,101,101,,,<
TV4567,10,,,,,0.000000E+00,0.9801,10,0,101,101,,,<
TV4570,9,,,,,0.000000E+00,1.0000,9,0,101,101,,,<
TV4571,10,,,,,0.000000E+00,0.8352,10,0,101,101,,,<
TV4572,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4759,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4762,9,,,,,0.000000E+00,0.9638,9,0,101,101,,,<
TV4763,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4766,10,TV4787,9,,,1.145575E+01,0.5025,10,0,101,101,1.145575E+01,
TV4768,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4771,9,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4773,10,TV4776,9,,,1.038622E+01,0.3718,10,0,101,101,1.038622E+01,
TV4776,9,TV4773,10,,,1.038622E+01,0.6261,9,0,101,101,1.038622E+01,,<
TV4780,10,,,,,0.000000E+00,0.9905,10,0,101,101,,,<
TV4785,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4787,9,,,,,0.000000E+00,0.4915,9,0,101,101,,
TV4799,9,,,,,0.000000E+00,1.0000,9,0,101,101,,,<
TV4801,9,,,,,0.000000E+00,1.0000,9,0,101,101,,,<
TV4806,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4817,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4820,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4825,9,,,,,0.000000E+00,1.0000,9,0,101,101,,,<
TV4829,10,,,,,0.000000E+00,0.9820,10,0,101,101,,,<
TV4831,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4832,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4836,9,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV4837,10,,,,,0.000000E+00,0.9022,10,0,101,101,,,<
TV5030,8,,,,,0.000000E+00,1.0000,8,0,96,96,,,<
TV5035,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5066,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5118,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5123,7,,,,,0.000000E+00,0.6906,7,0,95,95,,,<
TV5125,8,,,,,0.000000E+00,1.0000,8,0,94,94,,,<
TV5126,10,,,,,0.000000E+00,0.9268,10,0,101,101,,,<
TV5131,10,TV4521,10,,,1.300129E+01,0.4926,10,1,101,101,1.300129E+01,,<
TV5138,9,,,,,0.000000E+00,1.0000,9,0,101,101,,,<
TV5139,9,TV4256,10,,,1.115443E+01,0.4168,9,0,101,101,1.115443E+01,
TV5144,7,,,,,0.000000E+00,1.0000,7,0,95,95,,,<
TV5145,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5146,7,,,,,0.000000E+00,0.9773,7,0,92,92,,,<
TV5149,9,,,,,0.000000E+00,0.9920,10,0,101,101,,,<
TV5150,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5151,10,,,,,0.000000E+00,0.3385,10,0,101,101,,
TV5152,10,TV5153,10,TV5151,10,3.732405E+01,0.3403,10,0,101,101,2.036133E+01,2.036133E+01,<
TV5153,10,TV5152,10,TV5151,10,3.732405E+01,0.3385,10,0,101,101,2.036133E+01,2.036133E+01
TV5172,10,,,,,0.000000E+00,0.9942,10,0,101,101,,,<
TV5180,10,,,,,0.000000E+00,0.9008,10,0,101,101,,,<
TV5182,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5183,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5193,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5202,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5205,10,,,,,0.000000E+00,0.6818,10,0,101,101,,,<
TV5206,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5210,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5211,7,,,,,0.000000E+00,0.9210,7,0,95,95,,,<
TV5212,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5213,10,,,,,0.000000E+00,0.9919,10,0,101,101,,,<
TV5214,8,,,,,0.000000E+00,1.0000,10,0,96,96,,,<
TV5215,7,,,,,0.000000E+00,0.9464,7,0,95,95,,,<
TV5216,8,,,,,0.000000E+00,0.7674,9,0,96,96,,,<
TV5217,10,,,,,0.000000E+00,0.4675,10,0,101,101,,,<
TV5218,9,TV5139,9,,,6.184664E+00,0.3463,10,1,101,101,6.184664E+00,,<
TV5220,9,,,,,0.000000E+00,0.5382,10,0,101,101,,,<
TV5221,7,,,,,0.000000E+00,0.5006,7,0,95,95,,,<
TV5222,7,,,,,0.000000E+00,1.0000,7,0,95,95,,,<
TV5223,7,,,,,0.000000E+00,0.8391,7,0,92,92,,,<
TV5225,9,,,,,0.000000E+00,0.2961,10,0,101,101,,
TV5228,7,TV5223,7,TV5217,10,1.055657E+01,0.3122,7,2,92,92,3.413896E+00,5.102066E+00,<
TV5229,10,TV5225,9,,,1.321902E+01,0.7016,10,0,101,101,1.321902E+01,,<
TV5236,10,,,,,0.000000E+00,0.7574,10,0,101,101,,,<
TV5237,10,TV5240,10,,,1.281868E+01,0.3277,10,0,101,101,1.281868E+01,
TV5239,8,TV5237,10,,,8.468384E+00,0.4857,8,0,96,96,8.468384E+00,
TV5240,10,TV5237,10,,,1.281868E+01,0.5804,10,0,101,101,1.281868E+01,,<
TV5244,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5246,9,,,,,0.000000E+00,0.9818,9,0,101,101,,,<
TV5248,7,,,,,0.000000E+00,0.8594,7,0,95,95,,,<
TV5251,10,TV5255,10,,,9.226701E+00,0.2820,10,1,101,101,9.226701E+00,
TV5252,10,TV5254,10,,,8.779928E+00,0.5532,10,1,101,101,8.779928E+00,
TV5253,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5254,10,,,,,0.000000E+00,0.4429,10,0,101,101,,
TV5255,10,TV5251,10,,,9.226701E+00,0.4231,10,1,101,101,9.226701E+00,,<
TV5256,10,,,,,0.000000E+00,0.9766,10,0,101,101,,,<
TV5257,10,TV4558,10,,,8.303815E+00,0.3078,10,1,101,101,8.303815E+00,
TV5258,10,,,,,0.000000E+00,0.9441,10,0,101,101,,,<
TV5263,8,,,,,0.000000E+00,0.4974,8,0,98,98,,
TV5264,7,,,,,0.000000E+00,0.5026,7,0,95,95,,,<
TV5265,7,,,,,0.000000E+00,0.9910,7,0,95,95,,,<
TV5269,10,,,,,0.000000E+00,0.9741,10,0,101,101,,,<
TV5270,10,,,,,0.000000E+00,0.9789,10,0,101,101,,,<
TV5271,8,,,,,0.000000E+00,0.8029,8,0,98,98,,,<
TV5273,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5277,9,,,,,0.000000E+00,0.6806,9,0,101,101,,,<
TV5278,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5279,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5281,10,TV5282,7,,,7.225076E+00,0.5038,10,0,101,101,7.225076E+00,,<
TV5282,7,,,,,0.000000E+00,0.4999,7,0,92,92,,,<
TV5283,7,,,,,0.000000E+00,1.0000,7,0,92,92,,,<
TV5285,10,,,,,0.000000E+00,0.9906,10,0,101,101,,,<
TV5290,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5293,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5296,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5297,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5298,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5299,10,,,,,0.000000E+00,0.9259,10,0,101,101,,,<
TV5300,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5301,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5303,10,TV4773,10,,,5.883580E+00,0.5612,10,1,101,101,5.883580E+00,
TV5304,10,,,,,0.000000E+00,1.0000,10,0,101,101,,,<
TV5305,10,,,,,0.000000E+00,0.9350,10,0,101,101,,,<
TV5307,10,,,,,0.000000E+00,0.9825,10,0,101,101,,,<
TV5310,10,,,,,0.000000E+00,0.9928,10,0,101,101,,,<
