Software Version            : FRANz 1.2.3
Dataset                     : cloneless
Time of Data Analysis       : Thu May  4 18:49:23 2023


*** MCMC Parameters ***

Seed                         : 1683251359
Update Allele Frequencies    : No
Gibbs sample missing data    : No
Check for Pedigree cycles    : Yes


*** Simulated Annealing specific Parameters ***

Initial acceptance rate chi  : 0.950
Neighborhood Size Factor beta: 3.000
Increment delta              : 0.100000
Converge event number        : 3
Converge tolerance epsilon   : 0.001

Calculated Parameters     
  Neighboorhood Size         : 13838
  Initial temperature c0     : 65.000000


*** Metropolis Hastings specific Parameters ***

Burnin Iterations            : 500000
Iterations                   : 3000000
Sample frequency             : 10
MCMCMC Swap frequency        : 25
MCMCMC Number of swaps       : -1 (-1 == number threads)
MCMCMC Temperature           : 0.500


*** Data Parameters ***

  Nfmax                      : 500
  Nmmax                      : 500

 +------------+------------+------------+------------+----------+----------+-------+---------+---------+--------+
 |      Stage |  Iteration | Best Score |    Average |    Sigma |     Temp | Ratio |     x_f |     x_m | Thread |
 |        207 |    8551679 |  -1324.138 |  -1524.297 |   41.537 |    6.376 |  0.55 |   1.567 |   1.567 |      0 |
 |        208 |    8593192 |  -1324.138 |  -1505.813 |   50.276 |    6.345 |  0.55 |   3.580 |   3.580 |      0 |
 |        209 |    8634705 |  -1324.138 |  -1517.603 |   43.653 |    6.320 |  0.56 |   3.248 |   3.248 |      0 |
 |        210 |    8676218 |  -1324.138 |  -1494.306 |   40.002 |    6.291 |  0.55 |   2.728 |   2.728 |      0 |
 |        211 |    8717731 |  -1324.138 |  -1499.539 |   47.849 |    6.260 |  0.55 |   0.789 |   0.789 |      0 |
 |        212 |    8759244 |  -1324.138 |  -1490.973 |   46.350 |    6.234 |  0.56 |   0.746 |   0.746 |      0 |
 |        213 |    8800757 |  -1324.138 |  -1495.078 |   38.237 |    6.207 |  0.55 |   0.630 |   0.630 |      0 |
 |        214 |    8842270 |  -1324.138 |  -1500.064 |   49.609 |    6.176 |  0.55 |   3.691 |   3.691 |      0 |
 |        215 |    8883783 |  -1324.138 |  -1489.299 |   37.974 |    6.151 |  0.55 |   3.184 |   3.184 |      0 |
 |        216 |    8925296 |  -1324.138 |  -1498.868 |   44.541 |    6.120 |  0.55 |   1.474 |   1.474 |      0 |
 |        217 |    8966809 |  -1324.138 |  -1484.868 |   44.841 |    6.093 |  0.55 |   1.179 |   1.179 |      0 |
 |        218 |    9008322 |  -1324.138 |  -1490.957 |   44.327 |    6.067 |  0.55 |   1.180 |   1.180 |      0 |
 |        219 |    9049835 |  -1324.138 |  -1502.440 |   44.009 |    6.041 |  0.55 |   1.042 |   1.042 |      0 |
 |        220 |    9091348 |  -1324.138 |  -1487.788 |   39.415 |    6.014 |  0.55 |   2.283 |   2.283 |      0 |
 |        221 |    9132861 |  -1324.138 |  -1494.418 |   46.461 |    5.985 |  0.55 |   2.641 |   2.641 |      0 |
 |        222 |    9174374 |  -1324.138 |  -1485.254 |   39.885 |    5.961 |  0.55 |   3.852 |   3.852 |      0 |
 |        223 |    9215887 |  -1324.138 |  -1500.257 |   41.430 |    5.933 |  0.54 |   1.049 |   1.049 |      0 |
 |        224 |    9257400 |  -1324.138 |  -1469.013 |   40.158 |    5.906 |  0.55 |   2.620 |   2.620 |      0 |
 |        225 |    9298913 |  -1324.138 |  -1482.295 |   42.534 |    5.879 |  0.55 |   1.301 |   1.301 |      0 |
 |        226 |    9340426 |  -1324.138 |  -1468.630 |   43.838 |    5.853 |  0.55 |   3.410 |   3.410 |      0 |
 |        227 |    9381939 |  -1324.138 |  -1497.835 |   40.367 |    5.828 |  0.54 |   0.924 |   0.924 |      0 |
 |        228 |    9423452 |  -1324.138 |  -1492.119 |   33.583 |    5.802 |  0.55 |   1.155 |   1.155 |      0 |
 |        229 |    9464965 |  -1324.138 |  -1483.867 |   47.323 |    5.770 |  0.54 |   3.667 |   3.667 |      0 |
 |        230 |    9506478 |  -1324.138 |  -1472.792 |   45.967 |    5.748 |  0.54 |   1.445 |   1.445 |      0 |
 |        231 |    9547991 |  -1324.138 |  -1472.750 |   43.027 |    5.725 |  0.54 |   2.566 |   2.566 |      0 |
 |        232 |    9589504 |  -1324.138 |  -1468.262 |   44.913 |    5.701 |  0.54 |   2.898 |   2.898 |      0 |
 |        233 |    9631017 |  -1324.138 |  -1459.772 |   40.160 |    5.678 |  0.54 |   2.744 |   2.744 |      0 |
 |        234 |    9672530 |  -1324.138 |  -1465.600 |   41.327 |    5.652 |  0.54 |   2.598 |   2.598 |      0 |
 |        235 |    9714043 |  -1324.138 |  -1470.624 |   42.081 |    5.628 |  0.55 |   2.679 |   2.679 |      0 |
 |        236 |    9755556 |  -1318.479 |  -1465.891 |   42.090 |    5.604 |  0.55 |   2.855 |   2.855 |      0 |
 |        237 |    9797069 |  -1318.479 |  -1471.093 |   39.963 |    5.581 |  0.54 |   0.527 |   0.527 |      0 |
 |        238 |    9838582 |  -1318.479 |  -1470.414 |   43.119 |    5.556 |  0.54 |   2.637 |   2.637 |      0 |
 |        239 |    9880095 |  -1318.479 |  -1465.939 |   41.005 |    5.533 |  0.54 |   0.704 |   0.704 |      0 |
 |        240 |    9921608 |  -1317.609 |  -1471.724 |   48.300 |    5.510 |  0.54 |   1.470 |   1.470 |      0 |
 |        241 |    9963121 |  -1317.609 |  -1457.992 |   41.589 |    5.490 |  0.54 |   2.349 |   2.349 |      0 |
 |        242 |   10004634 |  -1317.609 |  -1469.520 |   44.347 |    5.467 |  0.54 |   1.255 |   1.255 |      0 |
 |        243 |   10046147 |  -1317.609 |  -1466.928 |   36.205 |    5.446 |  0.54 |   1.263 |   1.263 |      0 |
 |        244 |   10087660 |  -1317.609 |  -1469.101 |   43.327 |    5.420 |  0.54 |   2.253 |   2.253 |      0 |
 |        245 |   10129173 |  -1317.609 |  -1464.889 |   45.806 |    5.398 |  0.54 |   1.005 |   1.005 |      0 |
 |        246 |   10170686 |  -1317.609 |  -1437.715 |   43.065 |    5.378 |  0.53 |   1.084 |   1.084 |      0 |
 |        247 |   10212199 |  -1316.073 |  -1442.712 |   33.827 |    5.357 |  0.54 |   1.572 |   1.572 |      0 |
 |        248 |   10253712 |  -1316.073 |  -1455.690 |   40.948 |    5.330 |  0.53 |   3.797 |   3.797 |      0 |
 |        249 |   10295225 |  -1316.073 |  -1462.195 |   44.649 |    5.308 |  0.54 |   3.002 |   3.002 |      0 |
 |        250 |   10336738 |  -1316.073 |  -1462.441 |   44.148 |    5.288 |  0.53 |   2.973 |   2.973 |      0 |
 |        251 |   10378251 |  -1316.073 |  -1457.353 |   40.632 |    5.268 |  0.55 |   3.263 |   3.263 |      0 |
 |        252 |   10419764 |  -1316.073 |  -1444.674 |   42.756 |    5.246 |  0.54 |   3.237 |   3.237 |      0 |
 |        253 |   10461277 |  -1316.073 |  -1442.643 |   44.249 |    5.226 |  0.53 |   2.177 |   2.177 |      0 |
 |        254 |   10502790 |  -1316.073 |  -1453.028 |   39.738 |    5.206 |  0.53 |   0.609 |   0.609 |      0 |
 |        255 |   10544303 |  -1316.073 |  -1450.579 |   43.768 |    5.185 |  0.53 |   2.840 |   2.840 |      0 |
 |        256 |   10585816 |  -1316.073 |  -1444.894 |   47.779 |    5.165 |  0.54 |   3.653 |   3.653 |      0 |
 |        257 |   10627329 |  -1316.073 |  -1448.020 |   38.008 |    5.148 |  0.52 |   3.853 |   3.853 |      0 |
 |        258 |   10668842 |  -1316.073 |  -1457.648 |   32.476 |    5.126 |  0.54 |   1.461 |   1.461 |      0 |
 |        259 |   10710355 |  -1316.073 |  -1457.339 |   36.138 |    5.100 |  0.53 |   3.833 |   3.833 |      0 |
 |        260 |   10751868 |  -1316.073 |  -1453.165 |   42.391 |    5.077 |  0.54 |   2.774 |   2.774 |      0 |
 |        261 |   10793381 |  -1312.579 |  -1445.188 |   43.119 |    5.058 |  0.53 |   3.869 |   3.869 |      0 |
 |        262 |   10834894 |  -1292.050 |  -1444.748 |   40.180 |    5.039 |  0.53 |   1.448 |   1.448 |      0 |
 |        263 |   10876407 |  -1292.050 |  -1443.051 |   44.527 |    5.019 |  0.54 |   3.297 |   3.297 |      0 |
 |        264 |   10917920 |  -1292.050 |  -1441.040 |   39.298 |    5.001 |  0.53 |   2.434 |   2.434 |      0 |
 |        265 |   10959433 |  -1292.050 |  -1431.531 |   48.718 |    4.981 |  0.52 |   3.362 |   3.362 |      0 |
 |        266 |   11000946 |  -1292.050 |  -1443.052 |   36.618 |    4.965 |  0.53 |   1.924 |   1.924 |      0 |
 |        267 |   11042459 |  -1292.050 |  -1438.013 |   42.871 |    4.944 |  0.52 |   3.018 |   3.018 |      0 |
 |        268 |   11083972 |  -1292.050 |  -1431.475 |   46.421 |    4.926 |  0.53 |   2.673 |   2.673 |      0 |
 |        269 |   11125485 |  -1289.865 |  -1443.467 |   45.062 |    4.909 |  0.53 |   3.461 |   3.461 |      0 |
 |        270 |   11166998 |  -1289.865 |  -1430.998 |   44.699 |    4.892 |  0.53 |   1.849 |   1.849 |      0 |
 |        271 |   11208511 |  -1289.865 |  -1422.534 |   40.098 |    4.875 |  0.52 |   2.376 |   2.376 |      0 |
 |        272 |   11250024 |  -1289.865 |  -1436.549 |   41.745 |    4.857 |  0.53 |   3.072 |   3.072 |      0 |
 |        273 |   11291537 |  -1289.865 |  -1423.856 |   39.839 |    4.839 |  0.54 |   2.646 |   2.646 |      0 |
 |        274 |   11333050 |  -1289.865 |  -1444.066 |   44.802 |    4.820 |  0.52 |   2.132 |   2.132 |      0 |
 |        275 |   11374563 |  -1289.865 |  -1436.078 |   41.914 |    4.804 |  0.53 |   3.336 |   3.336 |      0 |
 |        276 |   11416076 |  -1289.865 |  -1431.076 |   38.609 |    4.786 |  0.53 |   2.734 |   2.734 |      0 |
 |        277 |   11457589 |  -1289.865 |  -1425.188 |   39.308 |    4.768 |  0.53 |   2.747 |   2.747 |      0 |
 |        278 |   11499102 |  -1289.865 |  -1420.238 |   37.231 |    4.749 |  0.53 |   1.580 |   1.580 |      0 |
 |        279 |   11540615 |  -1289.865 |  -1413.760 |   37.851 |    4.730 |  0.52 |   0.887 |   0.887 |      0 |
 |        280 |   11582128 |  -1284.553 |  -1422.613 |   44.608 |    4.711 |  0.52 |   1.259 |   1.259 |      0 |
 |        281 |   11623641 |  -1279.648 |  -1416.753 |   41.271 |    4.696 |  0.53 |   1.203 |   1.203 |      0 |
 |        282 |   11665154 |  -1279.648 |  -1430.563 |   41.135 |    4.679 |  0.52 |   1.135 |   1.135 |      0 |
 |        283 |   11706667 |  -1275.188 |  -1438.668 |   45.359 |    4.662 |  0.53 |   3.539 |   3.539 |      0 |
 |        284 |   11748180 |  -1275.188 |  -1411.004 |   44.429 |    4.647 |  0.52 |   2.483 |   2.483 |      0 |
 |        285 |   11789693 |  -1275.188 |  -1405.602 |   37.953 |    4.631 |  0.52 |   2.707 |   2.707 |      0 |
 |        286 |   11831206 |  -1275.188 |  -1415.489 |   33.854 |    4.613 |  0.52 |   1.836 |   1.836 |      0 |
 |        287 |   11872719 |  -1275.188 |  -1417.363 |   36.218 |    4.594 |  0.52 |   3.742 |   3.742 |      0 |
 |        288 |   11914232 |  -1275.188 |  -1404.769 |   39.207 |    4.575 |  0.52 |   2.317 |   2.317 |      0 |
 |        289 |   11955745 |  -1275.188 |  -1436.107 |   38.009 |    4.558 |  0.52 |   2.233 |   2.233 |      0 |
 |        290 |   11997258 |  -1269.921 |  -1403.069 |   46.681 |    4.541 |  0.51 |   2.620 |   2.620 |      0 |
 |        291 |   12038771 |  -1267.427 |  -1400.454 |   42.759 |    4.527 |  0.52 |   2.193 |   2.193 |      0 |
 |        292 |   12080284 |  -1267.427 |  -1390.902 |   40.356 |    4.512 |  0.52 |   0.949 |   0.949 |      0 |
 |        293 |   12121797 |  -1267.427 |  -1409.504 |   39.843 |    4.496 |  0.51 |   1.551 |   1.551 |      0 |
 |        294 |   12163310 |  -1267.427 |  -1413.848 |   48.767 |    4.480 |  0.51 |   2.513 |   2.513 |      0 |
 |        295 |   12204823 |  -1257.182 |  -1405.933 |   47.683 |    4.467 |  0.52 |   2.219 |   2.219 |      0 |
 |        296 |   12246336 |  -1257.182 |  -1419.021 |   38.024 |    4.453 |  0.52 |   2.961 |   2.961 |      0 |
 |        297 |   12287849 |  -1257.182 |  -1410.980 |   38.213 |    4.437 |  0.51 |   2.806 |   2.806 |      0 |
 |        298 |   12329362 |  -1257.182 |  -1396.444 |   46.588 |    4.421 |  0.52 |   1.140 |   1.140 |      0 |
 |        299 |   12370875 |  -1257.182 |  -1400.214 |   42.978 |    4.407 |  0.52 |   3.760 |   3.760 |      0 |
 |        300 |   12412388 |  -1257.182 |  -1400.211 |   40.225 |    4.393 |  0.51 |   3.046 |   3.046 |      0 |
 |        301 |   12453901 |  -1257.182 |  -1409.341 |   43.107 |    4.378 |  0.52 |   0.608 |   0.608 |      0 |
 |        302 |   12495414 |  -1257.182 |  -1407.386 |   35.412 |    4.364 |  0.52 |   3.926 |   3.926 |      0 |
 |        303 |   12536927 |  -1257.182 |  -1407.131 |   40.859 |    4.347 |  0.52 |   3.817 |   3.817 |      0 |
 |        304 |   12578440 |  -1257.182 |  -1389.746 |   38.957 |    4.332 |  0.51 |   2.376 |   2.376 |      0 |
 |        305 |   12619953 |  -1257.182 |  -1403.606 |   40.414 |    4.317 |  0.51 |   3.027 |   3.027 |      0 |
 |        306 |   12661466 |  -1257.182 |  -1394.891 |   34.659 |    4.302 |  0.51 |   3.349 |   3.349 |      0 |
 |        307 |   12702979 |  -1255.192 |  -1382.310 |   42.872 |    4.285 |  0.51 |   1.089 |   1.089 |      0 |
 |        308 |   12744492 |  -1255.192 |  -1396.308 |   34.245 |    4.272 |  0.51 |   2.804 |   2.804 |      0 |
 |        309 |   12786005 |  -1255.192 |  -1386.767 |   37.775 |    4.255 |  0.50 |   2.938 |   2.938 |      0 |
 |        310 |   12827518 |  -1255.192 |  -1405.241 |   37.231 |    4.240 |  0.51 |   1.646 |   1.646 |      0 |
 |        311 |   12869031 |  -1255.192 |  -1418.399 |   38.253 |    4.224 |  0.51 |   2.744 |   2.744 |      0 |
 |        312 |   12910544 |  -1255.192 |  -1391.219 |   38.826 |    4.210 |  0.51 |   1.518 |   1.518 |      0 |
 |        313 |   12952057 |  -1255.192 |  -1384.840 |   39.011 |    4.195 |  0.51 |   0.829 |   0.829 |      0 |
 |        314 |   12993570 |  -1250.355 |  -1403.136 |   46.364 |    4.181 |  0.51 |   2.786 |   2.786 |      0 |
 |        315 |   13035083 |  -1225.436 |  -1402.409 |   40.725 |    4.169 |  0.50 |   3.431 |   3.431 |      0 |
 |        316 |   13076596 |  -1203.720 |  -1386.997 |   40.655 |    4.155 |  0.51 |   3.779 |   3.779 |      0 |
 |        317 |   13118109 |  -1203.720 |  -1390.365 |   39.894 |    4.142 |  0.50 |   2.300 |   2.300 |      0 |
 |        318 |   13159622 |  -1203.720 |  -1383.554 |   38.622 |    4.128 |  0.51 |   0.826 |   0.826 |      0 |
 |        319 |   13201135 |  -1203.720 |  -1379.477 |   39.961 |    4.114 |  0.51 |   3.741 |   3.741 |      0 |
 |        320 |   13242648 |  -1203.720 |  -1380.271 |   48.776 |    4.101 |  0.51 |   3.537 |   3.537 |      0 |
 |        321 |   13284161 |  -1203.720 |  -1393.000 |   40.479 |    4.090 |  0.51 |   2.880 |   2.880 |      0 |
 |        322 |   13325674 |  -1203.720 |  -1391.512 |   41.911 |    4.077 |  0.50 |   0.919 |   0.919 |      0 |
 |        323 |   13367187 |  -1203.720 |  -1365.366 |   36.017 |    4.064 |  0.50 |   3.593 |   3.593 |      0 |
 |        324 |   13408700 |  -1203.720 |  -1382.857 |   41.864 |    4.050 |  0.50 |   1.538 |   1.538 |      0 |
 |        325 |   13450213 |  -1203.720 |  -1392.947 |   35.144 |    4.037 |  0.51 |   2.171 |   2.171 |      0 |
 |        326 |   13491726 |  -1203.720 |  -1381.272 |   31.587 |    4.023 |  0.51 |   0.818 |   0.818 |      0 |
 |        327 |   13533239 |  -1203.720 |  -1376.910 |   37.826 |    4.007 |  0.50 |   3.485 |   3.485 |      0 |
 |        328 |   13574752 |  -1203.720 |  -1370.002 |   31.721 |    3.993 |  0.50 |   3.667 |   3.667 |      0 |
 |        329 |   13616265 |  -1203.720 |  -1378.144 |   39.001 |    3.977 |  0.51 |   0.881 |   0.881 |      0 |
 |        330 |   13657778 |  -1203.720 |  -1399.890 |   31.079 |    3.964 |  0.51 |   1.112 |   1.112 |      0 |
 |        331 |   13699291 |  -1203.720 |  -1378.231 |   36.851 |    3.948 |  0.51 |   3.433 |   3.433 |      0 |
 |        332 |   13740804 |  -1203.720 |  -1368.009 |   34.608 |    3.935 |  0.49 |   3.025 |   3.025 |      0 |
 |        333 |   13782317 |  -1203.720 |  -1390.071 |   42.736 |    3.921 |  0.50 |   1.985 |   1.985 |      0 |
 |        334 |   13823830 |  -1203.720 |  -1364.301 |   43.605 |    3.909 |  0.50 |   1.166 |   1.166 |      0 |
 |        335 |   13865343 |  -1203.720 |  -1385.271 |   39.387 |    3.898 |  0.50 |   3.275 |   3.275 |      0 |
 |        336 |   13906856 |  -1203.720 |  -1364.354 |   37.871 |    3.886 |  0.49 |   1.376 |   1.376 |      0 |
 |        337 |   13948369 |  -1203.720 |  -1387.371 |   38.260 |    3.874 |  0.50 |   3.300 |   3.300 |      0 |
 |        338 |   13989882 |  -1203.720 |  -1361.968 |   39.547 |    3.861 |  0.50 |   3.153 |   3.153 |      0 |
 |        339 |   14031395 |  -1203.720 |  -1350.455 |   35.447 |    3.849 |  0.50 |   1.750 |   1.750 |      0 |
 |        340 |   14072908 |  -1203.720 |  -1366.163 |   42.169 |    3.836 |  0.49 |   0.874 |   0.874 |      0 |
 |        341 |   14114421 |  -1203.720 |  -1361.802 |   36.882 |    3.825 |  0.49 |   0.828 |   0.828 |      0 |
 |        342 |   14155934 |  -1203.720 |  -1356.265 |   35.266 |    3.812 |  0.49 |   2.121 |   2.121 |      0 |
 |        343 |   14197447 |  -1203.720 |  -1352.025 |   37.343 |    3.799 |  0.50 |   1.469 |   1.469 |      0 |
 |        344 |   14238960 |  -1203.720 |  -1358.025 |   40.180 |    3.787 |  0.49 |   0.663 |   0.663 |      0 |
 |        345 |   14280473 |  -1203.720 |  -1348.470 |   40.997 |    3.776 |  0.50 |   1.932 |   1.932 |      0 |
 |        346 |   14321986 |  -1203.720 |  -1361.785 |   35.679 |    3.765 |  0.50 |   3.161 |   3.161 |      0 |
 |        347 |   14363499 |  -1203.720 |  -1359.315 |   39.488 |    3.752 |  0.49 |   3.557 |   3.557 |      0 |
 |        348 |   14405012 |  -1203.720 |  -1361.166 |   39.098 |    3.741 |  0.49 |   0.967 |   0.967 |      0 |
 |        349 |   14446525 |  -1203.720 |  -1358.168 |   40.955 |    3.729 |  0.50 |   1.974 |   1.974 |      0 |
 |        350 |   14488038 |  -1203.720 |  -1364.971 |   37.240 |    3.719 |  0.50 |   3.687 |   3.687 |      0 |
 |        351 |   14529551 |  -1203.720 |  -1359.296 |   37.533 |    3.707 |  0.50 |   0.755 |   0.755 |      0 |
 |        352 |   14571064 |  -1203.720 |  -1359.545 |   44.432 |    3.695 |  0.49 |   3.648 |   3.648 |      0 |
 |        353 |   14612577 |  -1203.720 |  -1353.949 |   32.914 |    3.685 |  0.50 |   1.885 |   1.885 |      0 |
 |        354 |   14654090 |  -1203.720 |  -1358.036 |   38.864 |    3.672 |  0.49 |   2.293 |   2.293 |      0 |
 |        355 |   14695603 |  -1203.720 |  -1336.947 |   37.440 |    3.661 |  0.49 |   1.567 |   1.567 |      0 |
 |        356 |   14737116 |  -1203.720 |  -1342.998 |   46.343 |    3.650 |  0.49 |   2.509 |   2.509 |      0 |
 |        357 |   14778629 |  -1203.720 |  -1353.613 |   31.933 |    3.640 |  0.49 |   1.992 |   1.992 |      0 |
 |        358 |   14820142 |  -1203.720 |  -1332.949 |   32.065 |    3.627 |  0.49 |   3.814 |   3.814 |      0 |
 |        359 |   14861655 |  -1203.720 |  -1347.885 |   40.926 |    3.614 |  0.48 |   1.460 |   1.460 |      0 |
 |        360 |   14903168 |  -1203.720 |  -1348.015 |   30.792 |    3.604 |  0.49 |   2.825 |   2.825 |      0 |
 |        361 |   14944681 |  -1203.720 |  -1342.773 |   39.026 |    3.590 |  0.49 |   2.916 |   2.916 |      0 |
 |        362 |   14986194 |  -1203.720 |  -1335.044 |   39.978 |    3.580 |  0.48 |   3.390 |   3.390 |      0 |
 |        363 |   15027707 |  -1203.720 |  -1329.889 |   37.799 |    3.570 |  0.49 |   2.566 |   2.566 |      0 |
 |        364 |   15069220 |  -1203.720 |  -1339.653 |   39.740 |    3.559 |  0.49 |   1.401 |   1.401 |      0 |
 |        365 |   15110733 |  -1203.720 |  -1345.957 |   34.236 |    3.549 |  0.49 |   3.126 |   3.126 |      0 |
 |        366 |   15152246 |  -1203.720 |  -1344.787 |   34.878 |    3.537 |  0.49 |   2.350 |   2.350 |      0 |
 |        367 |   15193759 |  -1203.720 |  -1327.459 |   37.825 |    3.526 |  0.49 |   2.922 |   2.922 |      0 |
 |        368 |   15235272 |  -1190.621 |  -1322.926 |   38.492 |    3.516 |  0.49 |   3.705 |   3.705 |      0 |
 |        369 |   15276785 |  -1190.621 |  -1327.426 |   40.455 |    3.505 |  0.49 |   2.101 |   2.101 |      0 |
 |        370 |   15318298 |  -1190.621 |  -1338.755 |   34.442 |    3.495 |  0.48 |   3.777 |   3.777 |      0 |
 |        371 |   15359811 |  -1190.621 |  -1341.813 |   44.508 |    3.484 |  0.48 |   2.098 |   2.098 |      0 |
 |        372 |   15401324 |  -1190.621 |  -1325.115 |   38.509 |    3.474 |  0.49 |   3.722 |   3.722 |      0 |
 |        373 |   15442837 |  -1178.683 |  -1331.131 |   41.381 |    3.464 |  0.48 |   2.891 |   2.891 |      0 |
 |        374 |   15484350 |  -1178.683 |  -1324.109 |   39.077 |    3.454 |  0.48 |   0.766 |   0.766 |      0 |
 |        375 |   15525863 |  -1178.683 |  -1321.366 |   35.467 |    3.444 |  0.48 |   2.976 |   2.976 |      0 |
 |        376 |   15567376 |  -1178.683 |  -1300.216 |   36.386 |    3.434 |  0.48 |   3.100 |   3.100 |      0 |
 |        377 |   15608889 |  -1163.488 |  -1312.910 |   36.988 |    3.423 |  0.49 |   2.198 |   2.198 |      0 |
 |        378 |   15650402 |  -1163.488 |  -1329.288 |   37.671 |    3.413 |  0.48 |   3.323 |   3.323 |      0 |
 |        379 |   15691915 |  -1163.488 |  -1318.020 |   35.690 |    3.403 |  0.49 |   1.553 |   1.553 |      0 |
 |        380 |   15733428 |  -1163.488 |  -1314.537 |   38.194 |    3.393 |  0.48 |   2.937 |   2.937 |      0 |
 |        381 |   15774941 |  -1163.488 |  -1327.297 |   41.846 |    3.383 |  0.48 |   2.101 |   2.101 |      0 |
 |        382 |   15816454 |  -1163.488 |  -1311.062 |   34.338 |    3.373 |  0.48 |   1.306 |   1.306 |      0 |
 |        383 |   15857967 |  -1163.488 |  -1326.703 |   43.120 |    3.363 |  0.48 |   1.757 |   1.757 |      0 |
 |        384 |   15899480 |  -1163.488 |  -1315.678 |   36.234 |    3.353 |  0.48 |   3.187 |   3.187 |      0 |
 |        385 |   15940993 |  -1163.488 |  -1312.473 |   35.723 |    3.343 |  0.48 |   1.878 |   1.878 |      0 |
 |        386 |   15982506 |  -1163.488 |  -1301.990 |   35.515 |    3.333 |  0.48 |   1.658 |   1.658 |      0 |
 |        387 |   16024019 |  -1163.488 |  -1323.376 |   37.549 |    3.323 |  0.47 |   2.436 |   2.436 |      0 |
 |        388 |   16065532 |  -1163.488 |  -1316.466 |   42.692 |    3.313 |  0.48 |   3.348 |   3.348 |      0 |
 |        389 |   16107045 |  -1163.488 |  -1316.328 |   34.677 |    3.303 |  0.48 |   1.179 |   1.179 |      0 |
 |        390 |   16148558 |  -1163.488 |  -1345.860 |   37.011 |    3.293 |  0.48 |   2.496 |   2.496 |      0 |
 |        391 |   16190071 |  -1163.488 |  -1321.375 |   31.115 |    3.283 |  0.48 |   3.260 |   3.260 |      0 |
 |        392 |   16231584 |  -1163.488 |  -1306.776 |   37.387 |    3.272 |  0.47 |   1.809 |   1.809 |      0 |
 |        393 |   16273097 |  -1163.488 |  -1331.348 |   38.150 |    3.262 |  0.48 |   0.888 |   0.888 |      0 |
 |        394 |   16314610 |  -1163.488 |  -1308.094 |   37.686 |    3.252 |  0.47 |   2.130 |   2.130 |      0 |
 |        395 |   16356123 |  -1163.488 |  -1314.735 |   38.784 |    3.242 |  0.47 |   2.240 |   2.240 |      0 |
 |        396 |   16397636 |  -1163.488 |  -1318.251 |   37.447 |    3.232 |  0.48 |   2.181 |   2.181 |      0 |
 |        397 |   16439149 |  -1163.488 |  -1312.386 |   35.143 |    3.222 |  0.47 |   2.838 |   2.838 |      0 |
 |        398 |   16480662 |  -1163.488 |  -1312.811 |   33.371 |    3.212 |  0.48 |   2.324 |   2.324 |      0 |
 |        399 |   16522175 |  -1163.488 |  -1324.240 |   36.350 |    3.202 |  0.48 |   1.187 |   1.187 |      0 |
 |        400 |   16563688 |  -1163.488 |  -1298.183 |   29.305 |    3.192 |  0.47 |   3.130 |   3.130 |      0 |
 |        401 |   16605201 |  -1153.329 |  -1299.788 |   40.026 |    3.181 |  0.47 |   1.549 |   1.549 |      0 |
 |        402 |   16646714 |  -1153.329 |  -1288.151 |   36.814 |    3.171 |  0.47 |   3.258 |   3.258 |      0 |
 |        403 |   16688227 |  -1153.329 |  -1314.768 |   34.005 |    3.161 |  0.47 |   2.234 |   2.234 |      0 |
 |        404 |   16729740 |  -1153.329 |  -1313.169 |   41.558 |    3.151 |  0.47 |   1.727 |   1.727 |      0 |
 |        405 |   16771253 |  -1153.329 |  -1289.086 |   31.676 |    3.141 |  0.48 |   2.742 |   2.742 |      0 |
 |        406 |   16812766 |  -1153.329 |  -1296.025 |   38.043 |    3.131 |  0.47 |   3.410 |   3.410 |      0 |
 |        407 |   16854279 |  -1153.329 |  -1314.175 |   42.985 |    3.121 |  0.47 |   0.958 |   0.958 |      0 |
 |        408 |   16895792 |  -1153.329 |  -1297.301 |   37.867 |    3.111 |  0.47 |   2.266 |   2.266 |      0 |
 |        409 |   16937305 |  -1153.329 |  -1294.774 |   38.888 |    3.101 |  0.46 |   3.889 |   3.889 |      0 |
 |        410 |   16978818 |  -1153.329 |  -1287.456 |   38.309 |    3.091 |  0.47 |   3.266 |   3.266 |      0 |
 |        411 |   17020331 |  -1153.329 |  -1297.781 |   37.650 |    3.081 |  0.47 |   2.573 |   2.573 |      0 |
 |        412 |   17061844 |  -1153.329 |  -1297.248 |   32.603 |    3.071 |  0.47 |   2.411 |   2.411 |      0 |
 |        413 |   17103357 |  -1153.329 |  -1292.177 |   33.072 |    3.061 |  0.47 |   3.590 |   3.590 |      0 |
 |        414 |   17144870 |  -1153.329 |  -1300.763 |   35.082 |    3.051 |  0.47 |   2.945 |   2.945 |      0 |
 |        415 |   17186383 |  -1153.329 |  -1269.771 |   26.496 |    3.041 |  0.47 |   0.805 |   0.805 |      0 |
 |        416 |   17227896 |  -1153.329 |  -1293.794 |   40.863 |    3.029 |  0.46 |   2.602 |   2.602 |      0 |
 |        417 |   17269409 |  -1153.329 |  -1284.549 |   34.535 |    3.019 |  0.47 |   1.216 |   1.216 |      0 |
 |        418 |   17310922 |  -1153.329 |  -1278.213 |   42.118 |    3.009 |  0.47 |   1.548 |   1.548 |      0 |
 |        419 |   17352435 |  -1153.329 |  -1278.227 |   26.653 |    2.999 |  0.46 |   0.506 |   0.506 |      0 |
 |        420 |   17393948 |  -1153.329 |  -1275.611 |   31.956 |    2.989 |  0.47 |   3.613 |   3.613 |      0 |
