Offspring,Loci Typed,Parent 1,Loci Typed,Parent 2,Loci Typed,LOD,Posterior,Common Loci Typed,Mismatches,n_f,n_m,Pair LOD Parent 1,Pair LOD Parent 2
TV4564,10,,,,,0.000000E+00,0.9036,10,0,338,338,,,<
TV4565,10,,,,,0.000000E+00,0.9800,10,0,338,338,,,<
TV4566,10,TV3212,9,,,6.655645E+00,0.4003,10,1,338,338,6.655645E+00,,<
TV4567,10,,,,,0.000000E+00,0.7026,10,0,338,338,,,<
TV4568,10,,,,,0.000000E+00,0.8788,10,0,338,338,,,<
TV4569,10,,,,,0.000000E+00,0.5035,10,0,338,338,,
TV4570,9,,,,,0.000000E+00,0.9645,9,0,332,332,,,<
TV4571,10,,,,,0.000000E+00,0.6080,10,0,338,338,,,<
TV4572,10,,,,,0.000000E+00,0.9885,10,0,338,338,,,<
TV4573,10,,,,,0.000000E+00,0.9309,10,0,338,338,,,<
TV4751,10,,,,,0.000000E+00,0.9615,10,0,338,338,,,<
TV4752,10,TV3228,10,,,1.246562E+01,0.7924,10,1,338,338,1.246562E+01,,<
TV4753,9,TV3228,10,,,1.034057E+01,0.7120,9,1,330,330,1.034057E+01,
TV4754,10,TV4827,9,TV4755,10,1.893137E+01,0.9892,10,2,338,338,4.401581E+00,8.495301E+00,<
TV4755,10,TV3228,10,,,8.270735E+00,0.6324,10,2,338,338,8.270735E+00,,<
TV4756,9,,,,,0.000000E+00,0.9269,9,0,332,332,,,<
TV4757,10,TV4808,6,TV3212,9,1.535619E+01,0.5357,10,1,338,338,5.580894E+00,7.695232E+00
TV4758,10,TV4757,10,,,9.222243E+00,0.7662,10,1,338,338,9.222243E+00,
TV4759,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4760,10,TV4813,9,,,1.030468E+01,0.9406,10,0,338,338,1.030468E+01,,<
TV4761,10,,,,,0.000000E+00,0.9955,10,0,338,338,,,<
TV4762,9,,,,,0.000000E+00,0.7780,9,0,330,330,,,<
TV4763,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4764,10,,,,,0.000000E+00,0.9776,10,0,338,338,,,<
TV4765,10,,,,,0.000000E+00,0.8473,10,0,338,338,,,<
TV4766,10,TV4802,10,TV4787,9,2.472328E+01,0.9582,10,0,338,338,9.944527E+00,1.119795E+01,<
TV4767,10,TV4777,6,,,7.811907E+00,0.5791,10,0,338,338,7.811907E+00,,<
TV4768,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4769,10,TV4826,9,TV4802,10,1.601617E+01,0.6249,10,2,338,338,1.033825E+00,1.012066E+01,<
TV4770,9,TV4776,9,,,1.026586E+01,0.7785,9,0,332,332,1.026586E+01,,<
TV4771,9,TV4774,10,,,6.517213E+00,0.7358,10,1,330,330,6.517213E+00,,<
TV4772,10,TV4778,10,,,5.784555E+00,0.6239,10,1,338,338,5.784555E+00,,<
TV4773,10,TV4776,9,,,1.208255E+01,0.4521,10,0,338,338,1.208255E+01,,<
TV4774,10,TV4760,10,,,7.463213E+00,0.8017,10,1,338,338,7.463213E+00,,<
TV4775,10,TV4777,6,,,8.503972E+00,0.6966,10,0,338,338,8.503972E+00,,<
TV4776,9,TV4773,10,,,1.208255E+01,0.5413,9,0,332,332,1.208255E+01,
TV4777,6,,,,,0.000000E+00,0.3544,6,0,240,240,,,<
TV4778,10,TV4777,6,TV4777,6,2.070085E+01,0.7846,10,0,338,338,1.060613E+01,1.060613E+01,<
TV4779,9,TV4795,10,TV2753,9,1.382366E+01,0.2751,9,1,330,330,6.198545E+00,6.453465E+00,<
TV4780,10,TV5121,9,,,1.084934E+01,0.4051,10,0,338,338,1.084934E+01,,<
TV4781,10,,,,,0.000000E+00,0.5877,10,0,338,338,,,<
TV4782,10,TV5082,10,,,7.637934E+00,0.4337,10,0,338,338,7.637934E+00,,<
TV4783,10,,,,,0.000000E+00,0.9000,10,0,338,338,,,<
TV4784,9,,,,,0.000000E+00,0.5743,9,0,332,332,,,<
TV4785,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4786,10,TV4795,10,,,7.744037E+00,0.4984,10,0,338,338,7.744037E+00,,<
TV4787,9,,,,,0.000000E+00,0.9014,9,0,335,335,,,<
TV4788,10,,,,,0.000000E+00,0.9105,10,0,338,338,,,<
TV4789,10,TV4802,10,,,1.601151E+01,0.7994,10,0,338,338,1.601151E+01,,<
TV4790,10,,,,,0.000000E+00,0.9178,10,0,338,338,,,<
TV4791,10,,,,,0.000000E+00,0.5513,10,0,338,338,,,<
TV4792,9,,,,,0.000000E+00,0.7808,9,0,331,331,,,<
TV4793,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4794,10,,,,,0.000000E+00,0.9531,10,0,338,338,,,<
TV4795,10,TV4786,10,,,7.744037E+00,0.4480,10,0,338,338,7.744037E+00,
TV4796,10,TV5119,10,,,6.209153E+00,0.3350,10,2,338,338,6.209153E+00,,<
TV4797,10,,,,,0.000000E+00,0.6094,10,0,338,338,,,<
TV4798,10,,,,,0.000000E+00,0.3529,10,0,338,338,,
TV4799,9,,,,,0.000000E+00,0.9906,9,0,332,332,,,<
TV4800,10,,,,,0.000000E+00,0.7895,10,0,338,338,,,<
TV4801,9,,,,,0.000000E+00,0.9856,9,0,332,332,,,<
TV4802,10,TV4807,9,,,1.137709E+01,0.3334,10,0,338,338,1.137709E+01,,<
TV4804,10,,,,,0.000000E+00,0.7289,10,0,338,338,,,<
TV4805,10,TV4802,10,,,1.061354E+01,0.8034,10,0,338,338,1.061354E+01,,<
TV4806,10,,,,,0.000000E+00,0.9566,10,0,338,338,,,<
TV4807,9,TV4802,10,,,1.137709E+01,0.6101,9,0,332,332,1.137709E+01,
TV4808,6,,,,,0.000000E+00,0.3720,7,0,274,274,,,<
TV4809,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4810,10,,,,,0.000000E+00,0.7687,10,0,338,338,,,<
TV4811,10,TV4826,9,,,1.809019E+01,0.5641,10,0,338,338,1.809019E+01,
TV4812,9,,,,,0.000000E+00,0.9921,10,0,336,336,,,<
TV4813,9,TV5200,10,TV4817,10,1.727931E+01,0.8557,9,1,332,332,7.180521E+00,6.818535E+00,<
TV4814,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4816,8,,,,,0.000000E+00,0.9965,9,0,329,329,,,<
TV4817,10,,,,,0.000000E+00,0.8602,10,0,338,338,,,<
TV4818,9,,,,,0.000000E+00,0.5922,10,0,336,336,,,<
TV4819,9,,,,,0.000000E+00,0.6270,9,0,330,330,,,<
TV4820,10,,,,,0.000000E+00,0.9513,10,0,338,338,,,<
TV4821,10,,,,,0.000000E+00,0.3372,10,0,338,338,,
TV4822,9,,,,,0.000000E+00,0.4515,10,0,336,336,,,<
TV4823,10,TV4810,10,TV4796,10,2.670173E+01,0.9582,10,1,338,338,5.923829E+00,1.639859E+01,<
TV4824,10,,,,,0.000000E+00,0.9872,10,0,338,338,,,<
TV4825,9,,,,,0.000000E+00,0.8303,9,0,332,332,,,<
TV4826,9,TV4811,10,,,1.809019E+01,0.4181,10,0,336,336,1.809019E+01,,<
TV4827,9,TV4776,9,,,6.307242E+00,0.6537,9,1,330,330,6.307242E+00,
TV4828,9,,,,,0.000000E+00,0.4080,9,0,330,330,,,<
TV4829,10,,,,,0.000000E+00,0.5305,10,0,338,338,,,<
TV4830,10,TV4833,10,,,1.166698E+01,0.5134,10,0,338,338,1.166698E+01,
TV4831,10,,,,,0.000000E+00,0.8248,10,0,338,338,,,<
TV4832,10,,,,,0.000000E+00,0.9850,10,0,338,338,,,<
TV4833,10,TV4830,10,,,1.166698E+01,0.4592,10,0,338,338,1.166698E+01,,<
TV4834,9,,,,,0.000000E+00,0.9889,10,0,332,332,,,<
TV4835,10,TV4796,10,,,7.764954E+00,0.6865,10,2,338,338,7.764954E+00,,<
TV4836,9,,,,,0.000000E+00,0.8731,10,0,332,332,,,<
TV4837,10,,,,,0.000000E+00,0.6918,10,0,338,338,,,<
TV4838,10,,,,,0.000000E+00,0.9108,10,0,338,338,,,<
TV4839,10,TV4832,10,TV4537,10,1.283526E+01,0.8256,10,3,338,338,2.590040E+00,4.657383E+00,<
TV5001,9,,,,,0.000000E+00,0.8842,9,0,330,330,,,<
TV5002,10,TV2033,9,,,6.555761E+00,0.6478,10,1,338,338,6.555761E+00,,<
TV5019,9,TV5024,9,,,7.802101E+00,0.4117,9,1,330,330,7.802101E+00,
TV5020,7,,,,,0.000000E+00,0.8680,7,0,311,311,,,<
TV5021,7,,,,,0.000000E+00,0.8218,7,0,311,311,,,<
TV5022,6,,,,,0.000000E+00,0.3478,6,0,267,267,,,<
TV5023,9,,,,,0.000000E+00,0.6278,10,0,332,332,,,<
TV5024,9,TV5019,9,,,7.802101E+00,0.2798,10,1,332,332,7.802101E+00,,<
TV5025,10,,,,,0.000000E+00,0.5975,10,0,338,338,,
TV5026,10,,,,,0.000000E+00,0.5904,10,0,338,338,,,<
TV5028,7,,,,,0.000000E+00,0.4086,7,0,311,311,,,<
TV5029,7,TV5028,7,TV5028,7,1.613333E+01,0.4301,7,1,311,311,7.357393E+00,7.357393E+00,<
TV5030,8,,,,,0.000000E+00,1.0000,8,0,320,320,,,<
TV5031,10,,,,,0.000000E+00,0.6367,10,0,338,338,,,<
TV5032,10,TV5075,10,,,7.795036E+00,0.2952,10,1,338,338,7.795036E+00,
TV5033,8,,,,,0.000000E+00,0.5698,8,0,320,320,,,<
TV5034,9,,,,,0.000000E+00,0.9742,9,0,332,332,,,<
TV5035,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5037,10,TV5268,10,,,7.981271E+00,0.6069,10,1,338,338,7.981271E+00,
TV5038,10,,,,,0.000000E+00,0.5378,10,0,338,338,,,<
TV5039,9,TV5080,9,,,9.922836E+00,0.5947,10,0,331,331,9.922836E+00,,<
TV5040,10,,,,,0.000000E+00,0.9650,10,0,338,338,,,<
TV5041,10,TV5051,6,,,8.809047E+00,0.5102,10,0,338,338,8.809047E+00,,<
TV5042,10,,,,,0.000000E+00,0.9801,10,0,338,338,,,<
TV5043,9,TV3034,7,,,6.196643E+00,0.5259,10,0,331,331,6.196643E+00,,<
TV5044,10,,,,,0.000000E+00,0.9981,10,0,338,338,,,<
TV5045,10,TV3026,9,,,7.734085E+00,0.7938,10,1,338,338,7.734085E+00,,<
TV5046,10,,,,,0.000000E+00,0.8085,10,0,338,338,,,<
TV5047,10,,,,,0.000000E+00,0.8909,10,0,338,338,,,<
TV5048,9,,,,,0.000000E+00,0.5191,10,0,336,336,,
TV5049,10,TV5052,10,,,1.613938E+01,0.5284,10,0,338,338,1.613938E+01,
TV5050,10,,,,,0.000000E+00,0.8978,10,0,338,338,,,<
TV5051,6,TV5041,10,,,8.809047E+00,0.4438,6,0,240,240,8.809047E+00,
TV5052,10,TV5049,10,,,1.613938E+01,0.4470,10,0,338,338,1.613938E+01,,<
TV5054,7,,,,,0.000000E+00,0.3945,7,0,311,311,,,<
TV5055,7,,,,,0.000000E+00,0.9556,7,0,311,311,,,<
TV5056,10,TV5063,10,,,7.517166E+00,0.5747,10,1,338,338,7.517166E+00,,<
TV5057,9,,,,,0.000000E+00,0.7448,10,0,332,332,,,<
TV5058,10,,,,,0.000000E+00,0.9825,10,0,338,338,,,<
TV5059,10,TV3234,10,,,1.271140E+01,0.4466,10,1,338,338,1.271140E+01,
TV5062,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5063,10,,,,,0.000000E+00,0.3620,10,0,338,338,,,<
TV5064,9,TV5185,6,TV2795,10,1.312246E+01,0.4947,10,1,331,331,4.237790E+00,5.326927E+00,<
TV5065,10,,,,,0.000000E+00,0.4686,10,0,338,338,,
TV5066,10,,,,,0.000000E+00,0.9707,10,0,338,338,,,<
TV5067,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5068,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5069,7,,,,,0.000000E+00,0.9379,7,0,311,311,,,<
TV5071,10,,,,,0.000000E+00,0.4994,10,0,338,338,,,<
TV5073,10,,,,,0.000000E+00,0.9059,10,0,338,338,,,<
TV5074,7,,,,,0.000000E+00,0.9384,7,0,311,311,,,<
TV5075,10,TV5032,10,,,7.795036E+00,0.4967,10,1,338,338,7.795036E+00,,<
TV5076,7,TV5080,9,,,9.568201E+00,0.5091,8,0,301,301,9.568201E+00,
TV5077,9,,,,,0.000000E+00,0.6602,10,0,335,335,,,<
TV5078,6,,,,,0.000000E+00,0.9541,6,0,240,240,,,<
TV5079,10,,,,,0.000000E+00,0.7242,10,0,338,338,,,<
TV5080,9,TV2004,10,,,7.889235E+00,0.2983,9,0,331,331,7.889235E+00,
TV5081,10,TV5071,10,TV3049,10,2.159975E+01,0.9168,10,1,338,338,5.573940E+00,1.278624E+01,<
TV5082,10,TV4782,10,,,7.637934E+00,0.5195,10,0,338,338,7.637934E+00,
TV5083,6,,,,,0.000000E+00,0.9310,7,0,222,222,,,<
TV5084,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5085,10,,,,,0.000000E+00,0.9715,10,0,338,338,,,<
TV5086,9,,,,,0.000000E+00,0.9999,10,0,336,336,,,<
TV5088,9,,,,,0.000000E+00,0.5245,9,0,336,336,,,<
TV5111,7,,,,,0.000000E+00,0.4059,7,0,309,309,,,<
TV5112,7,TV5113,10,TV5039,9,1.214904E+01,0.3595,7,1,309,309,6.151489E+00,2.380645E+00,<
TV5113,10,,,,,0.000000E+00,0.3589,10,0,338,338,,
TV5114,7,,,,,0.000000E+00,0.5426,7,0,309,309,,,<
TV5115,9,,,,,0.000000E+00,0.6572,10,0,332,332,,,<
TV5116,7,TV2004,10,,,6.041686E+00,0.2848,7,0,311,311,6.041686E+00,,<
TV5117,10,TV5119,10,,,7.805246E+00,0.6710,10,1,338,338,7.805246E+00,
TV5118,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5119,10,TV4796,10,,,6.209153E+00,0.4022,10,2,338,338,6.209153E+00,
TV5120,7,TV4536,10,TV4501,9,1.687762E+01,0.8160,7,1,309,309,6.400027E+00,7.593466E+00,<
TV5121,9,TV4780,10,,,1.084934E+01,0.5830,9,0,330,330,1.084934E+01,
TV5122,10,,,,,0.000000E+00,0.9918,10,0,338,338,,,<
TV5123,7,,,,,0.000000E+00,0.5495,7,0,309,309,,,<
TV5124,10,TV4517,10,,,1.038408E+01,0.4852,10,1,338,338,1.038408E+01,,<
TV5125,8,TV4798,10,,,6.736912E+00,0.4774,8,1,310,310,6.736912E+00,
TV5126,10,,,,,0.000000E+00,0.8321,10,0,338,338,,,<
TV5127,10,,,,,0.000000E+00,0.9265,10,0,338,338,,,<
TV5128,10,,,,,0.000000E+00,0.5746,10,0,338,338,,,<
TV5129,7,TV4513,10,,,8.094721E+00,0.5392,7,0,311,311,8.094721E+00,
TV5130,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5131,10,TV4525,9,,,1.917231E+01,0.7929,10,0,338,338,1.917231E+01,,<
TV5132,10,TV4259,9,,,7.263993E+00,0.7438,10,1,338,338,7.263993E+00,,<
TV5138,9,TV4254,9,,,1.160131E+01,0.6656,9,1,336,336,1.160131E+01,,<
TV5139,9,TV4256,10,,,1.371764E+01,0.3639,9,0,336,336,1.371764E+01,,<
TV5140,10,,,,,0.000000E+00,0.6025,10,0,338,338,,,<
TV5143,9,TV4798,10,,,7.212101E+00,0.5211,9,1,332,332,7.212101E+00,,<
TV5144,7,,,,,0.000000E+00,0.9056,7,0,309,309,,,<
TV5145,10,TV5167,10,,,1.359394E+01,0.5665,10,0,338,338,1.359394E+01,,<
TV5146,7,,,,,0.000000E+00,0.6570,7,0,311,311,,,<
TV5147,10,,,,,0.000000E+00,0.8677,10,0,338,338,,,<
TV5148,7,TV5147,10,TV2772,7,2.213247E+01,0.8546,7,0,311,311,1.323606E+01,6.175828E+00,<
TV5149,9,,,,,0.000000E+00,0.9304,10,0,332,332,,,<
TV5150,10,,,,,0.000000E+00,0.9885,10,0,338,338,,,<
TV5151,10,,,,,0.000000E+00,0.9663,10,0,338,338,,,<
TV5154,6,,,,,0.000000E+00,0.9696,6,0,240,240,,,<
TV5156,9,TV5157,10,TV5157,10,3.379065E+01,1.0000,9,0,332,332,1.770936E+01,1.770936E+01,<
TV5157,10,,,,,0.000000E+00,0.9562,10,0,338,338,,,<
TV5163,10,,,,,0.000000E+00,0.9589,10,0,338,338,,,<
TV5164,7,,,,,0.000000E+00,0.8996,7,0,311,311,,,<
TV5165,9,,,,,0.000000E+00,0.7759,10,0,331,331,,,<
TV5166,9,,,,,0.000000E+00,0.6571,9,0,332,332,,,<
TV5167,10,TV5145,10,,,1.359394E+01,0.4224,10,0,338,338,1.359394E+01,
TV5168,9,TV5169,7,,,7.155656E+00,0.4453,10,1,331,331,7.155656E+00,,<
TV5169,7,,,,,0.000000E+00,0.3260,7,0,311,311,,,<
TV5171,9,,,,,0.000000E+00,0.9901,9,0,331,331,,,<
TV5172,10,TV5175,10,,,7.231240E+00,0.4205,10,1,338,338,7.231240E+00,,<
TV5173,9,,,,,0.000000E+00,0.9734,10,0,332,332,,,<
TV5174,10,,,,,0.000000E+00,0.6611,10,0,338,338,,,<
TV5175,10,,,,,0.000000E+00,0.4844,10,0,338,338,,
TV5176,9,TV5175,10,TV5175,10,3.353767E+01,0.9995,9,0,330,330,1.765296E+01,1.765296E+01
TV5177,9,TV5169,7,,,6.948474E+00,0.3839,10,1,332,332,6.948474E+00,,<
TV5178,10,,,,,0.000000E+00,0.6392,10,0,338,338,,
TV5179,10,,,,,0.000000E+00,0.9947,10,0,338,338,,,<
TV5180,10,,,,,0.000000E+00,0.7851,10,0,338,338,,,<
TV5181,10,,,,,0.000000E+00,0.9762,10,0,338,338,,,<
TV5182,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5183,10,,,,,0.000000E+00,0.9916,10,0,338,338,,,<
TV5184,10,,,,,0.000000E+00,0.9840,10,0,338,338,,,<
TV5185,6,TV5024,9,,,7.066737E+00,0.3497,7,0,272,272,7.066737E+00,,<
TV5186,9,,,,,0.000000E+00,0.8050,9,0,332,332,,,<
TV5187,7,,,,,0.000000E+00,0.8915,7,0,311,311,,,<
TV5189,9,,,,,0.000000E+00,0.9875,10,0,332,332,,,<
TV5190,6,,,,,0.000000E+00,0.8862,6,0,240,240,,,<
TV5192,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5193,10,,,,,0.000000E+00,0.9842,10,0,338,338,,,<
TV5194,10,,,,,0.000000E+00,0.5813,10,0,338,338,,,<
TV5195,9,,,,,0.000000E+00,0.9381,9,0,332,332,,,<
TV5196,10,,,,,0.000000E+00,0.9967,10,0,338,338,,,<
TV5197,10,,,,,0.000000E+00,0.8525,10,0,338,338,,,<
TV5198,10,,,,,0.000000E+00,0.9761,10,0,338,338,,,<
TV5199,7,,,,,0.000000E+00,0.6348,7,0,309,309,,,<
TV5200,10,,,,,0.000000E+00,0.3555,10,0,338,338,,
TV5201,10,TV5113,10,,,8.749978E+00,0.6156,10,1,338,338,8.749978E+00,
TV5202,10,,,,,0.000000E+00,0.9728,10,0,338,338,,,<
TV5203,10,,,,,0.000000E+00,0.9922,10,0,338,338,,,<
TV5204,10,,,,,0.000000E+00,0.9529,10,0,338,338,,,<
TV5205,10,,,,,0.000000E+00,0.5921,10,0,338,338,,
TV5206,10,,,,,0.000000E+00,0.9749,10,0,338,338,,,<
TV5207,10,,,,,0.000000E+00,0.8546,10,0,338,338,,,<
TV5208,10,,,,,0.000000E+00,0.9880,10,0,338,338,,,<
TV5209,10,,,,,0.000000E+00,0.9625,10,0,338,338,,,<
TV5210,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5211,7,,,,,0.000000E+00,0.8662,7,0,309,309,,,<
TV5212,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5213,10,,,,,0.000000E+00,0.9092,10,0,338,338,,,<
TV5214,8,,,,,0.000000E+00,0.9893,10,0,321,321,,,<
TV5215,7,,,,,0.000000E+00,0.5934,7,0,309,309,,,<
TV5216,8,TV5236,10,TV4300,9,1.411337E+01,0.3832,9,1,320,320,3.645505E+00,7.088124E+00,<
TV5217,10,TV5220,9,,,7.263759E+00,0.3498,10,1,338,338,7.263759E+00,,<
TV5218,9,TV4256,10,,,8.469478E+00,0.4519,10,1,336,336,8.469478E+00,
TV5219,10,,,,,0.000000E+00,0.9786,10,0,338,338,,,<
TV5220,9,TV5217,10,,,7.263759E+00,0.4853,10,1,332,332,7.263759E+00,
TV5221,7,TV4531,10,,,8.795620E+00,0.5000,7,0,309,309,8.795620E+00,
TV5222,7,TV5232,10,,,7.296264E+00,0.7031,7,0,309,309,7.296264E+00,,<
TV5223,7,,,,,0.000000E+00,0.7929,7,0,311,311,,,<
TV5224,10,,,,,0.000000E+00,0.8875,10,0,338,338,,,<
TV5225,9,TV5229,10,,,1.527105E+01,0.3014,10,0,331,331,1.527105E+01,
TV5226,10,,,,,0.000000E+00,0.9887,10,0,338,338,,,<
TV5227,9,TV4290,9,,,7.983183E+00,0.3602,10,1,336,336,7.983183E+00,,<
TV5228,7,TV5223,7,TV5217,10,1.259623E+01,0.3880,7,2,311,311,4.042135E+00,6.534774E+00,<
TV5229,10,TV5225,9,,,1.527105E+01,0.6535,10,0,338,338,1.527105E+01,,<
TV5230,10,,,,,0.000000E+00,0.8300,10,0,338,338,,,<
TV5231,10,,,,,0.000000E+00,0.8797,10,0,338,338,,,<
TV5232,10,TV5227,9,,,9.366509E+00,0.7617,10,0,338,338,9.366509E+00,,<
TV5233,10,,,,,0.000000E+00,0.9954,10,0,338,338,,,<
TV5234,9,,,,,0.000000E+00,0.8797,10,0,332,332,,,<
TV5235,10,TV5257,10,,,1.285480E+01,0.3427,10,1,338,338,1.285480E+01,
TV5236,10,TV4302,10,,,6.365423E+00,0.5882,10,1,338,338,6.365423E+00,,<
TV5237,10,TV5238,9,,,1.168807E+01,0.6929,10,0,338,338,1.168807E+01,,<
TV5238,9,TV4290,9,,,1.434332E+01,0.6432,10,0,336,336,1.434332E+01,,<
TV5239,8,TV5237,10,,,1.065554E+01,0.6510,8,0,321,321,1.065554E+01,,<
TV5240,10,TV5237,10,,,1.187477E+01,0.8976,10,0,338,338,1.187477E+01,,<
TV5241,10,TV5242,10,TV4751,10,1.227995E+01,0.4566,10,3,338,338,4.801549E+00,2.121540E+00,<
TV5242,10,,,,,0.000000E+00,0.8023,10,0,338,338,,,<
TV5243,10,,,,,0.000000E+00,0.6615,10,0,338,338,,,<
TV5244,10,TV4319,10,,,6.649133E+00,0.3665,10,1,338,338,6.649133E+00,
TV5245,8,,,,,0.000000E+00,0.5493,8,0,316,316,,,<
TV5246,9,,,,,0.000000E+00,0.8292,9,0,335,335,,,<
TV5247,10,TV4307,10,,,6.900382E+00,0.7055,10,1,338,338,6.900382E+00,,<
TV5248,7,TV5235,10,,,6.770455E+00,0.5098,7,1,309,309,6.770455E+00,
TV5249,10,TV5251,10,TV5118,10,1.475611E+01,0.6522,10,3,338,338,8.803605E+00,-3.529963E+00,<
TV5250,10,TV5235,10,,,4.163652E+00,0.4111,10,2,338,338,4.163652E+00,,<
TV5251,10,TV5255,10,TV4571,10,1.946882E+01,0.2946,10,3,338,338,1.294815E+01,4.943422E+00,<
TV5252,10,TV5254,10,,,1.077198E+01,0.7896,10,1,338,338,1.077198E+01,,<
TV5253,10,,,,,0.000000E+00,0.9338,10,0,338,338,,,<
TV5254,10,TV5251,10,,,6.370414E+00,0.5045,10,2,338,338,6.370414E+00,,<
TV5255,10,TV5251,10,,,1.294815E+01,0.4959,10,1,338,338,1.294815E+01,
TV5256,10,TV5250,10,,,1.384550E+01,0.6223,10,0,338,338,1.384550E+01,,<
TV5257,10,TV5251,10,TV5235,10,1.967646E+01,0.4707,10,3,338,338,4.667889E+00,1.285480E+01,<
TV5258,10,,,,,0.000000E+00,0.7268,10,0,338,338,,,<
TV5259,10,,,,,0.000000E+00,0.6116,10,0,338,338,,,<
TV5260,10,,,,,0.000000E+00,0.9372,10,0,338,338,,,<
TV5261,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5262,10,TV5263,8,TV5259,10,2.170155E+01,0.5652,10,1,338,338,5.596673E+00,1.417905E+01,<
TV5263,8,TV5264,7,,,9.624809E+00,0.4264,8,0,316,316,9.624809E+00,,<
TV5264,7,TV5263,8,,,9.624809E+00,0.5512,7,0,309,309,9.624809E+00,
TV5265,7,,,,,0.000000E+00,0.9805,7,0,309,309,,,<
TV5266,10,,,,,0.000000E+00,0.9576,10,0,338,338,,,<
TV5267,7,,,,,0.000000E+00,0.6415,8,0,313,313,,,<
TV5268,10,,,,,0.000000E+00,0.3875,10,0,338,338,,
TV5269,10,TV5280,10,,,5.682800E+00,0.5250,10,1,338,338,5.682800E+00,,<
TV5270,10,,,,,0.000000E+00,0.9785,10,0,338,338,,,<
TV5271,8,,,,,0.000000E+00,0.9069,8,0,316,316,,,<
TV5272,8,,,,,0.000000E+00,0.9793,8,0,316,316,,,<
TV5273,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5274,10,TV5280,10,,,7.102129E+00,0.4722,10,2,338,338,7.102129E+00,
TV5275,10,,,,,0.000000E+00,0.9591,10,0,338,338,,,<
TV5276,6,,,,,0.000000E+00,0.9565,6,0,240,240,,,<
TV5277,9,,,,,0.000000E+00,0.6050,9,0,330,330,,,<
TV5278,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5279,10,TV5274,10,,,1.638134E+01,0.7094,10,0,338,338,1.638134E+01,
TV5280,10,TV5274,10,,,7.102129E+00,0.3290,10,2,338,338,7.102129E+00,,<
TV5281,10,TV5282,7,,,9.121421E+00,0.5284,10,0,338,338,9.121421E+00,,<
TV5282,7,,,,,0.000000E+00,0.4243,7,0,311,311,,,<
TV5283,7,,,,,0.000000E+00,0.7916,7,0,311,311,,,<
TV5284,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5285,10,,,,,0.000000E+00,0.9755,10,0,338,338,,,<
TV5286,7,,,,,0.000000E+00,0.6268,7,0,309,309,,,<
TV5287,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5288,10,,,,,0.000000E+00,0.5394,10,0,338,338,,
TV5289,9,,,,,0.000000E+00,1.0000,10,0,336,336,,,<
TV5290,10,,,,,0.000000E+00,0.9791,10,0,338,338,,,<
TV5291,10,,,,,0.000000E+00,0.9524,10,0,338,338,,,<
TV5292,10,,,,,0.000000E+00,0.8722,10,0,338,338,,,<
TV5293,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5294,10,,,,,0.000000E+00,0.9181,10,0,338,338,,,<
TV5295,10,,,,,0.000000E+00,0.9618,10,0,338,338,,,<
TV5296,10,,,,,0.000000E+00,0.9523,10,0,338,338,,,<
TV5297,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5298,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5299,10,,,,,0.000000E+00,0.8141,10,0,338,338,,,<
TV5300,10,,,,,0.000000E+00,0.4370,10,0,338,338,,
TV5301,10,,,,,0.000000E+00,0.9860,10,0,338,338,,,<
TV5302,7,,,,,0.000000E+00,0.9635,7,0,311,311,,,<
TV5303,10,TV4773,10,,,7.480722E+00,0.5437,10,1,338,338,7.480722E+00,
TV5304,10,TV4830,10,,,5.886685E+00,0.3408,10,2,338,338,5.886685E+00,
TV5305,10,,,,,0.000000E+00,0.6814,10,0,338,338,,,<
TV5306,10,TV5166,9,TV4817,10,1.671906E+01,0.9279,10,1,338,338,4.965833E+00,6.142784E+00,<
