Offspring,Loci Typed,Parent 1,Loci Typed,Parent 2,Loci Typed,LOD,Posterior,Common Loci Typed,Mismatches,n_f,n_m,Pair LOD Parent 1,Pair LOD Parent 2
TV4766,10,TV4802,10,TV4787,9,2.472328E+01,0.9507,10,0,338,338,9.944527E+00,1.119795E+01,<
TV4767,10,,,,,0.000000E+00,0.6830,10,0,338,338,,,<
TV4768,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4769,10,TV4802,10,,,1.012066E+01,0.6534,10,1,338,338,1.012066E+01,,<
TV4770,9,TV4776,9,,,1.026586E+01,0.5935,9,0,332,332,1.026586E+01,
TV4771,9,,,,,0.000000E+00,0.8813,10,0,330,330,,,<
TV4772,10,,,,,0.000000E+00,0.9268,10,0,338,338,,,<
TV4773,10,TV4776,9,,,1.208255E+01,0.6093,10,0,338,338,1.208255E+01,,<
TV4774,10,,,,,0.000000E+00,0.6725,10,0,338,338,,,<
TV4775,10,,,,,0.000000E+00,0.5771,10,0,338,338,,,<
TV4776,9,TV4773,10,,,1.208255E+01,0.3693,9,0,332,332,1.208255E+01,
TV4777,6,,,,,0.000000E+00,0.3365,6,0,240,240,,,<
TV4778,10,TV4777,6,TV4777,6,2.070085E+01,0.4154,10,0,338,338,1.060613E+01,1.060613E+01,<
TV4779,9,,,,,0.000000E+00,0.7765,9,0,330,330,,,<
TV4780,10,,,,,0.000000E+00,0.5215,10,0,338,338,,
TV4781,10,,,,,0.000000E+00,0.9695,10,0,338,338,,,<
TV4782,10,,,,,0.000000E+00,0.7455,10,0,338,338,,,<
TV4783,10,,,,,0.000000E+00,0.9953,10,0,338,338,,,<
TV4784,9,,,,,0.000000E+00,0.9719,9,0,332,332,,,<
TV4785,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4786,10,,,,,0.000000E+00,0.6493,10,0,338,338,,,<
TV4787,9,,,,,0.000000E+00,0.9625,9,0,335,335,,,<
TV4788,10,,,,,0.000000E+00,0.9965,10,0,338,338,,,<
TV4789,10,TV4802,10,,,1.601151E+01,0.7902,10,0,338,338,1.601151E+01,,<
TV4790,10,,,,,0.000000E+00,0.9966,10,0,338,338,,,<
TV4791,10,,,,,0.000000E+00,0.6260,10,0,338,338,,,<
TV4792,9,,,,,0.000000E+00,0.9850,9,0,331,331,,,<
TV4793,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4794,10,,,,,0.000000E+00,0.9995,10,0,338,338,,,<
TV4795,10,,,,,0.000000E+00,0.6915,10,0,338,338,,,<
TV4796,10,,,,,0.000000E+00,0.6263,10,0,338,338,,,<
TV4797,10,,,,,0.000000E+00,0.8199,10,0,338,338,,,<
TV4798,10,,,,,0.000000E+00,0.7317,10,0,338,338,,,<
TV4799,9,,,,,0.000000E+00,0.9985,9,0,332,332,,,<
TV4800,10,,,,,0.000000E+00,0.9858,10,0,338,338,,,<
TV4801,9,,,,,0.000000E+00,0.9997,9,0,332,332,,,<
TV4802,10,TV4807,9,,,1.137709E+01,0.2173,10,0,338,338,1.137709E+01,,<
TV4804,10,,,,,0.000000E+00,0.9896,10,0,338,338,,,<
TV4805,10,TV4802,10,,,1.061354E+01,0.7038,10,0,338,338,1.061354E+01,,<
TV4806,10,,,,,0.000000E+00,0.9962,10,0,338,338,,,<
TV4807,9,TV4802,10,,,1.137709E+01,0.7392,9,0,332,332,1.137709E+01,
TV4808,6,,,,,0.000000E+00,0.8861,7,0,274,274,,,<
TV4809,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4810,10,,,,,0.000000E+00,0.9740,10,0,338,338,,,<
TV4811,10,TV4826,9,,,1.809019E+01,0.6333,10,0,338,338,1.809019E+01,,<
TV4812,9,,,,,0.000000E+00,1.0000,10,0,336,336,,,<
TV4813,9,,,,,0.000000E+00,0.3040,9,0,332,332,,,<
TV4814,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV4816,8,,,,,0.000000E+00,1.0000,9,0,329,329,,,<
TV4817,10,,,,,0.000000E+00,0.8412,10,0,338,338,,,<
TV4818,9,,,,,0.000000E+00,0.9788,10,0,336,336,,,<
TV4819,9,,,,,0.000000E+00,0.9770,9,0,330,330,,,<
TV4820,10,,,,,0.000000E+00,0.9984,10,0,338,338,,,<
TV4821,10,,,,,0.000000E+00,0.9257,10,0,338,338,,,<
TV4822,9,,,,,0.000000E+00,0.9401,10,0,336,336,,,<
TV4823,10,TV4810,10,TV4796,10,2.670173E+01,0.7447,10,1,338,338,5.923829E+00,1.639859E+01,<
TV4824,10,,,,,0.000000E+00,0.9995,10,0,338,338,,,<
TV4825,9,,,,,0.000000E+00,0.9919,9,0,332,332,,,<
TV4826,9,TV4811,10,,,1.809019E+01,0.3654,10,0,336,336,1.809019E+01,
TV4827,9,,,,,0.000000E+00,0.8962,9,0,330,330,,,<
TV4828,9,,,,,0.000000E+00,0.9384,9,0,330,330,,,<
TV4829,10,,,,,0.000000E+00,0.9557,10,0,338,338,,,<
TV4830,10,TV4833,10,,,1.166698E+01,0.4793,10,0,338,338,1.166698E+01,,<
TV4831,10,,,,,0.000000E+00,0.9931,10,0,338,338,,,<
TV4832,10,,,,,0.000000E+00,0.9967,10,0,338,338,,,<
TV4833,10,TV4830,10,,,1.166698E+01,0.4965,10,0,338,338,1.166698E+01,
TV4834,9,,,,,0.000000E+00,1.0000,10,0,332,332,,,<
TV4835,10,,,,,0.000000E+00,0.7284,10,0,338,338,,,<
TV4836,9,,,,,0.000000E+00,0.9954,10,0,332,332,,,<
TV4837,10,,,,,0.000000E+00,0.9814,10,0,338,338,,,<
TV4838,10,,,,,0.000000E+00,0.9961,10,0,338,338,,,<
TV4839,10,,,,,0.000000E+00,0.9646,10,0,338,338,,,<
TV5001,9,,,,,0.000000E+00,0.9978,9,0,330,330,,,<
TV5002,10,,,,,0.000000E+00,0.8755,10,0,338,338,,,<
TV5019,9,,,,,0.000000E+00,0.6954,9,0,330,330,,,<
TV5020,7,,,,,0.000000E+00,0.9936,7,0,311,311,,,<
TV5021,7,,,,,0.000000E+00,0.9940,7,0,311,311,,,<
TV5022,6,,,,,0.000000E+00,0.8990,6,0,267,267,,,<
TV5023,9,,,,,0.000000E+00,0.9417,10,0,332,332,,,<
TV5024,9,,,,,0.000000E+00,0.6751,10,0,332,332,,,<
TV5025,10,,,,,0.000000E+00,0.9468,10,0,338,338,,,<
TV5026,10,,,,,0.000000E+00,0.9441,10,0,338,338,,,<
TV5028,7,,,,,0.000000E+00,0.7054,7,0,311,311,,,<
TV5029,7,,,,,0.000000E+00,0.6136,7,0,311,311,,,<
TV5030,8,,,,,0.000000E+00,1.0000,8,0,320,320,,,<
TV5031,10,,,,,0.000000E+00,0.9751,10,0,338,338,,,<
TV5032,10,,,,,0.000000E+00,0.6904,10,0,338,338,,,<
TV5033,8,,,,,0.000000E+00,0.9694,8,0,320,320,,,<
TV5034,9,,,,,0.000000E+00,0.9993,9,0,332,332,,,<
TV5035,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5037,10,,,,,0.000000E+00,0.7182,10,0,338,338,,,<
TV5038,10,,,,,0.000000E+00,0.9640,10,0,338,338,,,<
TV5039,9,TV5080,9,,,9.922836E+00,0.4952,10,0,331,331,9.922836E+00,
TV5040,10,,,,,0.000000E+00,0.9993,10,0,338,338,,,<
TV5041,10,,,,,0.000000E+00,0.5149,10,0,338,338,,,<
TV5042,10,,,,,0.000000E+00,0.9991,10,0,338,338,,,<
TV5043,9,,,,,0.000000E+00,0.9072,10,0,331,331,,,<
TV5044,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5045,10,,,,,0.000000E+00,0.6637,10,0,338,338,,,<
TV5046,10,,,,,0.000000E+00,0.9901,10,0,338,338,,,<
TV5047,10,,,,,0.000000E+00,0.9957,10,0,338,338,,,<
TV5048,9,,,,,0.000000E+00,0.9646,10,0,336,336,,,<
TV5049,10,TV5052,10,,,1.613938E+01,0.5047,10,0,338,338,1.613938E+01,
TV5050,10,,,,,0.000000E+00,0.9957,10,0,338,338,,,<
TV5051,6,,,,,0.000000E+00,0.4035,6,0,240,240,,,<
TV5052,10,,,,,0.000000E+00,0.4986,10,0,338,338,,
TV5054,7,,,,,0.000000E+00,0.9352,7,0,311,311,,,<
TV5055,7,,,,,0.000000E+00,0.9986,7,0,311,311,,,<
TV5056,10,,,,,0.000000E+00,0.7743,10,0,338,338,,,<
TV5057,9,,,,,0.000000E+00,0.9855,10,0,332,332,,,<
TV5058,10,,,,,0.000000E+00,0.9999,10,0,338,338,,,<
TV5059,10,,,,,0.000000E+00,0.5007,10,0,338,338,,
TV5062,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5063,10,,,,,0.000000E+00,0.7543,10,0,338,338,,,<
TV5064,9,,,,,0.000000E+00,0.8854,10,0,331,331,,,<
TV5065,10,,,,,0.000000E+00,0.8971,10,0,338,338,,,<
TV5066,10,,,,,0.000000E+00,0.9984,10,0,338,338,,,<
TV5067,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5068,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5069,7,,,,,0.000000E+00,0.9964,7,0,311,311,,,<
TV5071,10,,,,,0.000000E+00,0.8844,10,0,338,338,,,<
TV5073,10,,,,,0.000000E+00,0.9959,10,0,338,338,,,<
TV5074,7,,,,,0.000000E+00,0.9966,7,0,311,311,,,<
TV5075,10,,,,,0.000000E+00,0.6751,10,0,338,338,,,<
TV5076,7,TV5080,9,,,9.568201E+00,0.4736,8,0,301,301,9.568201E+00,
TV5077,9,,,,,0.000000E+00,0.9785,10,0,335,335,,,<
TV5078,6,,,,,0.000000E+00,0.9977,6,0,240,240,,,<
TV5079,10,,,,,0.000000E+00,0.9852,10,0,338,338,,,<
TV5080,9,,,,,0.000000E+00,0.3333,9,0,331,331,,,<
TV5081,10,TV5071,10,TV3049,10,2.159975E+01,0.4179,10,1,338,338,5.573940E+00,1.278624E+01
TV5082,10,,,,,0.000000E+00,0.7631,10,0,338,338,,,<
TV5083,6,,,,,0.000000E+00,0.9971,7,0,222,222,,,<
TV5084,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5085,10,,,,,0.000000E+00,0.9990,10,0,338,338,,,<
TV5086,9,,,,,0.000000E+00,1.0000,10,0,336,336,,,<
TV5088,9,,,,,0.000000E+00,0.9459,9,0,336,336,,,<
TV5111,7,,,,,0.000000E+00,0.7871,7,0,309,309,,,<
TV5112,7,,,,,0.000000E+00,0.8941,7,0,309,309,,,<
TV5113,10,,,,,0.000000E+00,0.6110,10,0,338,338,,,<
TV5114,7,,,,,0.000000E+00,0.9536,7,0,309,309,,,<
TV5115,9,,,,,0.000000E+00,0.9706,10,0,332,332,,,<
TV5116,7,,,,,0.000000E+00,0.7960,7,0,311,311,,,<
TV5117,10,,,,,0.000000E+00,0.7407,10,0,338,338,,,<
TV5118,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5119,10,,,,,0.000000E+00,0.6881,10,0,338,338,,,<
TV5120,7,,,,,0.000000E+00,0.4868,7,0,309,309,,,<
TV5121,9,,,,,0.000000E+00,0.5049,9,0,330,330,,,<
TV5122,10,,,,,0.000000E+00,0.9999,10,0,338,338,,,<
TV5123,7,,,,,0.000000E+00,0.8791,7,0,309,309,,,<
TV5124,10,,,,,0.000000E+00,0.5063,10,0,338,338,,,<
TV5125,8,,,,,0.000000E+00,0.8424,8,0,310,310,,,<
TV5126,10,,,,,0.000000E+00,0.9912,10,0,338,338,,,<
TV5127,10,,,,,0.000000E+00,0.9952,10,0,338,338,,,<
TV5128,10,,,,,0.000000E+00,0.9646,10,0,338,338,,,<
TV5129,7,,,,,0.000000E+00,0.6769,7,0,311,311,,,<
TV5130,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5131,10,TV4525,9,,,1.917231E+01,0.6686,10,0,338,338,1.917231E+01,,<
TV5132,10,,,,,0.000000E+00,0.7961,10,0,338,338,,,<
TV5138,9,,,,,0.000000E+00,0.5025,9,0,336,336,,
TV5139,9,TV4256,10,,,1.371764E+01,0.4225,9,0,336,336,1.371764E+01,
TV5140,10,,,,,0.000000E+00,0.9834,10,0,338,338,,,<
TV5143,9,,,,,0.000000E+00,0.8016,9,0,332,332,,,<
TV5144,7,,,,,0.000000E+00,0.9948,7,0,309,309,,,<
TV5145,10,TV5167,10,,,1.359394E+01,0.5015,10,0,338,338,1.359394E+01,
TV5146,7,,,,,0.000000E+00,0.9784,7,0,311,311,,,<
TV5147,10,,,,,0.000000E+00,0.6843,10,0,338,338,,
TV5148,7,TV5147,10,TV2772,7,2.213247E+01,0.3977,7,0,311,311,1.323606E+01,6.175828E+00
TV5149,9,,,,,0.000000E+00,0.9968,10,0,332,332,,,<
TV5150,10,,,,,0.000000E+00,0.9995,10,0,338,338,,,<
TV5151,10,,,,,0.000000E+00,0.9994,10,0,338,338,,,<
TV5154,6,,,,,0.000000E+00,0.9983,6,0,240,240,,,<
TV5156,9,,,,,0.000000E+00,0.6976,9,0,332,332,,
TV5157,10,TV5156,9,TV5156,9,3.379065E+01,0.6992,10,0,338,338,1.770936E+01,1.770936E+01
TV5163,10,,,,,0.000000E+00,0.9989,10,0,338,338,,,<
TV5164,7,,,,,0.000000E+00,0.9937,7,0,311,311,,,<
TV5165,9,,,,,0.000000E+00,0.9885,10,0,331,331,,,<
TV5166,9,,,,,0.000000E+00,0.9685,9,0,332,332,,,<
TV5167,10,,,,,0.000000E+00,0.4989,10,0,338,338,,
TV5168,9,,,,,0.000000E+00,0.7601,10,0,331,331,,,<
TV5169,7,,,,,0.000000E+00,0.7046,7,0,311,311,,,<
TV5171,9,,,,,0.000000E+00,0.9994,9,0,331,331,,,<
TV5172,10,,,,,0.000000E+00,0.7727,10,0,338,338,,,<
TV5173,9,,,,,0.000000E+00,0.9987,10,0,332,332,,,<
TV5174,10,,,,,0.000000E+00,0.9684,10,0,338,338,,,<
TV5175,10,,,,,0.000000E+00,0.5563,10,0,338,338,,
TV5176,9,TV5175,10,TV5175,10,3.353767E+01,0.6956,9,0,330,330,1.765296E+01,1.765296E+01
TV5177,9,,,,,0.000000E+00,0.7757,10,0,332,332,,,<
TV5178,10,,,,,0.000000E+00,0.9669,10,0,338,338,,,<
TV5179,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5180,10,,,,,0.000000E+00,0.9909,10,0,338,338,,,<
TV5181,10,,,,,0.000000E+00,0.9986,10,0,338,338,,,<
TV5182,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5183,10,,,,,0.000000E+00,0.9995,10,0,338,338,,,<
TV5184,10,,,,,0.000000E+00,0.9999,10,0,338,338,,,<
TV5185,6,,,,,0.000000E+00,0.7412,7,0,272,272,,,<
TV5186,9,,,,,0.000000E+00,0.9904,9,0,332,332,,,<
TV5187,7,,,,,0.000000E+00,0.9958,7,0,311,311,,,<
TV5189,9,,,,,0.000000E+00,0.9999,10,0,332,332,,,<
TV5190,6,,,,,0.000000E+00,0.9925,6,0,240,240,,,<
TV5192,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5193,10,,,,,0.000000E+00,0.9997,10,0,338,338,,,<
TV5194,10,,,,,0.000000E+00,0.9720,10,0,338,338,,,<
TV5195,9,,,,,0.000000E+00,0.9985,9,0,332,332,,,<
TV5196,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5197,10,,,,,0.000000E+00,0.9928,10,0,338,338,,,<
TV5198,10,,,,,0.000000E+00,0.9990,10,0,338,338,,,<
TV5199,7,,,,,0.000000E+00,0.9741,7,0,309,309,,,<
TV5200,10,,,,,0.000000E+00,0.7955,10,0,338,338,,,<
TV5201,10,,,,,0.000000E+00,0.6271,10,0,338,338,,,<
TV5202,10,,,,,0.000000E+00,0.9980,10,0,338,338,,,<
TV5203,10,,,,,0.000000E+00,0.9999,10,0,338,338,,,<
TV5204,10,,,,,0.000000E+00,0.9975,10,0,338,338,,,<
TV5205,10,,,,,0.000000E+00,0.9362,10,0,338,338,,,<
TV5206,10,,,,,0.000000E+00,0.9988,10,0,338,338,,,<
TV5207,10,,,,,0.000000E+00,0.9931,10,0,338,338,,,<
TV5208,10,,,,,0.000000E+00,0.9998,10,0,338,338,,,<
TV5209,10,,,,,0.000000E+00,0.9986,10,0,338,338,,,<
TV5210,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5211,7,,,,,0.000000E+00,0.9946,7,0,309,309,,,<
TV5212,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5213,10,,,,,0.000000E+00,0.9981,10,0,338,338,,,<
TV5214,8,,,,,0.000000E+00,1.0000,10,0,321,321,,,<
TV5215,7,,,,,0.000000E+00,0.9907,7,0,309,309,,,<
TV5216,8,,,,,0.000000E+00,0.5997,9,0,320,320,,,<
TV5217,10,,,,,0.000000E+00,0.7105,10,0,338,338,,,<
TV5218,9,,,,,0.000000E+00,0.5092,10,0,336,336,,,<
TV5219,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5220,9,,,,,0.000000E+00,0.7777,10,0,332,332,,,<
TV5221,7,,,,,0.000000E+00,0.6465,7,0,309,309,,,<
TV5222,7,,,,,0.000000E+00,0.7684,7,0,309,309,,,<
TV5223,7,,,,,0.000000E+00,0.9864,7,0,311,311,,,<
TV5224,10,,,,,0.000000E+00,0.9961,10,0,338,338,,,<
TV5225,9,,,,,0.000000E+00,0.3964,10,0,331,331,,,<
TV5226,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5227,9,,,,,0.000000E+00,0.3232,10,0,336,336,,,<
TV5228,7,,,,,0.000000E+00,0.8356,7,0,311,311,,,<
TV5229,10,TV5225,9,,,1.527105E+01,0.6066,10,0,338,338,1.527105E+01,,<
TV5230,10,,,,,0.000000E+00,0.9921,10,0,338,338,,,<
TV5231,10,,,,,0.000000E+00,0.9923,10,0,338,338,,,<
TV5232,10,TV5227,9,,,9.366509E+00,0.4523,10,0,338,338,9.366509E+00,
TV5233,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5234,9,,,,,0.000000E+00,0.9971,10,0,332,332,,,<
TV5235,10,TV5257,10,,,1.285480E+01,0.6828,10,1,338,338,1.285480E+01,
TV5236,10,,,,,0.000000E+00,0.8996,10,0,338,338,,,<
TV5237,10,TV5238,9,,,1.168807E+01,0.5607,10,0,338,338,1.168807E+01,,<
TV5238,9,TV4290,9,,,1.434332E+01,0.5527,10,0,336,336,1.434332E+01,,<
TV5239,8,TV5237,10,,,1.065554E+01,0.7966,8,0,321,321,1.065554E+01,,<
TV5240,10,TV5237,10,,,1.187477E+01,0.8579,10,0,338,338,1.187477E+01,,<
TV5241,10,,,,,0.000000E+00,0.5247,10,0,338,338,,
TV5242,10,,,,,0.000000E+00,0.9774,10,0,338,338,,,<
TV5243,10,,,,,0.000000E+00,0.9801,10,0,338,338,,,<
TV5244,10,,,,,0.000000E+00,0.7822,10,0,338,338,,,<
TV5245,8,,,,,0.000000E+00,0.9725,8,0,316,316,,,<
TV5246,9,,,,,0.000000E+00,0.9931,9,0,335,335,,,<
TV5247,10,,,,,0.000000E+00,0.8229,10,0,338,338,,,<
TV5248,7,,,,,0.000000E+00,0.8143,7,0,309,309,,,<
TV5249,10,,,,,0.000000E+00,0.4808,10,0,338,338,,,<
TV5250,10,,,,,0.000000E+00,0.5138,10,0,338,338,,
TV5251,10,TV5255,10,,,1.294815E+01,0.3302,10,1,338,338,1.294815E+01,
TV5252,10,,,,,0.000000E+00,0.5004,10,0,338,338,,,<
TV5253,10,,,,,0.000000E+00,0.9964,10,0,338,338,,,<
TV5254,10,,,,,0.000000E+00,0.5117,10,0,338,338,,
TV5255,10,TV5251,10,,,1.294815E+01,0.5883,10,1,338,338,1.294815E+01,,<
TV5256,10,TV5250,10,,,1.384550E+01,0.5120,10,0,338,338,1.384550E+01,
TV5257,10,TV4558,10,,,1.153594E+01,0.3098,10,1,338,338,1.153594E+01,
TV5258,10,,,,,0.000000E+00,0.9879,10,0,338,338,,,<
TV5259,10,,,,,0.000000E+00,0.5567,10,0,338,338,,
TV5260,10,,,,,0.000000E+00,0.9984,10,0,338,338,,,<
TV5261,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5262,10,,,,,0.000000E+00,0.4128,10,0,338,338,,,<
TV5263,8,,,,,0.000000E+00,0.5575,8,0,316,316,,,<
TV5264,7,,,,,0.000000E+00,0.5444,7,0,309,309,,,<
TV5265,7,,,,,0.000000E+00,0.9999,7,0,309,309,,,<
TV5266,10,,,,,0.000000E+00,0.9984,10,0,338,338,,,<
TV5267,7,,,,,0.000000E+00,0.9443,8,0,313,313,,,<
TV5268,10,,,,,0.000000E+00,0.6976,10,0,338,338,,,<
TV5269,10,,,,,0.000000E+00,0.9433,10,0,338,338,,,<
TV5270,10,,,,,0.000000E+00,0.9996,10,0,338,338,,,<
TV5271,8,,,,,0.000000E+00,0.9967,8,0,316,316,,,<
TV5272,8,,,,,0.000000E+00,0.9983,8,0,316,316,,,<
TV5273,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5274,10,TV5279,10,,,1.638134E+01,0.4580,10,0,338,338,1.638134E+01,,<
TV5275,10,,,,,0.000000E+00,0.9970,10,0,338,338,,,<
TV5276,6,,,,,0.000000E+00,0.9982,6,0,240,240,,,<
TV5277,9,,,,,0.000000E+00,0.9365,9,0,330,330,,,<
TV5278,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5279,10,TV5274,10,,,1.638134E+01,0.5391,10,0,338,338,1.638134E+01,
TV5280,10,,,,,0.000000E+00,0.6550,10,0,338,338,,,<
TV5281,10,,,,,0.000000E+00,0.6001,10,0,338,338,,,<
TV5282,7,,,,,0.000000E+00,0.6000,7,0,311,311,,,<
TV5283,7,,,,,0.000000E+00,0.9853,7,0,311,311,,,<
TV5284,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5285,10,,,,,0.000000E+00,0.9991,10,0,338,338,,,<
TV5286,7,,,,,0.000000E+00,0.9795,7,0,309,309,,,<
TV5287,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5288,10,,,,,0.000000E+00,0.9565,10,0,338,338,,,<
TV5289,9,,,,,0.000000E+00,1.0000,10,0,336,336,,,<
TV5290,10,,,,,0.000000E+00,0.9987,10,0,338,338,,,<
TV5291,10,,,,,0.000000E+00,0.9964,10,0,338,338,,,<
TV5292,10,,,,,0.000000E+00,0.9945,10,0,338,338,,,<
TV5293,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5294,10,,,,,0.000000E+00,0.9968,10,0,338,338,,,<
TV5295,10,,,,,0.000000E+00,0.9991,10,0,338,338,,,<
TV5296,10,,,,,0.000000E+00,0.9981,10,0,338,338,,,<
TV5297,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5298,10,,,,,0.000000E+00,1.0000,10,0,338,338,,,<
TV5299,10,,,,,0.000000E+00,0.9889,10,0,338,338,,,<
TV5300,10,,,,,0.000000E+00,0.9038,10,0,338,338,,,<
TV5301,10,,,,,0.000000E+00,0.9998,10,0,338,338,,,<
TV5302,7,,,,,0.000000E+00,0.9999,7,0,311,311,,,<
TV5303,10,,,,,0.000000E+00,0.5004,10,0,338,338,,
TV5304,10,,,,,0.000000E+00,0.6848,10,0,338,338,,,<
TV5305,10,,,,,0.000000E+00,0.9836,10,0,338,338,,,<
TV5306,10,,,,,0.000000E+00,0.5207,10,0,338,338,,,<
TV5307,10,,,,,0.000000E+00,0.9977,10,0,338,338,,,<
TV5308,7,,,,,0.000000E+00,0.7619,7,0,309,309,,,<
TV5309,7,,,,,0.000000E+00,0.9924,7,0,309,309,,,<
TV5310,10,,,,,0.000000E+00,0.6124,10,0,338,338,,,<
TV5311,9,TV5303,10,,,1.390827E+01,0.4090,10,0,336,336,1.390827E+01,
TV5312,10,,,,,0.000000E+00,0.9985,10,0,338,338,,,<
TV5313,9,,,,,0.000000E+00,0.9592,9,0,331,331,,,<
